OBJECTID,State,County,year,cattle_cow_beef,cattle_cow_milk,cattle_excl_cows,hogs,sheep_goats,broilers,layers,horses,donkeys,mules,rabbits,cattle_beef_slaughtered,hogs_slaughtered,broilers_slaughtered,标记
26,ALABAMA,COLBERT,1997,9594.0,8.215668399390974,,1709.7521449128562,124.15399228665271,1282775.0,82592.1300052549,,,,,639.983710908492,1299.2025663357454,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
341,FLORIDA,DUVAL,1997,4412.0,4005.1383447030994,,682.8355918312404,212.72244538286355,860658.0,1658.7937357597102,,,,,307.4681688718343,1413.4559022192616,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
349,FLORIDA,HAMILTON,1997,0.0,,,2389.3919383423904,60.10002174385736,353005.0,410.7489250452616,,,,,0.0,4945.993118062098,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
359,FLORIDA,LAFAYETTE,1997,4143.0,13335.056770761474,,418.6495906235218,0.0,2915000.0,158553.82447814455,,,,,288.72180952765405,866.5962083809202,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
365,FLORIDA,MADISON,1997,0.0,,,4693.562585972614,171.60137787390852,1293831.0,,,,,,0.0,9715.579883273116,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
371,FLORIDA,NASSAU,1997,3884.0,940.6940317302665,,666.8565998227091,134.43425916389145,2584416.0,284881.23617937264,,,,,270.67234086541356,1380.379711059685,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
387,FLORIDA,SUWANNEE,1997,17745.0,7677.542119230865,,724.380971053422,15.02500543596434,6646564.0,370719.862496043,,,,,1236.632515102153,1499.4539992341624,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
388,FLORIDA,TAYLOR,1997,0.0,,,139.54986354117395,0.0,0.0,458.14303178125334,,,,,0.0,288.8654027936401,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
327,FLORIDA,ALACHUA,1997,27465.0,3424.9067639961117,,1882.325258604995,1118.9675100994496,0.0,6666.77101419617,,,,,1914.0102579476265,3896.3753185981836,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
330,FLORIDA,BRADFORD,1997,5554.0,539.1532387100326,,351.5378241876901,3.9539487989379842,2871010.0,481.84008514924915,,,,,387.0530847493581,727.6762055106964,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
335,FLORIDA,CITRUS,1997,6852.0,57.50967879573681,,509.19721200519956,19.76974399468992,0.0,1421.8232020797516,,,,,477.50949526514245,1054.0279582851906,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
336,FLORIDA,CLAY,1997,3449.0,6265.474113085541,,234.35854945846006,0.0,300050.0,887.8495995209116,,,,,240.35759620103272,485.1174703404643,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
343,FLORIDA,FLAGLER,1997,4568.0,13.350461149010332,,488.95715546105987,0.0,0.0,407.5893179295289,,,,,318.339663510095,1012.1314494830598,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
346,FLORIDA,GILCHRIST,1997,9646.0,14457.522465828266,,664.726067554905,165.27505979560775,140.0,737.7682615236045,,,,,672.2207517991193,1375.9695522384075,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
352,FLORIDA,HERNANDO,1997,8454.0,2790.246380143159,,2046.376243225917,231.70139961776587,0.0,,,,,,589.1513825118965,4235.957547836509,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
354,FLORIDA,HILLSBOROUGH,1997,41581.0,4852.379148390293,,4275.978261482995,591.5107403211224,0.0,2228156.5178183154,,,,,2897.7411445738308,8851.188754302833,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
360,FLORIDA,LAKE,1997,18357.0,2658.795685752904,,772.3179470790161,260.1698309701194,875.0,,,,,,1279.2822248368682,1598.682572712894,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
363,FLORIDA,LEVY,1997,20782.0,7495.770455894339,,693.4882531702614,74.3342374200341,84.0,515.0159598644434,,,,,1448.2782152072668,1435.5066963256465,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
367,FLORIDA,MARION,1997,29201.0,3976.383505305231,,4476.248294656588,891.2200592806216,0.0,3153.2879015013164,,,,,2034.9904803323739,9265.743683502871,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
374,FLORIDA,ORANGE,1997,10559.0,13.350461149010332,,1383.7807079388165,0.0,0.0,1590.8621827714553,,,,,735.8468710602217,2864.398154419378,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
375,FLORIDA,OSCEOLA,1997,76583.0,177.6638291368298,,294.0134529569772,241.19087673521705,0.0,,,,,,5336.997909499475,608.6019173362189,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
377,FLORIDA,PASCO,1997,23519.0,5309.375703106416,,4301.544648696645,83.82371453748527,0.0,,,,,,1639.0171948541865,8904.110660158158,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
378,FLORIDA,PINELLAS,1997,222.0,,,95.87395205118821,0.0,0.0,274.885819068752,,,,,15.470973139063288,198.4571469574627,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
379,FLORIDA,POLK,1997,62525.0,2263.4166440322133,,1121.725238998902,224.5842917796775,488.0,2627519.798622034,,,,,4357.308988828521,2321.948619402313,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
380,FLORIDA,PUTNAM,1997,0.0,,,949.1521253067632,13.443425916389145,0.0,,,,,,0.0,1964.7257548788807,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
381,FLORIDA,ST. JOHNS,1997,0.0,,,73.5033632392443,0.0,0.0,311.22130089967897,,,,,0.0,152.15047933405472,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
385,FLORIDA,SEMINOLE,1997,0.0,,,302.53558202819386,99.6395097332372,292.0,1973.1746437751221,,,,,0.0,626.2425526213268,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
386,FLORIDA,SUMTER,1997,30439.0,1958.4099547048231,,852.212907121673,154.20400315858137,106.0,1272549.1437005142,,,,,2121.2655467565196,1764.0635285107794,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
389,FLORIDA,UNION,1997,7427.0,74.96797414444264,,920.3899396914068,0.0,0.0,429927.7402377596,,,,,517.5807094766803,1905.1886107916416,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
390,FLORIDA,VOLUSIA,1997,0.0,,,1254.8835057366632,244.35403577436742,0.0,,,,,,0.0,2597.5835457321227,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
331,FLORIDA,BREVARD,1997,0.0,,,400.54006634718627,42.70264702853023,103.0,502.3775314015123,,,,,0.0,829.1098584000663,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
332,FLORIDA,BROWARD,1997,0.0,,,0.0,185.83559355008526,0.0,167.45917713383744,,,,,0.0,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
334,FLORIDA,CHARLOTTE,1997,0.0,,,25.56638721365019,0.0,0.0,249.60896214288977,,,,,0.0,52.92190585532339,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
337,FLORIDA,COLLIER,1997,0.0,,,266.31653347552276,17.397374715327132,0.0,,,,,,0.0,551.2698526596186,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
339,FLORIDA,DE SOTO,1997,0.0,,,615.7238253954088,36.37632895022946,0.0,,,,,,0.0,1274.5358993490381,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
347,FLORIDA,GLADES,1997,0.0,,,166.18151688872624,150.2500543596434,0.0,,,,,,0.0,343.992388059602,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
350,FLORIDA,HARDEE,1997,50937.0,9143.011969972229,,426.1064535608365,0.0,0.0,,,,,,3549.752066596696,882.0317642553897,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
351,FLORIDA,HENDRY,1997,0.0,,,119.30980699703422,0.0,68.0,402.8499072559296,,,,,0.0,246.96889399150908,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
353,FLORIDA,HIGHLANDS,1997,65315.0,6688.581035654176,,1049.28714189356,10.280266877238759,136.0,1478.6961301629417,,,,,4551.741489089723,2172.0032194788973,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
356,FLORIDA,INDIAN RIVER,1997,0.0,,,0.0,0.0,0.0,736.1884579657382,,,,,0.0,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
361,FLORIDA,LEE,1997,0.0,,,427.17171969473856,0.0,743.0,4680.957941958115,,,,,0.0,884.2368436660281,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
366,FLORIDA,MANATEE,1997,33742.0,4879.080070688315,,1396.5639015456416,23.723692793627905,0.0,1475.536523047209,,,,,2351.4485390012323,2890.85910734704,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
368,FLORIDA,MARTIN,1997,0.0,,,502.805615201787,13.443425916389145,0.0,,,,,,0.0,1040.79748182136,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
369,FLORIDA,MIAMI-DADE,1997,2249.0,68.8062228448994,,299.33978362648764,235.65534841670384,570.0,5180.175866243895,,,,,156.73071436825825,619.6273143894113,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
370,FLORIDA,MONROE,1997,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
373,FLORIDA,OKEECHOBEE,1997,66950.0,36681.93244473077,,313.1882433672148,119.40925372792712,98.0,516.5957634223098,,,,,4665.683115586878,648.2933467277114,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
376,FLORIDA,PALM BEACH,1997,3169.0,14.377419698934203,,405.86639701669674,278.3579954452341,0.0,4946.36493967967,,,,,220.84465710671867,840.1352554532587,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
382,FLORIDA,ST. LUCIE,1997,0.0,,,136.35406513946768,0.0,0.0,436.0257819711238,,,,,0.0,282.2501645617247,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
384,FLORIDA,SARASOTA,1997,16368.0,387.1633733212996,,560.3299864324999,53.77370366555658,0.0,,,,,,1140.6706681990445,1159.8717699958372,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
401,GEORGIA,BARTOW,1997,7050.0,621.3099227039423,,0.0,0.0,2670907.0,176332.93371837295,,,,,2656.4747790253336,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
416,GEORGIA,CATOOSA,1997,3490.0,1020.7967986243284,,30.892717883160643,0.0,1294410.0,140649.91075684477,,,,,1315.049216850839,21.322955044905303,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
420,GEORGIA,CHATTOOGA,1997,5652.0,47.240093296498095,,69.24229870363592,0.0,0.0,,,,,,2129.7014824186076,47.792830273063615,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
434,GEORGIA,DADE,1997,2813.0,30.80875649771615,,52.19804056120247,52.192124145981396,468512.0,73843.17790179084,,,,,1059.9522770777678,36.02844128277103,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
450,GEORGIA,FLOYD,1997,7060.0,350.1928655240402,,0.0,0.0,1554300.0,,,,,,2660.242828357284,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
457,GEORGIA,GORDON,1997,9471.0,800.0007103906961,,0.0,166.85663931518295,5577715.0,822701.6604016174,,,,,3568.719522290629,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
498,GEORGIA,MURRAY,1997,4458.0,296.7910209279989,,0.0,0.0,1766000.0,152428.9260842966,,,,,1679.7963921836792,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
503,GEORGIA,PAULDING,1997,1971.0,124.26198454078848,,134.22353287166348,0.0,804596.0,,,,,,742.6825233275082,92.64456329855408,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
508,GEORGIA,POLK,1997,4997.0,379.9746634718325,,173.63837982604088,0.0,1085030.0,216.43308742769554,,,,,1882.8942511758285,119.84971283860567,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
539,GEORGIA,WALKER,1997,9841.0,1022.8507157241761,,0.0,10.280266877238759,1657565.0,121.6448739557121,,,,,3708.13734757281,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
548,GEORGIA,WHITFIELD,1997,0.0,,,0.0,0.0,1653100.0,290723.3497363626,,,,,0.0,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
400,GEORGIA,BARROW,1997,7385.0,128.36981874048396,,0.0,0.0,3140623.0,961533.217263358,,,,,2782.7044316456863,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
421,GEORGIA,CHEROKEE,1997,5010.0,244.41613488188145,,0.0,74.3342374200341,3172854.0,177296.61388867145,,,,,1887.7927153073647,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
422,GEORGIA,CLARKE,1997,0.0,,,0.0,0.0,550000.0,,,,,,0.0,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
426,GEORGIA,COBB,1997,627.0,,,0.0,0.0,0.0,,,,,,236.2566931133169,0.0,,"种类：sheep_goats,FAO总量：9674000.0,国家总量：12233340.0; 种类：layers,FAO总量：303604000.0,国家总量：192178324.0; 种类：cattle_beef_slaughtered,FAO总量：38110900.0,国家总量：1514600.0; 种类：broilers_slaughtered,FAO总量：7903539000.0,国家总量：0.0; "
