OBJECTID,State,County,year,cattle_cow_beef,cattle_cow_milk,cattle_excl_cows,hogs,sheep_goats,broilers,layers,horses,donkeys,mules,rabbits,cattle_beef_slaughtered,hogs_slaughtered,broilers_slaughtered,标记
26,ALABAMA,COLBERT,2007,0.0,,5313.0,0.0,1183.2328990805852,1670490.0,,,,,,0.0,0.0,11191077.007542107,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
971,KANSAS,POTTAWATOMIE,2007,23775.0,560.5798996262992,46149.0,22609.92659790483,1940.9305511438317,8.0,,,,,,4519.674749589648,4376.026867798041,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
977,KANSAS,RILEY,2007,0.0,,14705.0,19698.754819117727,1931.7463371794288,3610.0,3862.6391493177966,,,,,0.0,3812.5855905526623,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1001,KANSAS,WYANDOTTE,2007,1064.0,,670.0,38.676249843850144,172.20401183255606,0.0,510.8858642429183,,,,,202.268514555768,7.485575317084027,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
898,KANSAS,ANDERSON,2007,17968.0,541.0367471622629,29220.0,3978.427213667396,1808.524799823689,84.0,3629.640993658892,,,,,3415.752508964323,770.0026934276165,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
905,KANSAS,CHASE,2007,0.0,,45463.0,0.0,31.379397711710215,0.0,474.5467023511626,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
912,KANSAS,COFFEY,2007,0.0,,35971.0,0.0,2673.3716148049702,0.0,703.2696624933897,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
919,KANSAS,DOUGLAS,2007,11365.0,716.925119338588,10580.0,0.0,1122.004805984565,0.0,4200.37959513529,,,,,2160.5090863969017,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
926,KANSAS,FRANKLIN,2007,17264.0,923.6711006686543,23131.0,23688.680377333298,980.4148407000191,4030.0,2483.8885951894185,,,,,3281.9207098597544,4584.813725290764,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
927,KANSAS,GEARY,2007,0.0,,5530.0,0.0,280.1185259142912,0.0,348.428434609187,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
942,KANSAS,JOHNSON,2007,5625.0,269.4897866093401,8024.0,2840.091103398401,3430.3039157045164,0.0,3753.6216636425293,,,,,1069.3236789249954,549.6840036896568,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
950,KANSAS,LINN,2007,16164.0,466.978485193284,18208.0,2153.3263426576027,3076.7116780750016,127.0,,,,,,3072.808523758866,416.7644635998134,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
952,KANSAS,LYON,2007,16641.0,84.34413168689271,52742.0,5764.851834833339,2031.2419884604615,0.0,1297.5218393115122,,,,,3163.4871717317064,1115.7553479383357,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
957,KANSAS,MIAMI,2007,24110.0,221.14619893514552,19310.0,1732.0688105745862,1011.7942384117293,980.0,4674.926297486453,,,,,4583.358915356735,335.2323864975198,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
960,KANSAS,MORRIS,2007,0.0,,46214.0,398.2608429866731,432.4234074906408,0.0,966.1941867690338,,,,,0.0,77.08119448132472,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
966,KANSAS,OSAGE,2007,14723.0,117.25891478421669,21856.0,1424.7494199234525,828.1099591236696,209.0,4572.321605086202,,,,,2798.8715599667034,275.752409653663,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
985,KANSAS,SHAWNEE,2007,0.0,,5988.0,203.8342897175886,864.8468149812816,0.0,2191.0377022970347,,,,,0.0,39.45100504949691,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
995,KANSAS,WABAUNSEE,2007,18065.0,149.1451109097493,31506.0,1396.5262105779404,4251.525714354884,0.0,874.2774831604752,,,,,3434.1924017386737,270.2899628006557,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
897,KANSAS,ALLEN,2007,14592.0,620.2379439901988,15111.0,519.5161127673924,937.5551755328053,182.0,931.9926226356167,,,,,2773.968199621962,100.54948466461516,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
902,KANSAS,BOURBON,2007,24204.0,380.57717956280857,35196.0,0.0,668.9169170740178,0.0,2834.4546275569437,,,,,4601.228502168994,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
904,KANSAS,BUTLER,2007,0.0,,95940.0,68443.37327096691,4421.433672696339,340.0,5951.072159214579,,,,,0.0,13246.838244235429,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
906,KANSAS,CHAUTAUQUA,2007,0.0,,20539.0,0.0,1847.5577091724012,0.0,1164.9907782945209,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
907,KANSAS,CHEROKEE,2007,21051.0,65.82956619464797,15076.0,0.0,469.1602633482527,0.0,3076.0031742492024,,,,,4001.8369360089023,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
914,KANSAS,COWLEY,2007,23575.0,976.1290362300144,33646.0,6002.135854145609,1547.5400530019037,210.0,3229.9102128495797,,,,,4481.654352116758,1161.6803640728779,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
915,KANSAS,CRAWFORD,2007,29094.0,802.2978379972722,30794.0,360.6298971926567,955.9236034616112,58.0,904.2038517772152,,,,,5530.827220381123,69.79793201064835,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
921,KANSAS,ELK,2007,17017.0,,23097.0,104.53040498337876,321.4474887541046,0.0,940.543013668971,,,,,3234.9655189807363,20.231284640767644,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
933,KANSAS,GREENWOOD,2007,23118.0,385.7201144217654,40776.0,1863.7771208536433,627.5879542342043,0.0,675.4808916349882,,,,,4394.777743891208,360.723805144887,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
946,KANSAS,LABETTE,2007,30741.0,312.69043942457785,46061.0,993.0388473420982,4944.16851750361,9.0,3905.391104484568,,,,,5843.925193570361,192.1972040872926,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
959,KANSAS,MONTGOMERY,2007,20071.0,203.66022041469216,15350.0,38635.48298590662,1617.1870088986266,0.0,2218.826473155436,,,,,3815.536988391748,7477.685116074127,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
963,KANSAS,NEOSHO,2007,22756.0,456.6926154753703,35134.0,2308.031342033003,1483.2505552510827,49.0,1353.099381028315,,,,,4325.960824465279,446.7067648681495,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
999,KANSAS,WILSON,2007,20413.0,255.08956900426085,12101.0,0.0,830.4060126147702,0.0,1323.173012411575,,,,,3880.5518680703876,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1000,KANSAS,WOODSON,2007,12743.0,,36017.0,80.48841183720164,573.2480216114866,0.0,329.1900547841398,,,,,2422.469624985105,15.578089173391085,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1005,KENTUCKY,BALLARD,2007,4149.0,383.6629404781827,3228.0,3428.597283454824,851.0704940346772,971636.0,,,,,,1103.218859465868,33011.91706749012,6673390.0615942115,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1019,KENTUCKY,CALLOWAY,2007,5088.0,169.71685034557677,5850.0,4535.574272228804,2033.538041951562,1269775.0,,,,,,1352.8989050282808,43670.33785239013,8721068.245166697,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1021,KENTUCKY,CARLISLE,2007,2797.0,320.91913519890886,1658.0,16782.356520081463,649.7831379815115,863058.0,92523.78137192669,,,,,743.722137846718,161587.29528004688,5927654.677038908,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1039,KENTUCKY,FULTON,2007,621.0,,634.0,141.11604672756133,405.63611676113203,656514.0,137276.52804050298,,,,,165.12386399814514,1358.7221963753552,4509069.242903168,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1043,KENTUCKY,GRAVES,2007,7745.0,723.0966411693363,12524.0,0.0,985.7722988459209,8510360.0,519243.8714780221,,,,,2059.3950509913593,0.0,58450851.80519137,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1054,KENTUCKY,HICKMAN,2007,0.0,,1273.0,0.0,115.56802571873762,5657755.0,241582.74825639185,,,,,0.0,0.0,38858591.06489977,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1071,KENTUCKY,LIVINGSTON,2007,8254.0,10.285869717913744,4016.0,3.135912149501363,220.42113514567174,0.0,,,,,,2194.7381214825923,30.193826586119012,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1073,KENTUCKY,LYON,2007,0.0,,2065.0,0.0,177.5614699784578,0.0,812.2871481686567,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1080,KENTUCKY,MCCRACKEN,2007,0.0,,2869.0,0.0,601.5660146683958,0.0,,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1077,KENTUCKY,MARSHALL,2007,5178.0,81.25837077151859,6228.0,0.0,1065.3688198707468,817355.0,2225.2392664304516,,,,,1376.8298998106206,0.0,5613757.347190035,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1112,KENTUCKY,TRIGG,2007,9847.0,234.51782956843337,8746.0,1768.6544523187688,440.8422702913435,9.0,2733.987532915032,,,,,2618.3167291300088,17029.318194571122,61.813797095154875,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1018,KENTUCKY,CALDWELL,2007,6686.0,763.2115330691998,4730.0,0.0,815.0989893407653,0.0,465.99631131780836,,,,,1777.8070123858267,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1025,KENTUCKY,CHRISTIAN,2007,14127.0,4066.0042994913033,14991.0,9600.072393673507,1904.19369528622,523576.0,223708.15580116474,,,,,3756.3684810012824,92433.36778897233,3596024.5142103117,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1029,KENTUCKY,CRITTENDEN,2007,10139.0,132.68771936108732,7124.0,0.0,1697.5488810871527,0.0,4858.759704703571,,,,,2695.9595122016,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1031,KENTUCKY,DAVIESS,2007,9047.0,515.3220728674786,7333.0,20279.943870825315,1457.9939668489747,1275410.0,1203.467537944615,,,,,2405.5967755092092,195263.47653243164,8759770.550347943,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1047,KENTUCKY,HANCOCK,2007,4158.0,28.800435210158483,3392.0,28.223209345512267,264.8115026402862,0.0,955.5061979773409,,,,,1105.6119589441023,271.74443927507104,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1052,KENTUCKY,HENDERSON,2007,4903.0,17.48597852045337,3497.0,0.0,425.5352470173386,0.0,,,,,,1303.707415753471,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1055,KENTUCKY,HOPKINS,2007,5472.0,20.57173943582749,3262.0,4250.20626662418,1199.3052735182903,2953512.0,,,,,,1455.0044827662643,40922.69963305329,20285310.165122785,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1072,KENTUCKY,LOGAN,2007,18938.0,2849.1859118621073,17594.0,55676.02960629703,768.4125683550502,198.0,3043.939207874124,,,,,5035.613102088362,536071.2618188189,1359.9035360934072,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1082,KENTUCKY,MCLEAN,2007,3577.0,223.20337287872826,2282.0,28555.616033359413,341.34661901031114,6736167.0,207488.06401089166,,,,,951.1240926269969,274944.9848931997,46265340.0152309,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1090,KENTUCKY,MUHLENBERG,2007,0.0,,4735.0,0.0,823.5178521414681,1146400.0,,,,,,0.0,0.0,7873704.109987283,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1093,KENTUCKY,OHIO,2007,10788.0,50.40076161777735,6552.0,524.7426330165614,912.2985871306969,3084916.0,2573.6677010396384,,,,,2868.5285745764727,5052.433648743914,21187819.075510755,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1108,KENTUCKY,SIMPSON,2007,8050.0,947.3286010198559,4574.0,0.0,1124.3008594756661,0.0,878.5526786771524,,,,,2140.4945333092887,0.0,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1111,KENTUCKY,TODD,2007,8181.0,3502.33863894963,9544.0,16274.33875186224,362.77645159391807,349800.0,5242253.292940543,,,,,2175.3274257146945,156695.8953730956,2402496.2470983523,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1114,KENTUCKY,UNION,2007,7545.0,,5176.0,5268.33241116229,296.9562515156967,0.0,123.98066998363706,,,,,2006.2150625861593,50725.628664679934,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1118,KENTUCKY,WEBSTER,2007,0.0,,5740.0,1298.2676298935642,554.1142425189804,4258800.0,121077.8122278133,,,,,0.0,12500.244206653268,29250288.785427283,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1002,KENTUCKY,ADAIR,2007,25035.0,6121.12106913047,20378.0,359.58459314282294,1073.7876826714496,489451.0,3110.20473838262,,,,,6656.805048620875,3462.2254485416465,3361647.2002245164,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1003,KENTUCKY,ALLEN,2007,23328.0,509.15055103673035,40587.0,31261.908218379092,2457.5425866415003,0.0,91643.09109549118,,,,,6202.913847582497,301002.2572370204,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1006,KENTUCKY,BARREN,2007,43201.0,9528.829706675293,47545.0,659.58685544512,1757.246271855772,1195323.0,28248.354376444204,,,,,11487.143395465164,6350.768191947031,8209717.042796867,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1015,KENTUCKY,BRECKINRIDGE,2007,24322.0,570.8657693442128,18220.0,6327.225413643917,4070.137488557925,1201423.0,10288.258010883537,,,,,6467.218389956337,60921.07744192612,8251613.060828028,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1016,KENTUCKY,BULLITT,2007,3693.0,243.77511231455577,2194.0,465.1603021760355,711.0112310775314,0.0,3114.4799338992966,,,,,981.9684859020128,4478.750943607653,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1017,KENTUCKY,BUTLER,2007,0.0,,6307.0,0.0,487.5286912770587,525056.0,,,,,,0.0,0.0,3606189.4497326263,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1024,KENTUCKY,CASEY,2007,20958.0,1964.6011161215254,17662.0,3001.0679270728047,2456.7772354777994,1264.0,3099.516749590927,,,,,5572.730984980878,28895.492042915892,8681.404392030641,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1028,KENTUCKY,CLINTON,2007,13113.0,803.3264249690635,10629.0,592.6873962557576,393.39049814192805,1264355.0,,,,,,3486.7459397869197,5706.633224776492,8683842.60291606,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1030,KENTUCKY,CUMBERLAND,2007,7556.0,133.71630633287867,4130.0,251.91827600994284,612.2809309601993,0.0,1436.4656936035194,,,,,2009.139961948445,2425.5707357515603,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1032,KENTUCKY,EDMONSON,2007,9894.0,762.1829460974085,9590.0,31.35912149501363,389.5637423234268,0.0,99802.3017390695,,,,,2630.81402640523,301.9382658611901,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1044,KENTUCKY,GRAYSON,2007,21437.0,1040.930015452871,14061.0,4686.09805540487,1079.1451408173514,546923.0,334457.095660686,,,,,5700.097057211332,45119.64152852383,3756376.3720748206,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1045,KENTUCKY,GREEN,2007,21210.0,2326.663730192089,17450.0,113.93814143188285,730.1450101700376,0.0,2915.6833423738094,,,,,5639.73777037143,1097.042365962324,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1048,KENTUCKY,HARDIN,2007,20355.0,1681.7396988788971,15725.0,5644.641869102454,4161.214277038254,0.0,4326.497862877266,,,,,5412.3933199392,54348.88785501421,0.0,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
1051,KENTUCKY,HART,2007,21994.0,3239.0203741710384,20596.0,287.4586137042916,3328.512210932384,244.0,29336.39163543854,,,,,5848.203324919812,2767.767437060909,1675.8407212464208,"种类：sheep_goats,FAO总量：9168000.0,国家总量：11978815.0; 种类：layers,FAO总量：346498000.0,国家总量：162096914.0; 种类：cattle_beef_slaughtered,FAO总量：35209200.0,国家总量：811100.0; "
