OBJECTID,State,County,year,cattle_cow_beef,cattle_cow_milk,cattle_excl_cows,hogs,sheep_goats,broilers,layers,horses,donkeys,mules,rabbits,cattle_beef_slaughtered,hogs_slaughtered,broilers_slaughtered,标记
26,ALABAMA,COLBERT,2012,0.0,,8102.0,61.62712756086929,1163.940490272528,1871616.0,2515.975979981904,,,,,0.0,16.593283714581794,11167342.578437677,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
348,FLORIDA,GULF,2012,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
355,FLORIDA,HOLMES,2012,8867.0,1283.7233637423299,9598.0,243.08478093453994,981.5999434935419,354729.0,4429.8721295719415,,,,,1277.8347752687914,1056.3551434138287,1993848.0577526148,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
357,FLORIDA,JACKSON,2012,24039.0,1350.8461540033668,20410.0,268.1921292000793,925.3782749033545,606.0,9126.892263357493,,,,,3464.2912104078587,1165.4622474284026,3406.1830946950613,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
358,FLORIDA,JEFFERSON,2012,0.0,,5138.0,417.69497569033626,831.9287446791242,194.0,2589.74072741402,,,,,0.0,1815.1454576970013,1090.428251437033,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
362,FLORIDA,LEON,2012,0.0,,1082.0,0.0,436.85755999132084,28.0,1572.9833979443122,,,,,0.0,0.0,157.3813971146233,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
364,FLORIDA,LIBERTY,2012,777.0,,358.0,0.0,73.69597098984022,280.0,277.11621332605756,,,,,111.97446942414018,0.0,1573.8139711462331,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
372,FLORIDA,OKALOOSA,2012,3913.0,12.585523173944411,2128.0,139.23165856344542,528.7875856590597,0.0,3054.2592720541015,,,,,563.9074631359852,605.0484858990005,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
383,FLORIDA,SANTA ROSA,2012,2844.0,3.146380793486103,1506.0,20.542375853623096,524.9888242678308,214.0,5783.554927042395,,,,,409.85249812387997,89.26944873919679,1202.8435350903353,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
391,FLORIDA,WAKULLA,2012,574.0,8.390348782629607,422.0,132.38419994557108,242.36097676040237,0.0,1337.7336628905366,,,,,82.7198783133288,575.2920029859348,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
392,FLORIDA,WALTON,2012,0.0,,12743.0,214.55370336006342,667.8222525780367,349327.0,44687.4814511049,,,,,0.0,932.3697979427221,1963484.689637858,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
393,FLORIDA,WASHINGTON,2012,5087.0,477.2010870120589,2886.0,75.32204479661802,256.7962700470721,372.0,1485.2631577547688,,,,,733.0941132054069,327.3213120437216,2090.924275951424,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
328,FLORIDA,BAKER,2012,2803.0,15.731903967430513,1720.0,148.3616033872779,705.0501142120796,135.0,3921.493464837088,,,,,403.94393538721357,644.7237964497546,758.8031646597909,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
338,FLORIDA,COLUMBIA,2012,24407.0,36.70777592400453,8293.0,376.6102239830901,2162.2549838874766,385.0,,,,,,3517.324163751595,1636.6065602186081,2163.9942103260705,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
340,FLORIDA,DIXIE,2012,0.0,,1455.0,117.54803960684326,319.0959568632257,0.0,,,,,,0.0,510.8196233409594,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
341,FLORIDA,DUVAL,2012,0.0,,1771.0,83.31074651747144,482.44269668606745,67.0,1393.5556339202462,,,,,0.0,362.0372087756315,376.591200238563,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
349,FLORIDA,HAMILTON,2012,3967.0,,3948.0,954.0792340904949,302.3814067418186,400225.0,2171.075944691199,,,,,571.6894725940336,4146.069952553807,2249570.3450071467,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
359,FLORIDA,LAFAYETTE,2012,6869.0,13315.483518033187,6266.0,392.58762742479695,344.92753432358205,1105307.0,102644.64287270072,,,,,989.9004253210026,1706.038353682428,6212669.996449034,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
365,FLORIDA,MADISON,2012,0.0,,10854.0,368.6215222622366,880.5528904868538,1566711.0,37763.56340159843,,,,,0.0,1601.890663486698,8806113.07338745,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
371,FLORIDA,NASSAU,2012,0.0,,1720.0,240.80229472858184,668.5820048562823,0.0,5727.7329560126855,,,,,0.0,1046.4363157761404,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
387,FLORIDA,SUWANNEE,2012,17955.0,11516.802497756964,23184.0,515.8418825465354,2545.1701321233477,6992781.0,440010.70571621717,,,,,2587.518144801077,2241.6550461176084,39304772.982021175,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
388,FLORIDA,TAYLOR,2012,2925.0,,1220.0,51.35593963405774,305.4204158548017,0.0,1622.8244435065528,,,,,421.5255123109525,223.173621847992,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
327,FLORIDA,ALACHUA,2012,23920.0,1727.3630556238702,13753.0,491.8757773839753,3393.0536746456332,1230.0,10438.708582555664,,,,,3447.1419673428995,2137.507355921879,6913.539944678096,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
330,FLORIDA,BRADFORD,2012,0.0,,3920.0,124.39549822471764,481.68294440782165,111.0,,,,,,0.0,540.576106254025,623.9048242758282,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
335,FLORIDA,CITRUS,2012,0.0,,2337.0,223.68364818389594,1010.4705300668813,348.0,3538.7142349190804,,,,,0.0,972.0451084934762,1956.0259355674614,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
336,FLORIDA,CLAY,2012,0.0,,2227.0,148.3616033872779,657.1857206825957,48.0,2236.8661248333565,,,,,0.0,644.7237964497546,269.7966807679257,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
343,FLORIDA,FLAGLER,2012,2538.0,,676.0,0.0,94.96903478072193,0.0,472.4931119300405,,,,,365.7544445282726,0.0,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
346,FLORIDA,GILCHRIST,2012,8243.0,12210.055065921737,12836.0,81.02826031151332,1410.859980702405,0.0,3552.6697276765076,,,,,1187.9093326424552,352.11838113794295,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
352,FLORIDA,HERNANDO,2012,0.0,,4397.0,374.327737777132,1099.361546621637,546.0,1800709.128760012,,,,,0.0,1626.6877325809196,3068.9372437351544,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
354,FLORIDA,HILLSBOROUGH,2012,24566.0,646.0568562624799,12237.0,1491.6047355936325,2418.291501656303,3904.0,,,,,,3540.2378582669603,6481.9538612294555,21943.46336912462,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
360,FLORIDA,LAKE,2012,15677.0,22.02466555440272,7087.0,367.4802791592576,2145.54043376607,319.0,7474.163192513595,,,,,2259.232634700445,1596.9312496678538,1793.023774270173,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
363,FLORIDA,LEVY,2012,0.0,,9415.0,233.95483611070748,1366.0345962859042,476.0,4244.463440080406,,,,,0.0,1016.6798328630746,2675.483750948597,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
367,FLORIDA,MARION,2012,30169.0,52.43967989143505,17034.0,967.7741513262436,3671.1230084835865,1235.0,20815.61426861415,,,,,4347.693395182608,4205.582918379939,6941.643765591421,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
374,FLORIDA,ORANGE,2012,12434.0,,6330.0,427.9661636171478,684.5368026994437,268.0,9902.418932305956,,,,,1791.8797333587634,1859.7801820665998,1506.364800954252,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
375,FLORIDA,OSCEOLA,2012,66345.0,,29636.0,28.531077574476523,492.3194763032625,333.0,913.0879547002471,,,,,9561.063286929962,123.98534547110664,1871.714472827485,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
377,FLORIDA,PASCO,2012,21509.0,1145.2826088289414,8352.0,188.30511199154506,1385.0284032420486,604.0,,,,,,3099.689656169667,818.3032801093041,3394.9415663297314,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
378,FLORIDA,PINELLAS,2012,111.0,,8.0,0.0,0.0,0.0,291.0717060834849,,,,,15.99635277487717,0.0,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
379,FLORIDA,POLK,2012,66158.0,417.419851935823,26299.0,398.29384293969224,2441.8438222819223,273.0,15506.546095324285,,,,,9534.114476399312,1730.8354227766488,1534.4686218675772,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
380,FLORIDA,PUTNAM,2012,0.0,,3122.0,170.04522234388006,513.5925400941442,16.0,121012.0649832976,,,,,0.0,738.9526590077958,89.93222692264189,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
381,FLORIDA,ST. JOHNS,2012,922.0,,506.0,63.9096137668274,175.50277627477413,0.0,2091.330271791614,,,,,132.87060593186263,277.7271738552789,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
385,FLORIDA,SEMINOLE,2012,2448.0,18.878284760916618,933.0,164.33900682898476,317.57645230673415,0.0,1736.4620273884611,,,,,352.78442876485866,714.1555899135743,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
386,FLORIDA,SUMTER,2012,0.0,,16164.0,220.25991887495874,1186.7330586199012,257.0,6449.43129575393,,,,,0.0,957.1668670369436,1444.5363949449354,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
389,FLORIDA,UNION,2012,5556.0,,2700.0,196.29381371239847,182.3405467789861,95.0,3207.769692385803,,,,,800.6823064614196,853.019176841214,533.9725973531862,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
390,FLORIDA,VOLUSIA,2012,0.0,,3583.0,483.8870756631218,2388.661162804718,5564.0,11004.902860142716,,,,,0.0,2102.7914591899694,31273.931912348715,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
331,FLORIDA,BREVARD,2012,15942.0,24.12225275006012,7388.0,160.9152775200476,1039.341116640221,1144.0,9627.296360802387,,,,,2297.4221255593857,699.2773484570416,6430.1542249688955,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
332,FLORIDA,BROWARD,2012,1839.0,,931.0,39.94350860426713,1127.4723809167308,105.0,2492.052278112028,,,,,265.0206554324244,173.57948365954934,590.1802391798374,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
334,FLORIDA,CHARLOTTE,2012,17570.0,26.219839945717524,7249.0,22.824862059581214,347.9665434365652,0.0,889.1642528303718,,,,,2532.0352995909184,99.18827637688533,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
337,FLORIDA,COLLIER,2012,7223.0,9.439142380458309,4260.0,37.66102239830901,609.3213271531118,160.0,1327.7654537780886,,,,,1040.9158206570974,163.6606560218608,899.3222692264189,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
339,FLORIDA,DE SOTO,2012,36820.0,3455.7749048455694,22780.0,76.46328789959708,366.96035039270953,479.0,6120.4803950431415,,,,,5306.177560098896,332.2807258625659,2692.3460434965914,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
347,FLORIDA,GLADES,2012,0.0,,19846.0,68.47458617874365,222.6074175260122,120.0,1100.4902860142715,,,,,0.0,297.564829130656,674.4917019198142,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
350,FLORIDA,HARDEE,2012,37557.0,14667.378465634381,18039.0,171.18646544685913,338.84951609761583,1122.0,2272.7516776381694,,,,,5412.387578072629,743.91207282664,6306.497412950263,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
351,FLORIDA,HENDRY,2012,0.0,,25395.0,843.378653101526,325.9337273674377,4781.0,1758.392087435847,,,,,0.0,3665.0068121259133,26872.87355732193,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
353,FLORIDA,HIGHLANDS,2012,75743.0,7900.562172443604,39060.0,617.412518711672,1102.4005557346202,514.0,3799.8813136652207,,,,,10915.421155202897,2683.042875994748,2889.072789889871,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
356,FLORIDA,INDIAN RIVER,2012,13811.0,,5209.0,97.00566375322018,307.69967268953906,90.0,1784.3094311282123,,,,,1990.3209745389966,421.55017460176265,505.86877643986065,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
361,FLORIDA,LEE,2012,6995.0,50.342092695777644,3200.0,634.5311652563579,1511.9070337090932,910.0,5101.729423750944,,,,,1008.058447389782,2757.434083277412,5114.895406225258,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
366,FLORIDA,MANATEE,2012,17658.0,4365.078954163053,9425.0,117.54803960684326,284.9071043421658,0.0,9691.092899122055,,,,,2544.7170927818115,510.8196233409594,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
368,FLORIDA,MARTIN,2012,0.0,,19843.0,301.28817918647206,755.1937645763009,338.0,,,,,,0.0,1309.2852481748864,1899.81829374081,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
369,FLORIDA,MIAMI-DADE,2012,2714.0,19.927078358745316,1278.0,289.8757481566815,2557.3261685752805,23110.0,16296.028257030175,,,,,391.1180309100598,1259.6911099864437,129895.86026139089,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
373,FLORIDA,OKEECHOBEE,2012,88046.0,32318.57471709142,61677.0,322.97179814307424,818.2532036707001,129.0,2856.888731627629,,,,,12688.42231006158,1403.5141107329275,725.0785795638003,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
376,FLORIDA,PALM BEACH,2012,6135.0,24.12225275006012,3175.0,120.97176891578044,2040.6946193681529,1046.0,6477.342281268784,,,,,884.1227412060491,525.6978647974923,5879.319335067714,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
382,FLORIDA,ST. LUCIE,2012,0.0,,9721.0,0.0,334.29100242814116,36.0,659.8954432440651,,,,,0.0,0.0,202.34751057594426,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
384,FLORIDA,SARASOTA,2012,0.0,,5254.0,90.15820513534581,319.8557091414715,110.0,1228.0833626536075,,,,,0.0,391.79369168869715,618.284060093163,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
370,FLORIDA,MONROE,2012,13.0,,,0.0,0.0,0.0,,,,,,1.8734467213820085,0.0,0.0,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
401,GEORGIA,BARTOW,2012,5885.0,,15621.0,71.89831548768083,958.0476228679228,3510907.0,131349.0978329063,,,,,3801.4698128541822,74.85392145240188,18302824.96470875,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
416,GEORGIA,CATOOSA,2012,0.0,,1994.0,275.0395878179537,274.27057244672494,1661346.0,351443.1677521157,,,,,0.0,286.34595349252146,8660817.573299157,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
420,GEORGIA,CHATTOOGA,2012,0.0,,5078.0,0.0,251.47800409935164,555280.0,,,,,,0.0,0.0,2894748.4642582317,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
434,GEORGIA,DADE,2012,0.0,,1116.0,39.94350860426713,355.5640662190229,1552715.0,158384.87458768807,,,,,0.0,41.585511918001046,8094509.72785031,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
450,GEORGIA,FLOYD,2012,0.0,,4427.0,62.76837066384835,921.5795135121256,4048917.0,7346.5701158742595,,,,,0.0,65.34866158543022,21107542.62292726,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
457,GEORGIA,GORDON,2012,0.0,,8310.0,115.26555340088514,835.727506070353,12523100.0,688350.6929764595,,,,,0.0,120.00390582051729,65284585.24123372,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
498,GEORGIA,MURRAY,2012,0.0,,2461.0,81.02826031151332,313.0179386372595,3760140.0,205508.58634587526,,,,,0.0,84.35918131937353,19602109.729138363,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
503,GEORGIA,PAULDING,2012,1088.0,,468.0,0.0,167.14550121407058,869880.0,731.6665488536914,,,,,702.803594967774,0.0,4534800.090204853,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
508,GEORGIA,POLK,2012,3615.0,109.07453417418489,5723.0,223.68364818389594,490.04021946852515,1682310.0,1553.0469797194162,,,,,2335.1424593828156,232.87886674080588,8770105.692454737,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
539,GEORGIA,WALKER,2012,8760.0,161.51421406561997,9919.0,104.99436547407359,819.7727082271917,5727398.0,300936.2458211636,,,,,5658.602474189063,109.31048847017416,29857687.229317944,"种类：sheep_goats,FAO总量：8078000.0,国家总量：10632413.0; 种类：layers,FAO总量：344844000.0,国家总量：172971893.0; 种类：cattle_beef_slaughtered,FAO总量：33861900.0,国家总量：911200.0; "
