year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2016,-46,WYOMING,OTHER (COMBINED) COUNTIES,598.6750000000001,117.93339999999999,,,195.57999999999998,,,335800.0,,,,,,,,,,,,,,3086.748,703.171,122.46929999999999,,,322.58,,,,,,,,,,,,,,3465.106,62293.60359224037,3185.405779427562,,,271.36599169001335,,,551200.0,,,,,,,,,,,,,,106627.45678774615,,,5.155136000000001,111.58313999999999,,,4.10718,,,12.8,,,,,,,,,,,,,,1.772022,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1623,MONTANA,FERGUS,441.93100000000004,,,,,,,180500.0,145.1488,,5.808,,231.33089999999999,,,,,,,,,3465.106,783.72,,,,,,,163.2924,,8.712,,308.4412,,,,,,,4091.166,13834.889634469364,,,,,,,265000.0,2093.728084055953,,365.32574942352034,,2786.7836953558117,,,,,,,,,133312.0452324174,,,0.607383,,,,,,,3.05,56.69875,,0.6897,,43.091049999999996,,,,,,,,,1.83735,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1624,MONTANA,FLATHEAD,80.549,,,,,,,22600.0,,,,,,,,,,,,,,443.68600000000004,82.726,,,,,,,,,,,,,,,,,,446.408,6514.842208824198,,,,,,,60600.0,,,,,,,,,,,,,,32534.404716697896,,,1.5717940000000001,,,,,,,4.95,,,,,,,,,,,,,,3.9305680000000005,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1625,MONTANA,GALLATIN,620.445,,,,40.64,,,38000.0,,,8.712,,,,,,,,,,,547.1220000000001,740.1800000000001,,,,,,,,,10.164,,,,,,,,,558.01,50752.32881780649,,,,6.7133112803633805,,,124000.0,,,846.017524980784,,,,,,,,,,,35015.72488895564,,,1.58921,,,,0.49529999999999996,,,3.25,,,1.064316,,,,,,,,,,,1.709416,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1626,MONTANA,GARFIELD,,,,,45.72,,,72000.0,,,,,,,,,,,,,,900.9820000000001,,,,,60.96,,,,,,,,,,,,,,1184.07,,,,,27.46354614694111,,,84400.0,,,,,,,,,,,,,,33526.93278560099,,,,,,,1.778,,,2.35,,,,,,,,,,,,,,0.99353,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1627,MONTANA,GLACIER,1610.98,426.3746,,19.339925481399998,,,,40000.0,503.4849,,,,1174.7981,,,,,,,,,3401.139,1763.3700000000001,517.0926,,23.454803243399997,,,,530.7003,,,,1338.0904999999998,,,,,,,3484.1600000000003,85107.75140216779,6569.899420069347,,22522.95580110497,,,,63000.0,8448.376479524019,,,,21973.81804962283,,,,,,,,,135710.19266147097,,,1.0253670000000001,63.502599999999994,,2.8804144334,,,,3.0,65.77055,,,,67.13131999999999,,,,,,,,,2.915262,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1628,MONTANA,GOLDEN VALLEY,,,,,,,,23400.0,83.91414999999999,,,,149.6847,,,,,,,,,675.056,,,,,,,,86.18209999999999,,,,149.6847,,,,,,,694.11,,,,,,,,42700.0,1448.2931107755462,,,,2718.1155139507405,,,,,,,,,27447.005257376157,,,,,,,,,,3.25,67.58491,,,,65.31696,,,,,,,,,1.086078,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1629,MONTANA,GRANITE,,,,,,,,18500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46600.0,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1630,MONTANA,HILL,609.5600000000001,199.57959999999997,,9.052731076399999,,,,24500.0,966.1466999999999,3.5380800000000003,12.342,,1256.4442999999999,,,,,,,,,13026.131000000001,631.33,199.57959999999997,,9.052731076399999,,,,970.6826,3.94632,23.232,,1292.7314999999999,,,,,,,13280.638,39162.253727201634,3484.037571248896,,11943.991712707182,,,,44000.0,20674.90890020164,8216.525801656402,922.9282090699462,,26551.69680996092,,,,,,,,,590138.3372813221,,,1.2474210000000001,72.12080999999999,,3.2713278207899994,,,,3.65,83.91414999999999,0.517104,0.82038,,76.20312,,,,,,,,,3.4487740000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1631,MONTANA,JEFFERSON,,,,,,,,19200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51300.0,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1632,MONTANA,JUDITH BASIN,341.78900000000004,,,,,,,101000.0,,,7.986,,208.6514,,,,,,,,,1475.324,500.71000000000004,,,,,,,,,11.616,,208.6514,,,,,,,1584.2040000000002,14152.091689580655,,,,,,,142200.0,,,490.30561106840884,,2437.7204398800327,,,,,,,,,64819.29120378328,,,0.803313,,,,,,,3.35,,,0.673728,,42.18387,,,,,,,,,1.1731820000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1633,MONTANA,LAKE,26.124000000000002,,,,,,,51000.0,,,,,,,,,,,,,,190.54000000000002,69.664,,,,,,,,,,,,,,,,,,234.092,2488.816124719356,,,,,,,134100.0,,,,,,,,,,,,,,14458.195193658246,,,1.8504500000000002,,,,,,,4.6,,,,,,,,,,,,,,3.867962,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1634,MONTANA,LEWIS AND CLARK,276.47900000000004,,,,,,,31100.0,,,,,,,,,,,,,,234.092,293.89500000000004,,,,,,,,,,,,,,,,,,234.092,21179.337218200013,,,,,,,90500.0,,,,,,,,,,,,,,10757.008121072677,,,1.486891,,,,,,,5.1,,,,,,,,,,,,,,1.227622,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1635,MONTANA,LIBERTY,489.82500000000005,,,,,,,14000.0,1061.4006,2.9484000000000004,,,698.5286,,,,,,,,,7188.802000000001,500.71000000000004,,,,,,,1075.0083,2.9484000000000004,,,698.5286,,,,,,,7259.5740000000005,28182.182588733885,,,,,,,23600.0,17788.81755626486,4915.077511148863,,,17739.280196310097,,,,,,,,,332718.6970644154,,,1.116801,,,,,,,3.45,65.77055,0.371952,,,91.17159,,,,,,,,,3.475994,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1636,MONTANA,LINCOLN,,,,,,,,4200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.0,,,,,,,,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1637,MONTANA,MADISON,,,,,,,,58000.0,,,,,,,,,,,,,,160.598,,,,,,,,,,,,,,,,,,,160.598,,,,,,,,192600.0,,,,,,,,,,,,,,10895.62935974629,,,,,,,,,,6.25,,,,,,,,,,,,,,3.309952,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1638,MONTANA,MCCONE,,,,,,,,55000.0,,,,,2086.5139999999997,,,,,,,,,617.894,,,,,,,,,,,,2199.9114999999997,,,,,,,647.836,,,,,,,,92800.0,,,,,56422.35572116696,,,,,,,,,26143.965613844157,,,,,,,,,,3.5,,,,,97.06826,,,,,,,,,1.1296300000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1639,MONTANA,MEAGHER,239.47,,,,,,,39600.0,,,,,,,,,,,,,,,250.35500000000002,,,,,,,,,,,,,,,,,,,20130.130420524205,,,,,,,103000.0,,,,,,,,,,,,,,,,,1.6327500000000001,,,,,,,5.15,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1640,MONTANA,MINERAL,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1641,MONTANA,MISSOULA,,,,,,,,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25500.0,,,,,,,,,,,,,,,,,,,,,,,,4.15,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1642,MONTANA,MUSSELSHELL,,,,,48.26,,,38300.0,,,,,,,,,,,,,,321.196,,,,,,,,,,,,,,,,,,,337.528,,,,,10.026373990153104,,,65000.0,,,,,,,,,,,,,,9897.55644129625,,,,,,,0.6095999999999999,,,3.3,,,,,,,,,,,,,,0.824766,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1643,MONTANA,PARK,104.49600000000001,,,,,,,38600.0,,,,,,,,,,,,,,144.26600000000002,124.08900000000001,,,,,,,,,,,,,,,,,,152.43200000000002,7734.850113098391,,,,,,,96000.0,,,,,,,,,,,,,,6903.337685946124,,,1.43682,,,,,,,4.25,,,,,,,,,,,,,,2.553236,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
2016,1644,MONTANA,PETROLEUM,,,,,,,,18700.0,,,,,,,,,,,,,,381.08000000000004,,,,,,,,,,,,,,,,,,,470.906,,,,,,,,29900.0,,,,,,,,,,,,,,9980.72918450042,,,,,,,,,,3.05,,,,,,,,,,,,,,1.2439540000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：247070.0,国家总量：2979.171499688; 种类：PRODUCTION_CORN,FAO总量：3294760.0,国家总量：383947136.59999996; 种类：PRODUCTION_MUSTARD,FAO总量：43670.0,国家总量：21360.024; 种类：PRODUCTION_OATS,FAO总量：938070.0,国家总量：708394.5; 种类：PRODUCTION_PEAS,FAO总量：1259260.0,国家总量：998170.154; 种类：PRODUCTION_SAFFLOWER,FAO总量：99170.0,国家总量：9357.768; 种类：PRODUCTION_COTTON,FAO总量：10083328.24,国家总量：3640085.505; 种类：PRODUCTION_SOYBEANS,FAO总量：116931500.0,国家总量：5286413.404948123; 种类：PRODUCTION_SUNFLOWER,FAO总量：1202760.0,国家总量：960327.4464000001; "
