year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1969,-27,OREGON,OTHER (COMBINED) COUNTIES,4.354,,,,,,,,,,,,,,,,,11.973500000000001,,,,,,,,,,,,,58.82570940428754,,,,,,,,,,,,,,,,,0.5986750000000001,,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,391,FLORIDA,WAKULLA,,,10.16,,,,,0.240408,,,,,,,,,,,,20.32,,,,,,,,,,,,,7.032130227254079,,,,,217.1859395309704,,,,,,,,,,,,0.8382,,,,,0.371952,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,392,FLORIDA,WALTON,,,355.59999999999997,,,,,0.54432,,,,,,,,,,,,431.79999999999995,,,,,,,,,,,,,298.33279751987004,,,,,1096.4145361149679,,,,,,,,,,,,1.016,,,,,0.830088,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,393,FLORIDA,WASHINGTON,,,162.56,60.956,,,,0.40824,,,,4.9386879200000005,,,,,,,,187.95999999999998,,,,,,,,,,,,,102.28553057824115,77.65588507877665,,,,718.9603515507987,,,,2657.2827139246515,,,,,,,,0.762,47.894,,,,0.7257600000000001,,,,0.028397455540000005,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,394,GEORGIA,APPLING,,,914.4,130.62,,,,0.08618400000000001,,,,0.5926425504,,,1.002456,8.166,,,,986.79,243.824,,,,,,,,,10.3436,,,753.2903137376718,133.47105247914735,,,,87.37365383429845,,,,311.9418838085461,,,2127.079239723674,167.30661261704657,,,,0.9982199999999999,38.5329,,,,0.4177656,,,,0.02778011955,,,0.591948,2.106828,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,395,GEORGIA,ATKINSON,,,342.9,,,,,0.10659600000000001,,,,0.493868792,,,0.462672,3.8108,,,,373.38,,,,,,,,,,4.8996,,,321.773231610717,,,,,195.71698458882852,,,,236.84476363241458,,,1445.0867625159106,74.99951600074502,,,,1.13538,,,,,0.7566048000000001,,,,0.02531077559,,,0.8718192,2.019724,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,396,GEORGIA,BACON,,,622.3,19.593,,,,,,,,0.34570815439999997,,,0.802872,4.3552,,,,670.56,30.478,,,,,,,,,5.444,,,516.2222871370608,12.133732043558851,,,,,,,,161.74764345628319,,,2081.3673115216407,37.49975800037251,,,,1.00584,21.77,,,,,,,,0.024693439600000002,,,0.723492,0.887372,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,397,GEORGIA,BAKER,,,462.28,152.39000000000001,,,,6.525036,,,7.62,1.6050735740000002,,,,15.2432,,,,510.53999999999996,163.275,,,,,,12.7,,,19.5984,,,193.3835812494872,279.07583700185353,,,,13834.99398713377,,,407.54664165361675,826.0683219374461,,,,256.7291124640887,,,,0.5054599999999999,68.3578,,,,0.8736336,,,1.3030199999999998,0.02716278356,,,,1.731192,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,398,GEORGIA,BALDWIN,,,48.26,115.381,,,,,,,,0.185200797,,,,,,,,56.641999999999996,119.735,,,,,,,,,,,,40.48802252055379,142.5713515118165,,,,,,,,121.31073259221237,,,,,,,,1.016,46.8055,,,,,,,,0.03457081544,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,399,GEORGIA,BANKS,,,25.4,39.186,,,,,,,,,,,,14.6988,,,,30.48,40.2745,,,,,,,,,18.509600000000002,,,10.654742768566788,54.60179419601483,,,,,,,,,,,,147.11443523223062,,,,0.508,50.7241,,,,,,,,,,,,1.028916,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,400,GEORGIA,BARROW,,,17.018,195.93,,,,,,,,0.370401594,,,,9.7992,,,,19.811999999999998,206.815,,,,,,,,,13.0656,,,9.05653135328177,178.97254764249305,,,,,,,,199.29620354434888,,,,147.11443523223062,,,,0.64516,34.1789,,,,,,,,0.028397455540000005,,,,1.5406520000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,401,GEORGIA,BARTOW,,,76.2,2198.77,,,,,,,,3.4570815440000002,,,,10.3436,,,,83.82,2264.08,,,,,,,,,15.2432,,,60.30584407008802,6127.53468199722,,,,,,,,2062.28245406761,,,,181.7295964633437,,,,0.95758,104.49600000000001,,,,,,,,0.03148413549,,,,1.8074080000000001,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,402,GEORGIA,BEN HILL,,,292.09999999999997,631.33,,,,3.07314,,,,0.123467198,,,0.353808,,,,,317.5,653.1,,,,,,,,,,,,200.84190118748393,1013.1666256371641,,,,6972.916853998925,,,,69.32041862412136,,,857.4672983704102,,,,,0.8331199999999999,60.3029,,,,0.9348696000000001,,,,0.029632127520000003,,,0.6763176000000001,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,403,GEORGIA,BERRIEN,,,812.8,283.01,,,,0.9412200000000001,,,,2.222409564,,,1.469664,4.3552,,,,886.4599999999999,304.78000000000003,,,,,,,,,5.444,,,639.2845661140071,333.6776311978684,,,,1762.4514173432772,,,,1689.685203962958,,,4651.557339139225,51.922741846669624,,,,0.9525,43.9754,,,,0.7715736000000001,,,,0.040126839350000006,,,0.8831592,1.2249,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,404,GEORGIA,BIBB,,,31.75,52.248000000000005,,,,,,,,4.568286326,,,,42.4632,,,,38.1,58.779,,,,,,,,,56.6176,,,25.571382644560288,121.3373204355885,,,,,,,,2778.5934465168643,,,,700.9570149300399,,,,0.9753599999999999,87.9508,,,,,,,,0.032101471480000004,,,,1.698528,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,405,GEORGIA,BLECKLEY,,,269.24,1110.27,,,,1.136268,,,,7.284564682000001,,,,94.7256,,,,314.96,1142.925,,,,,,,,,126.8452,,,217.88948961719083,3276.1076517608894,,,,2224.7828656321935,,,,4941.968177744651,,,,1854.7957226338094,,,,0.98044,110.80930000000001,,,,0.8069544000000001,,,,0.035805487420000004,,,,2.0142800000000003,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,406,GEORGIA,BRANTLEY,,,103.378,,,,,,,,,,,,0.424116,,,,,111.252,,,,,,,,,,,,,86.30341642539098,,,,,,,,,,,,1057.2726619631715,,,,,1.0109199999999998,,,,,,,,,,,,0.6958224000000001,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,407,GEORGIA,BROOKS,,,1038.86,653.1,,,,2.288412,,,65.532,5.185622316,,,0.870912,20.1428,,,,1132.84,805.49,,,,,,96.774,,,25.5868,,,782.0581192128021,867.5618411144577,,,,4114.550178562591,,,2543.059245741066,3336.04514628584,,,2363.0117723793337,395.18975738854107,,,,0.9118599999999999,49.853300000000004,,,,0.7407288000000001,,,0.94488,0.033953479450000004,,,0.7570584,2.0142800000000003,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,408,GEORGIA,BRYAN,,,34.544,,,,,0.097524,,,,0.6173359900000001,,,0.08618400000000001,,,,,37.083999999999996,,,,,,,,,,,,,24.505908367703615,,,,,116.33177910509448,,,,389.92735476068265,,,112.06795301143796,,,,,0.8585199999999998,,,,,0.49170240000000004,,,,0.033336143459999995,,,0.36288000000000004,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,409,GEORGIA,BULLOCH,,,1562.1,1327.97,,,,6.173496,,,,17.779276512,,,1.2836880000000002,103.436,,,,1760.22,1589.21,,,,,,,,,123.5788,,,1454.9051250477949,1917.1296628822984,,,,11650.1533632544,,,,10813.98530536293,,,2329.096470810083,1713.4504809400978,,,,1.1277599999999999,54.207300000000004,,,,0.7774704,,,,0.032101471480000004,,,0.5062176,1.703972,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,410,GEORGIA,BURKE,,,736.6,4441.08,,,,2.830464,,,,47.65833842800001,,,,148.07680000000002,,,,830.5799999999999,4767.63,,,,,,,,,176.93,,,554.5793611039013,8026.46374681418,,,,5637.348145388935,,,,27872.584988448794,,,,2971.1346723372067,,,,0.9118599999999999,67.7047,,,,0.8205624,,,,0.0308667995,,,,2.063276,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,411,GEORGIA,BUTTS,,,12.7,47.894,,,,,,,,1.2346719800000001,,,,10.3436,,,,16.002,52.248000000000005,,,,,,,,,13.610000000000001,,,7.991057076425091,97.06985634847081,,,,,,,,649.8789246011377,,,,167.30661261704657,,,,0.762,77.2835,,,,,,,,0.02778011955,,,,1.66042,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,412,GEORGIA,CALHOUN,,,416.56,751.065,,,,6.965028,,,9.398,2.222409564,,,,15.2432,,,,457.2,772.835,,,,,,23.368,,,19.5984,,,243.46087226175106,2032.400117296107,,,,16167.620905498583,,,256.24031370549244,1377.743320154412,,,,311.53645108001774,,,,0.70866,101.2305,,,,0.9566424,,,0.66294,0.03271880747,,,,2.1013840000000004,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
1969,413,GEORGIA,CAMDEN,,,0.508,,,,,,,,,,,,,,,,,0.508,,,,,,,,,,,,,0.5327371384283394,,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：857875.0,国家总量：559251.06896; 种类：PRODUCTION_CORN,FAO总量：2503046.0,国家总量：119340972.9; 种类：PRODUCTION_RYE,FAO总量：767212.0,国家总量：251002.8; 种类：PRODUCTION_COTTON,FAO总量：5865349.0,国家总量：2104688.768; 种类：PRODUCTION_SOYBEANS,FAO总量：30838992.0,国家总量：1318262.297992351; 种类：PRODUCTION_SUGARBEETS,FAO总量：25069008.0,国家总量：11421790.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：80505.0,国家总量：42892.416000000005; 种类：PRODUCTION_TOBACCO,FAO总量：817950.0,国家总量：503224.70184; 种类：PRODUCTION_WHEAT,FAO总量：39263952.0,国家总量：74101502.4928; "
