year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2010,-46,WYOMING,OTHER (COMBINED) COUNTIES,97.965,122.46929999999999,,,200.66,,,58300.0,,,,,,,,,,1700.0,,,,187.818,171.983,122.46929999999999,,,510.53999999999996,,,,,,,,,,,,1800.0,,220.482,7377.333926911464,2885.698831915059,,,282.0062461969318,,,108900.0,,,,,,,,,,35193.85331660194,,,,6801.41640476392,17.64,,6.4482740000000005,90.71799999999999,,,5.9563,,,3.85,,,,,,,,,,22.8,,,,2.1476580000000003,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,481,GEORGIA,LEE,,,,,,3396.12,,,,,,,,,,,,,,,,,,,,,,3483.2000000000003,,,,,,,,,,,,,,,,,,,17143.018768191512,,,,,,,,,,,,,,,,,,,,,,,,212.2575,,,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,485,GEORGIA,LOWNDES,,,,,26.669999999999998,,,,,,,,,,,,,,,,,,,,,,30.48,,,,,,,,,,,,,,,,,,,33.62733941137467,,,,,,,,,,,,,,,,,,,,,,,,2.667,,,,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,487,GEORGIA,MACON,,,,,76.2,3265.5,,,,,,1.85976,,,,,10.679912627,,,,,67.5056,,,,,226.06,3287.27,,,,,1.85976,,,,,11.852851008,,,73.494,,,,,152.74068037260844,11843.284259413063,,,,,,6108.867526377492,,,,,3761.078458471558,,,,,2991.494352302803,,,,,,,4.2418,152.6077,,,,,,1.4292936,,,,,0.019754751679999998,,,,,1.1622940000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,489,GEORGIA,MARION,,,,,,,,,,,,0.63504,,,,,1.7408874918,,,,,,,,,,,,,,,,0.63504,,,,,1.85200797,,,,,,,,,,,,,,,1494.1193021170955,,,,,561.436349597928,,,,,,,,,,,,,,,,,,,1.0237752,,,,,0.018026210908,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,493,GEORGIA,MILLER,,,,,160.01999999999998,7488.88,,,,,,10.841040000000001,,,,,,,,,,43.552,,,,,167.64,8033.13,,,,,11.158560000000001,,,,,,,,59.884,,,,,338.1026238188079,37098.14156144914,,,,,,50261.03854906558,,,,,,,,,,2266.1980800935385,,,,,,,4.4704,208.3389,,,,,,2.0176128,,,,,,,,,,1.3664440000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,494,GEORGIA,MITCHELL,,,,,223.51999999999998,11799.34,,,,,,11.5668,,,,,3.0990266698,,,,,59.884,,,,,274.32,11842.880000000001,,,,,11.612160000000001,,,,,3.4570815440000002,,,68.05,,,,,480.1727975785595,58675.632061475684,,,,,,51121.57561547481,,,,,3543.044924647119,,,,,3104.3809316349843,,,,,,,4.5466,209.2097,,,,,,1.923264,,,,,0.06395600856400001,,,,,1.361,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,496,GEORGIA,MONTGOMERY,,,,,,870.8000000000001,,,,,,0.31752,,,,,4.6794068042,,,,,,,,,,,870.8000000000001,,,,,0.31752,,,,,4.691753524,,,,,,,,,4602.116394867816,,,,,,756.5161023377699,,,,,3188.7404321824074,,,,,,,,,,,,,222.2717,,,,,,1.0369296000000001,,,,,0.038151364182,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,497,GEORGIA,MORGAN,,,,,,,,,,,,,,,,,,,,,,27.220000000000002,,,,,,,,,,,,,,,,,,,38.108000000000004,,,,,,,,,,,,,,,,,,,,,,1236.1080436873845,,,,,,,,,,,,,,,,,,,,,,,,1.192236,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,501,GEORGIA,OCONEE,,,,,,,,,,,,,,,,,,,,,,6.805000000000001,,,,,,,,,,,,,,,,,,,21.776,,,,,,,,,,,,,,,,,,,,,,327.37108006332556,,,,,,,,,,,,,,,,,,,,,,,,1.263008,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,506,GEORGIA,PIERCE,,,,,,3309.04,,,,,,,,,,,2.5681177184000004,,,,0.462672,28.581,,,,,,3330.81,,,,,,,,,,3.2101471480000003,,,35.386,,,,,,12654.468112797522,,,,,,,,,,,1280.9470112185738,,,,1153.8495305052995,1317.950813703216,,,,,,,,160.8803,,,,,,,,,,,0.027903586748,,,,1.063692,1.21129,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,509,GEORGIA,PULASKI,,,,,,3439.66,,,,,,3.7285920000000004,,,,,,,,,,,,,,,,3439.66,,,,,4.26384,,,,,,,,,,,,,,12438.152418561665,,,,,,10889.103648024275,,,,,,,,,,,,,,,,,,152.1723,,,,,,1.2709872,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,513,GEORGIA,RANDOLPH,,,,,,2438.2400000000002,,,,,,4.67208,,,,,7.4821121988,,,,,70.772,,,,,,2503.55,,,,,4.80816,,,,,8.272302265999999,,,84.382,,,,,,9680.127317054512,,,,,,17470.793738362874,,,,,3515.790732919064,,,,,3301.932445466301,,,,,,,,166.9759,,,,,,1.6270632,,,,,0.026298513174,,,,,1.2249,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,517,GEORGIA,SCREVEN,,,,,113.03,6726.93,,,,,,2.76696,,,,,,,,,,40.83,,,,,116.83999999999999,6726.93,,,,,2.76696,,,,,,,,51.718,,,,,168.59400448313866,27850.645632866333,,,,,,10458.835114819669,,,,,,,,,,1473.1698602849651,,,,,,,3.1572199999999997,174.16,,,,,,1.6447536,,,,,,,,,,0.947256,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,518,GEORGIA,SEMINOLE,,,,,220.98,6422.150000000001,,,,,,7.98336,,,,,2.4446505203999997,,,,,65.328,,,,,228.6,6509.2300000000005,,,,,8.07408,,,,,2.4693439600000002,,,87.104,,,,,488.09945963382455,30662.74965793245,,,,,,37731.240604096274,,,,,2411.9959679328467,,,,,4317.911659455932,,,,,,,4.6735999999999995,200.93710000000002,,,,,,2.0566224,,,,,0.055189837506000004,,,,,1.736636,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,521,GEORGIA,STEWART,,,,,,,,,,,,0.8845200000000001,,,,,,,,,,,,,,,,,,,,,1.17936,,,,,,,,,,,,,,,,,,,,3328.6708502861875,,,,,,,,,,,,,,,,,,,,,,,,1.637496,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,522,GEORGIA,SUMTER,,,,,213.35999999999999,5181.26,,,,,,4.0824,,,,,,,,,,,,,,,284.47999999999996,5486.04,,,,,4.67208,,,,,,,,,,,,,371.3336301274193,17197.097691750478,,,,,,15674.067995310672,,,,,,,,,,,,,,,,,3.683,139.5457,,,,,,1.6706088000000001,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,525,GEORGIA,TATTNALL,,,,,73.66,2481.78,,,,,,0.81648,,,,,12.593654196000001,,,,,,,,,,86.36,2481.78,,,,,0.81648,,,,,12.717121394000001,,,,,,,,145.11888993485354,9788.285164172441,,,,,,2978.782152954969,,,,,6813.547932013692,,,,,,,,,,,,4.168139999999999,165.8874,,,,,,1.5876000000000001,,,,,0.03024946351,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,526,GEORGIA,TAYLOR,,,,,,,,,,,,,,,,,6.988243406800001,,,,,19.054000000000002,,,,,,,,,,,,,,,,7.161097484,,,32.664,,,,,,,,,,,,,,,,,2289.3521051566,,,,,634.9870087435195,,,,,,,,,,,,,,,,,,,0.018273145304,,,,,0.873762,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,527,GEORGIA,TELFAIR,,,,,,1976.7160000000001,,,,,,,,,,,,,,,,,,,,,,1981.07,,,,,,,,,,,,,,,,,,,7408.812527578034,,,,,,,,,,,,,,,,,,,,,,,,157.6148,,,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,528,GEORGIA,TERRELL,,,,,266.7,5094.18,,,,,,3.99168,,,,,8.5068899422,,,,,54.440000000000005,,,,,287.02,5290.11,,,,,4.35456,,,,,9.506974246,,,73.494,,,,,467.3681896431312,17088.939844632547,,,,,,14492.011585407905,,,,,4251.653909576543,,,,,1828.762585181336,,,,,,,3.7083999999999997,141.0696,,,,,,1.5798888,,,,,0.027903586748,,,,,0.881928,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,529,GEORGIA,THOMAS,,,,,,6705.16,,,,,,,,,,,2.345876762,,,,,15.787600000000001,,,,,,6705.16,,,,,,,,,,2.345876762,,,32.664,,,,,,31203.53889352209,,,,,,,,,,,1820.5800074340584,,,,,725.2962722092644,,,,,,,,195.7123,,,,,,,,,,,0.043460453696000004,,,,,1.205846,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,530,GEORGIA,TIFT,,,,,24.13,5442.5,,,,,,4.67208,,,,,0.6049892702,,,,,8.7104,,,,,33.019999999999996,5464.27,,,,,4.71744,,,,,0.6173359900000001,,,16.332,,,,,41.70643727539488,26714.988238128095,,,,,,17045.25343079788,,,,,411.53829509362697,,,,,307.6159286801939,,,,,,,3.6576,206.3796,,,,,,1.5876000000000001,,,,,0.038027896984000005,,,,,0.9282020000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,531,GEORGIA,TOOMBS,,,,,62.23,1393.28,,,,,,,,,,,4.8893010408,,,,,,,,,,63.5,1393.28,,,,,,,,,,4.9386879200000005,,,,,,,,125.60710641420094,6273.155132839796,,,,,,,,,,,4006.3661840240497,,,,,,,,,,,,4.272279999999999,189.399,,,,,,,,,,,0.045806330458000005,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,533,GEORGIA,TREUTLEN,,,,,,718.41,,,,,,,,,,,,,,,,,,,,,,718.41,,,,,,,,,,,,,,,,,,,2795.8803479984263,,,,,,,,,,,,,,,,,,,,,,,,163.7104,,,,,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,535,GEORGIA,TURNER,,,,,68.58,6008.52,,,,,,5.2164,,,,,,,,,,,,,,,68.58,6073.83,,,,,5.2164,,,,,,,,,,,,,110.05865392118093,28121.040250661154,,,,,,18700.132404661752,,,,,,,,,,,,,,,,,3.3959799999999998,196.8008,,,,,,1.5599304,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,539,GEORGIA,WALKER,,,,,43.18,,,,,,,,,,,,1.9260882887999997,,,,,,,,,,43.18,,,,,,,,,,,1.975475168,,,,,,,,63.71816805963106,,,,,,,,,,,,1188.2827593431875,,,,,,,,,,,,3.12166,,,,,,,,,,,,0.034447348242,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,541,GEORGIA,WARE,,,,,27.939999999999998,,,,,,,,,,,,1.6915006126,,,,,8.166,,,,,50.8,,,,,,,,,,,1.7285407720000001,,,16.332,,,,,35.88338938095013,,,,,,,,,,,,1139.2252142326893,,,,,392.2808631793298,,,,,,,2.7178,,,,,,,,,,,,0.037657495390000004,,,,,1.260286,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
2010,543,GEORGIA,WASHINGTON,,,,,35.559999999999995,,,,,,,,,,,,7.222831083,,,,,65.328,,,,,40.64,,,,,,,,,,,7.40803188,,,87.104,,,,,42.072283216407115,,,,,,,,,,,,3488.5365411910093,,,,,1952.9378224467353,,,,,,,2.5044399999999998,,,,,,,,,,,,0.027039316362,,,,,0.7839360000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：87952.0,国家总量：139.90584390799998; 种类：PRODUCTION_CORN,FAO总量：3788030.0,国家总量：315595012.7; 种类：PRODUCTION_MUSTARD,FAO总量：18990.0,国家总量：5447.736; 种类：PRODUCTION_SAFFLOWER,FAO总量：100400.0,国家总量：9049.32; 种类：PRODUCTION_COTTON,FAO总量：9473800.0,国家总量：3813770.9190000007; 种类：PRODUCTION_SOYBEANS,FAO总量：90663290.0,国家总量：4107236.96723637; "
