year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_HAY & HAYLAGE,AREA HARVESTED_LENTILS,AREA HARVESTED_MUSTARD,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SAFFLOWER,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_MUSTARD,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SAFFLOWER,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_HAY & HAYLAGE,PRODUCTION_LENTILS,PRODUCTION_MUSTARD,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SAFFLOWER,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_HAY & HAYLAGE,YIELD_LENTILS,YIELD_MUSTARD,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SAFFLOWER,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
2009,-46,WYOMING,OTHER (COMBINED) COUNTIES,411.45300000000003,68.0385,,129.54,,,17500.0,,,,,,,,,,,,,,,95.27000000000001,685.755,68.0385,,304.8,,,,,,,,,,,,,,146.988,36969.56811156612,1503.1087553574653,,207.30706708728775,,,44900.0,,,,,,,,,,,,,,,2033.9765872196779,,,9.12163,83.00697,,3.175,,,2.55,,,,,,,,,,,,,,,0.57162,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,555,HAWAII,MAUI & KALWAO,,,,,,,,,,,,,,,,,,,15100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943695.3849933319,,,,,8.4,,,,,,,,,,,,,,,,,,,64.5,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,556,HAWAII,KAUAI,,,,,,,,,,,,,,,,,,,5200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346861.3427388222,,,,,9.45,,,,,,,,,,,,,,,,,,,68.8,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,558,IDAHO,ADA,17.416,,,307.34,,,26900.0,,,,,,,,,,,1800.0,,,,152.43200000000002,19.593,,,312.41999999999996,,,,,,,,,,,,1800.0,,157.876,2200.029513387677,,,269.82310450579797,,,125000.0,,,,,,,,,,,65317.29375818419,,,,16104.636539903753,16.22,,2.63417,,,5.20192,,,4.65,,,,,,,,,,,40.0,,,,2.8036600000000003,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,559,IDAHO,ADAMS,,,,,,,8500.0,,,,2.904,,,,,,,,,,,,,,,,,,,,8.712,,,,,,,,,,,,,,,,16800.0,,,,288.85510140317353,,,,,,,,,,,,,,,,,,,,2.0,,,,1.2342,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,560,IDAHO,BANNOCK,100.14200000000001,,,,,,18400.0,,,,,,,,,,,,,,,808.4340000000001,106.673,,,,,,,,,,,,,,,,,871.0400000000001,7031.022156187423,,,,,,50600.0,,,,,,,,,,,,,,,48258.18423376003,,,1.45859,,,,,,2.75,,,,,,,,,,,,,,,3.11669,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,561,IDAHO,BEAR LAKE,111.027,,,,,,23500.0,,,,17.424,,,,,,,,,,,190.54000000000002,117.558,,,,,,,,46.464,,,,,,,,,195.984,7847.527954970477,,,,,,60000.0,,,,1682.1561787596577,,,,,,,,,,,7300.025559610352,,,1.4803600000000001,,,,,,2.55,,,,1.20516,,,,,,,,,,,1.02075,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,562,IDAHO,BENEWAH,93.611,,,,,,,,,,,,,,,,,,,,,996.2520000000001,95.78800000000001,,,,,,,,,,,,,,,,,1020.75,5692.859874848526,,,,,,,,,,,,,,,,,,,,,62746.78458107829,,,1.2626600000000001,,,,,,,,,,,,,,,,,,,,,3.21196,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,563,IDAHO,BINGHAM,339.612,,,,,,63600.0,,,,,,,,,,,23000.0,,,,3301.786,348.32,,,,,,,,,,,,,,,23200.0,,3505.936,33204.56915051092,,,,,,293000.0,,,,,,,,,,,664059.1532082061,,,,347642.8202567113,16.34,,2.04638,,,,,,4.6,,,,,,,,,,,31.8,,,,5.593710000000001,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,564,IDAHO,BLAINE,250.35500000000002,,,,,,17800.0,,,,,,,,,,,500.0,,,,,272.125,,,,,,,,,,,,,,,500.0,,,30392.160288035957,,,,,,72000.0,,,,,,,,,,,17236.508075076385,,,,,16.38,,2.5470900000000003,,,,,,4.05,,,,,,,,,,,38.0,,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,565,IDAHO,BOISE,,,,,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800.0,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,566,IDAHO,BONNER,,,,,,,3900.0,,,,5.808,,,,,,,,,,,,,,,,,,,,10.164,,,,,,,,,,,,,,,,8500.0,,,,509.7442965938357,,,,,,,,,,,,,,,,,,,,2.2,,,,1.089,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,567,IDAHO,BONNEVILLE,1282.2530000000002,,,,,,35000.0,,,,,,,,,,,,,,,1529.7640000000001,1327.97,,,,,,,,,,,,,,,,,1635.922,137649.26924484342,,,,,,133000.0,,,,,,,,,,,,,,,122846.61332947343,,,2.2423100000000002,,,,,,3.8,,,,,,,,,,,,,,,4.11022,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,568,IDAHO,BOUNDARY,58.779,,,,,,11000.0,,,,,,,,,,,,,,,146.988,60.956,,,,,,,,,,,,,,,,,149.71,5035.119092495509,,,,,,25600.0,,,,,,,,,,,,,,,7411.476331512799,,,1.7851400000000002,,,,,,2.35,,,,,,,,,,,,,,,1.34739,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,569,IDAHO,BUTTE,243.824,,,,,,30500.0,,,,11.616,,,,,,,,,,,136.1,256.886,,,,,,,,62.436,,,,,,,,,141.544,22748.75878276124,,,,,,134000.0,,,,934.531210422032,,,,,,,,,,,14042.797259708459,,,1.9593,,,,,,4.4,,,,1.00188,,,,,,,,,,,2.74922,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,570,IDAHO,CAMAS,259.063,,,,,,51200.0,,,,,,,,,,,,,,,54.440000000000005,267.771,,,,,,,,,,,,,,,,,57.162,9185.690236309374,,,,,,78000.0,,,,,,,,,,,,,,,2312.6035169757984,,,0.7401800000000001,,,,,,1.5,,,,,,,,,,,,,,,1.1296300000000001,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,571,IDAHO,CANYON,17.416,458.12589999999994,,787.4,,,44000.0,,,,,,,,,,,8900.0,,,,620.616,19.593,462.66179999999997,,815.3399999999999,,,,,,,,,,,,9000.0,,645.114,1905.1801971604627,14101.893050262765,,1101.966628485864,,,275000.0,,,,,,,,,,,318421.80707114795,,,,74672.01717464023,15.76,,2.28585,115.66544999999999,,5.768339999999999,,,6.25,,,,,,,,,,,39.4,,,,3.19835,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,572,IDAHO,CARIBOU,981.827,,,,,,23900.0,,,,,,,,,,,,,,,1271.174,1016.6590000000001,,,,,,,,,,,,,,,,,1339.2240000000002,74506.1541389538,,,,,,74000.0,,,,,,,,,,,,,,,83671.66700576292,,,1.58921,,,,,,3.1,,,,,,,,,,,,,,,3.62026,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,573,IDAHO,CASSIA,690.109,408.231,,,,,52000.0,,,,14.52,,,,,,,31400.0,,,,1921.732,735.826,412.76689999999996,,,,,,,82.764,,,,,,,31600.0,,1981.616,90949.67369777925,11259.651040132287,,,,,245000.0,,,,1614.1902725471464,,,,,,,979759.406372763,,,,190190.74225152767,17.05,,2.74302,103.87210999999999,,,,,4.7,,,,1.3794,,,,,,,34.4,,,,5.29429,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,574,IDAHO,CLARK,,,,,,,17900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000.0,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,575,IDAHO,CLEARWATER,26.124000000000002,,,,,,,,,,5.808,,,,,,,,,,,353.86,28.301000000000002,,,,,,,,7.26,,,,,,,,,362.026,952.5900985802314,,,,,,,,,,475.76134348757995,,,,,,,,,,,17191.28156595262,,,0.76195,,,,,,,,,,1.0164,,,,,,,,,,,2.4498,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,576,IDAHO,CUSTER,30.478,,,,,,28600.0,,,,,,,,,,,,,,,,32.655,,,,,,,,,,,,,,,,,,3039.2160288035952,,,,,,83000.0,,,,,,,,,,,,,,,,,,2.08992,,,,,,2.9,,,,,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,577,IDAHO,ELMORE,,122.46929999999999,,317.5,,,41500.0,,,,,,,,,,,6700.0,,,,285.81,,122.46929999999999,,322.58,,,,,,,,,,,,6700.0,,307.586,,3498.144012468283,,374.1244726340896,,,195000.0,,,,,,,,,,,213188.389349629,,,,28698.573764880384,16.46,,,107.50083,,5.7785,,,4.7,,,,,,,,,,,35.1,,,,2.66756,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,578,IDAHO,FRANKLIN,97.965,,,,,,33500.0,,,,7.26,,,,,,,,,,,468.184,104.49600000000001,,,,,,,,29.04,,,,,,,,,509.014,7461.9557722118125,,,,,,140000.0,,,,679.6590621251142,,,,,,,,,,,28392.084142148655,,,1.58921,,,,,,4.2,,,,1.1616,,,,,,,,,,,3.1303,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,579,IDAHO,FREMONT,1062.376,,,,,,23600.0,,,,5.808,,,,,,,,,,,1075.19,1088.5,,,,,,,,8.712,,,,,,,,,1129.63,96188.9192399705,,,,,,72000.0,,,,543.7272497000914,,,,,,,,,,,95847.66383610538,,,1.89399,,,,,,3.05,,,,1.1616,,,,,,,,,,,2.36814,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,580,IDAHO,GEM,13.062000000000001,,,27.939999999999998,,,12500.0,,,,1.452,,,,,,,,,,,,17.416,,,,,,,,14.52,,,,,,,,,,1111.3551150102699,,,9.717518769716614,,,51100.0,,,,152.9232889781507,,,,,,,,,,,,,,1.7851400000000002,,,0.6985,,,4.1,,,,1.3068,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,581,IDAHO,GOODING,39.186,,,1076.96,,,28500.0,,,,4.356,,,,,,,1600.0,,,,43.552,41.363,,,1087.12,,,,,13.068,,,,,,,1600.0,,46.274,5556.77557505135,,,856.7612381966813,,,152000.0,,,,458.7698669344521,,,,,,,58059.81667394152,,,,4653.069726927209,16.69,,2.9607200000000002,,,4.952999999999999,,,5.35,,,,1.3068,,,,,,,40.0,,,,2.84449,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,582,IDAHO,IDAHO,187.222,,,,,,19900.0,,,,,,,,,,,,,,,2169.434,189.399,,,,,,,,,,,,,,,,,2234.762,11998.099098784343,,,,,,30100.0,,,,,,,,,,,,,,,154637.94601464673,,,1.3497400000000002,,,,,,1.5,,,,,,,,,,,,,,,3.62026,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,583,IDAHO,JEFFERSON,1101.5620000000001,,,,,,93500.0,,,,,,,,,,,,,,,1140.518,1142.925,,,,,,,,,,,,,,,,,1181.348,121183.06896938515,,,,,,462500.0,,,,,,,,,,,,,,,122038.59523318068,,,2.30762,,,,,,4.95,,,,,,,,,,,,,,,5.67537,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
2009,584,IDAHO,JEROME,389.683,371.94379999999995,,916.9399999999999,,,42700.0,,,,,,,,,,,13200.0,,,,351.13800000000003,396.214,376.4797,,,,,,,,,,,,,,13200.0,,362.026,53322.36480386009,10221.139536430765,,336.8739840168426,,,233000.0,,,,,,,,,,,403697.16281099955,,,,42016.94100722294,16.83,,2.8518700000000003,103.41851999999999,,0.7365999999999999,,,5.45,,,,,,,,,,,33.7,,,,6.3422600000000005,"种类：PRODUCTION_CORN,FAO总量：4242000.0,国家总量：332636764.24; 种类：PRODUCTION_LENTILS,FAO总量：265079.0,国家总量：185740.5691; 种类：PRODUCTION_MUSTARD,FAO总量：22390.0,国家总量：6131.7648; 种类：PRODUCTION_SAFFLOWER,FAO总量：109760.0,国家总量：7168.6944; 种类：PRODUCTION_COTTON,FAO总量：6417250.0,国家总量：2628466.26; 种类：PRODUCTION_SOYBEANS,FAO总量：91469550.0,国家总量：4132672.568163548; "
