year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1981,-39,WASHINGTON,OTHER (COMBINED) COUNTIES,14.150500000000001,,12.7,,,,28.314,,,,,,,,,,,,,,,,15.239,,,12.7,,,47.19,,,,,,,,849.1595940450503,,,3.585667541296212,,,,1568.7467429061428,,,,,,,,,,,,,2.5187890000000004,,,1.143,,,,4.0104239999999995,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,921,KANSAS,ELK,3.9186,,7.62,,,39200.0,23.232,,,0.762,177.79999999999998,7.654966276,,,,,1268.452,,,,,,4.354,,,7.62,,,33.396,,7.62,203.2,7.901900672,,,1469.88,148.058595884778,,,4.64429319634557,,,56000.0,920.1161906474758,,,21.892583524208195,6276.648058743688,2695.692370221546,,,,,14642.399481625393,,,0.822906,,,1.143,,,5.0,0.569184,,,0.508,1.2141199999999999,0.019631284481999998,,,,,2.34092,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,922,KANSAS,ELLIS,3.7009000000000003,,15.24,,,42000.0,7.26,,,0.508,436.88,0.246934396,,,,,7371.176,,,,,,4.354,,,17.779999999999998,,,8.712,,2.54,640.0799999999999,0.246934396,,,7839.360000000001,148.058595884778,,,15.26469896151816,,,112400.0,347.7951151251224,,,18.24381960350683,18236.13890497311,194.70412846971493,,,,,69238.4094447119,,,0.8708,,,3.79222,,,8.0,0.74778,,,0.635,1.61798,0.043830855290000005,,,,,1.98706,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,923,KANSAS,ELLSWORTH,10.4496,,7.62,,,39400.0,13.068,,,1.778,411.47999999999996,0.987737584,,,,,6783.224,,,,,,10.885,,,7.62,,,23.232,,12.7,546.1,0.987737584,,,7077.200000000001,354.90516366498247,,,5.668769636715916,,,104200.0,633.955652886299,,,62.028986651923226,18238.665735914634,872.0551106108359,,,,,77269.9560748748,,,0.7401800000000001,,,3.8861999999999997,,,8.1,0.69696,,,0.61722,1.5697199999999998,0.049139944803999996,,,,,2.428024,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,924,KANSAS,FINNEY,21.77,13.6077,2082.7999999999997,,,71600.0,4.356,,,8.889999999999999,2123.44,2.4693439600000002,,,,,9918.968,,,,,,30.478,13.6077,,2108.2,,,8.712,,93.97999999999999,2184.4,2.4693439600000002,,,13882.2,535.6237439361086,171.259846491049,,3740.056140860024,,,343000.0,164.35887297052196,,,218.92583524208197,163533.97170444153,2100.610738138051,,,,,75326.70826262936,,,0.5355420000000001,72.5744,,3.9928799999999995,,,12.5,0.5082,,,0.43434,2.33426,0.047287936834,,,,,1.420884,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,925,KANSAS,FORD,41.363,127.00519999999999,655.3199999999999,,,38000.0,13.068,,,0.254,1483.36,7.161097484,,,,,11742.708,,,,,,50.071000000000005,127.00519999999999,,660.4,,,24.684,,2.54,1574.8,7.161097484,,,13337.800000000001,1025.5235097313298,1976.6240615841907,,1128.4607990679365,,,180600.0,487.2066591626187,,,7.297527841402732,110313.8584140794,7470.0569852324425,,,,,129070.84628561386,,,0.539896,89.76546099999999,,4.043679999999999,,,12.8,0.554664,,,0.508,2.39268,0.05802958306000001,,,,,2.253816,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,926,KANSAS,FRANKLIN,8.708,,375.91999999999996,,,75000.0,59.532,,,3.048,505.46,72.84564682,,,,,2036.056,,,,,,13.062000000000001,,,381.0,,,78.408,,12.7,513.0799999999999,72.84564682,,,2340.92,317.890514693788,,,462.1071730363842,,,174600.0,2898.2926260426866,,,109.46291762104099,37664.94201434518,47093.718284653725,,,,,27515.73582885366,,,0.794605,,,3.05816,,,7.8,0.699864,,,0.635,2.3139399999999997,0.035928954618,,,,,2.74922,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,927,KANSAS,GEARY,3.4832,,43.18,,,27200.0,27.588,,,0.508,322.58,5.926425504,,,,,1616.8680000000002,,,,,,4.354,,,45.72,,,31.944,,2.54,335.28,5.926425504,,,1796.52,102.33461774389066,,,51.08722515980127,,,71000.0,1527.6570246635122,,,18.24381960350683,23400.981349446578,4777.106926679484,,,,,22902.56350146425,,,0.640038,,,3.2258,,,8.0,0.795696,,,0.635,2.34188,0.044818592873999995,,,,,2.928872,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,928,KANSAS,GOVE,10.885,9.0718,203.2,,,16000.0,10.164,,,3.81,1137.9199999999998,0.493868792,,,,,5629.0960000000005,,,,,,13.062000000000001,9.0718,,203.2,,,14.52,,15.24,1270.0,0.493868792,,,8220.44,272.1665365529007,110.60531752546913,,193.5577488006374,,,55600.0,454.92188054340903,,,94.8678619382355,57437.39413176441,372.95438692790464,,,,,47865.4051456033,,,0.54425,70.30645,,3.94716,,,9.4,0.651948,,,0.43942,1.8745199999999997,0.04197884732,,,,,1.5569840000000001,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,929,KANSAS,GRAHAM,5.8779,,114.3,,,23000.0,7.26,,,4.064,546.1,0.123467198,,,,,6489.2480000000005,,,,,,6.531000000000001,,,114.3,,,17.424,,12.7,861.06,0.123467198,,,7567.160000000001,145.8812635923548,,,195.02616503183492,,,72600.0,349.2626050623592,,,98.51662585893689,24199.45992696792,112.43477841208892,,,,,62823.5143558288,,,0.539896,,,3.7083999999999997,,,9.5,0.678084,,,0.4292599999999999,1.58242,0.05062155118,,,,,1.95984,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,930,KANSAS,GRANT,4.7894000000000005,27.2154,706.12,,,12400.0,2.904,,,4.318,1971.04,4.32135193,,,,,4621.956,,,,,,6.531000000000001,27.2154,,711.1999999999999,,,5.808,,45.72,2108.2,4.32135193,,,5716.2,119.7532760832763,346.0876064506615,,1387.4484431935598,,,46200.0,107.12676541828665,,,109.46291762104099,131066.72093680962,4354.7909297170045,,,,,58885.307655101664,,,0.54425,73.345503,,4.48818,,,9.3,0.505296,,,0.44704,2.27838,0.056054107892,,,,,2.509684,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,931,KANSAS,GRAY,15.892100000000001,27.2154,1755.1399999999999,,,32400.0,11.616,,,1.778,2026.9199999999998,8.64270386,,,,,7681.484,,,,,,19.593,27.2154,,1778.0,,,20.328,,20.32,2082.7999999999997,8.889638256,,,10398.04,391.91981263617697,431.717529696186,,3343.105669431193,,,178600.0,402.09224280288413,,,43.78516704841639,173909.1395503359,7135.494961664764,,,,,75988.06571133476,,,0.5377190000000001,91.489103,,4.28752,,,13.4,0.52998,,,0.43434,2.6314399999999996,0.045929797656000006,,,,,1.872736,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,932,KANSAS,GREELEY,5.660200000000001,4.5359,381.0,,,5800.0,4.356,,,0.508,452.12,,,,,,10583.136,,,,,,6.531000000000001,4.5359,,381.0,,,7.26,,2.54,508.0,,,,11269.08,126.28527296054592,64.22244243414337,,596.5526312276527,,,15600.0,161.42389309604837,,,14.595055682805464,22455.946577316896,,,,,,94753.7431139011,,,0.48547100000000004,81.6462,,3.83286,,,8.2,0.614196,,,0.508,1.74498,,,,,,1.8890680000000002,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,933,KANSAS,GREENWOOD,6.0956,,83.82,,,73000.0,26.136,,,0.762,383.53999999999996,16.544604531999997,,,,,1437.2160000000001,,,,,,6.531000000000001,,,83.82,,,50.82,,7.62,406.4,17.28540772,,,1687.64,148.058595884778,,,46.81857332492483,,,146000.0,1355.9607020068063,,,21.892583524208195,20007.447394980893,9156.578661413776,,,,,16806.09977677264,,,0.529011,,,2.77368,,,7.1,0.744876,,,0.508,1.8694399999999998,0.030743332302,,,,,2.357252,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,934,KANSAS,HAMILTON,15.892100000000001,,101.6,,,14400.0,5.808,,,2.286,568.9599999999999,0.493868792,,,,,9908.08,,,,,,21.77,,,101.6,,,11.616,,22.86,635.0,0.493868792,,,11269.08,391.91981263617697,,,163.40399223907022,,,61000.0,218.6560006482837,,,58.380222731221856,29781.22947679272,438.76986697400537,,,,,99004.93790763697,,,0.5377190000000001,,,3.79222,,,10.8,0.5038440000000001,,,0.45212,1.9304,0.049386879200000004,,,,,2.0469440000000003,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,935,KANSAS,HARPER,11.7558,,5.08,,,22400.0,5.808,,,2.286,210.82,0.246934396,,,,,16865.512000000002,,,,,,13.062000000000001,,,5.08,,,14.52,,15.24,287.02,0.246934396,,,17420.8,428.9344616073715,,,9.56178011012323,,,64400.0,151.15146353539075,,,80.27280625543005,8179.351757710677,194.70412846971493,,,,,245886.16750324273,,,0.794605,,,3.556,,,8.5,0.41527200000000003,,,0.61976,1.37922,0.043830855290000005,,,,,3.124856,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,936,KANSAS,HARVEY,34.832,,152.4,,,34000.0,21.78,,,1.27,1524.0,15.309932552,,,,,7512.72,,,,,,45.717000000000006,,,152.4,,,52.272,,7.62,1651.0,15.43339975,,,8383.76,1056.0061618252548,,,199.60215979882244,,,83400.0,1019.9055063795784,,,43.78516704841639,92363.25140549842,10812.934909240648,,,,,95227.30770680126,,,0.6596310000000001,,,3.5102799999999994,,,7.2,0.672276,,,0.6095999999999999,1.9685,0.039262568963999996,,,,,2.618564,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,937,KANSAS,HASKELL,16.3275,68.0385,1838.96,,,12800.0,1.452,,,0.254,1795.78,7.161097484,,,,,4692.728,,,,,,21.77,68.0385,,1854.1999999999998,,,2.904,,2.54,1854.1999999999998,7.161097484,,,7294.96,402.80647409829305,970.4724634492776,,3632.6568606945316,,,70400.0,58.699597489472126,,,7.297527841402732,175776.46761612158,7066.937169950076,,,,,71979.09648523173,,,0.5377190000000001,82.235867,,4.45008,,,13.9,0.41527200000000003,,,0.508,2.9997399999999996,0.054819435912,,,,,2.743776,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,938,KANSAS,HODGEMAN,30.478,,127.0,,,10600.0,2.904,,,0.508,637.54,0.370401594,,,,,6342.26,,,,,,37.009,,,132.07999999999998,,,5.808,,5.08,828.04,0.370401594,,,8002.68,762.066302348122,,,101.42316759666426,,,43000.0,107.12676541828665,,,10.946291762104098,37268.229556526036,337.3043352362666,,,,,56718.88572436304,,,0.54425,,,4.284979999999999,,,12.8,0.505296,,,0.381,2.10566,0.05062155118,,,,,1.7475239999999999,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,939,KANSAS,JACKSON,1.7416,,302.26,,,101000.0,56.628,,,0.254,716.28,36.052421816,,,,,2242.928,,,,,,2.177,,,304.8,,,66.792,,2.54,741.68,36.052421816,,,2449.8,74.029297942389,,,355.5274740231891,,,206400.0,3825.7462663763463,,,7.297527841402732,49174.656952983474,27458.76673756698,,,,,42803.162945636155,,,0.9252250000000001,,,2.6543,,,6.9,0.9699359999999999,,,0.508,2.20472,0.04234924891400001,,,,,3.979564,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,940,KANSAS,JEFFERSON,1.7416,,548.64,,,67800.0,60.984,,,1.016,523.24,46.176732052,,,,,1736.636,,,,,,2.177,,,561.34,,,74.05199999999999,,7.62,541.02,46.547133646,,,1850.96,74.029297942389,,,695.9609951582552,,,157400.0,2939.3823442853172,,,25.541347444909558,33207.612233498214,26581.227003618966,,,,,33489.725951933164,,,0.9252250000000001,,,2.89306,,,7.9,0.692604,,,0.4445,2.02692,0.031978004282,,,,,4.072112000000001,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,941,KANSAS,JEWELL,6.0956,,175.26,,,55600.0,30.492,,,2.54,1389.3799999999999,2.098942366,,,,,8459.976,,,,,,6.531000000000001,,,180.34,,,45.012,,25.4,1651.0,2.098942366,,,8982.6,232.97455528928302,,,233.47818076040193,,,151200.0,1938.5542070898173,,,83.92157017613143,80138.44331040906,1390.3520159738798,,,,,109322.65843455924,,,0.8316140000000001,,,3.7083999999999997,,,7.9,0.913308,,,0.5841999999999999,1.88468,0.036793225004,,,,,2.727444,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
1981,942,KANSAS,JOHNSON,4.5717,,236.22,,,42600.0,34.848,,,2.286,241.29999999999998,34.694282638000004,,,,,996.2520000000001,,,,,,6.531000000000001,,,243.84,,,45.012,,10.16,246.38,39.50950336,,,1197.68,156.7679250544708,,,288.1852226761784,,,74400.0,2025.1361133867886,,,80.27280625543005,17488.196946282234,23123.171989530085,,,,,17453.849047521122,,,0.746711,,,2.794,,,6.6,0.8349,,,0.61976,2.30632,0.037040159399999995,,,,,3.495048,"种类：PRODUCTION_BEANS,FAO总量：1485560.0,国家总量：1888597.26094; 种类：PRODUCTION_CORN,FAO总量：2805520.0,国家总量：208673050.522; 种类：PRODUCTION_RYE,FAO总量：461970.0,国家总量：321589.4; 种类：PRODUCTION_COTTON,FAO总量：9209692.0,国家总量：3404368.653; 种类：PRODUCTION_SOYBEANS,FAO总量：54436000.0,国家总量：2450874.007982388; 种类：PRODUCTION_SUNFLOWER,FAO总量：2035400.0,国家总量：4070978.3520000004; 种类：PRODUCTION_WHEAT,FAO总量：75806304.0,国家总量：151632907.90399998; "
