year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1985,-40,COLORADO,OTHER (COMBINED) COUNTIES,,,3251.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.2716131577209,,,,,,,,,,,,,,,,,,,,2.1209,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,528,GEORGIA,TERRELL,,,292.09999999999997,539.896,,,3.0492,9.271584,,9.398,38.1,32.71880747,,,,,1469.88,,297.18,,,,,,,304.8,574.7280000000001,,15.972,,101.6,43.18,33.95347945,,,1687.64,,,,355.22490892442465,2417.8638376610443,,,182.8787042292948,29624.48213178944,,407.5647075647075,1494.2438506881124,17480.785513204402,,,,,23024.97543542541,,,,,,4.483099999999999,194.07955,,,1.029468,1.437912,,0.8255,0.9982199999999999,0.033953479450000004,,,,,3.1901840000000004,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,529,GEORGIA,THOMAS,,,977.9,1643.635,,,12.342,2.068416,,6.35,20.32,30.8667995,,,,0.367416,495.404,,998.2199999999999,,,,,,,1028.7,1850.45,,45.012,,43.18,25.4,38.27483138,,,517.1800000000001,,,,959.5235332860924,5455.987282132997,,,716.8845205788357,5858.601960594951,,263.06449306449304,962.3943445109878,17612.94265454134,,,,845.6125190106077,8818.075698673561,,,,,,3.6118799999999998,143.15952000000001,,,1.065768,1.274616,,0.82804,1.2065,0.036175889014,,,,1.036476,3.794468,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,530,GEORGIA,TIFT,,,304.8,1099.385,,,1.8876,11.435256,,30.48,40.64,8.272302265999999,,,,0.70308,201.428,,309.88,,,,,,,317.5,1121.155,,3.4848,,190.5,43.18,8.889638256,,,244.98000000000002,,,,316.89253349849804,5111.398611682492,,,131.67266704509228,35327.635000250615,,1296.7967967967968,1709.516269855044,4120.899952597326,,,,1579.2990157858835,3674.1982077806506,,,,,,3.8354,202.2433,,,1.549284,1.390284,,0.8610599999999999,1.07188,0.031607602688,,,,1.011528,3.62026,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,531,GEORGIA,TOOMBS,,,495.29999999999995,58.779,,,2.7588,0.639576,,38.1,25.4,12.96405579,,,,0.44226000000000004,734.94,,500.38,,,,,,,508.0,70.7525,,11.9064,,147.32,32.257999999999996,16.66807173,,,789.38,,,,320.70842607483456,43.647898257063986,,,131.67266704509228,2011.2369302838451,,1296.7967967967968,1240.9821810799576,5995.128502466663,,,,1022.4099500517233,9389.617642106106,,,,,,2.3952199999999997,31.82774,,,0.8479679999999999,1.415232,,0.74422,1.2446,0.029385193124,,,,1.041012,2.689336,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,532,GEORGIA,TOWNS,,,33.019999999999996,,,,,,,,,0.1605073574,,,,,,,34.036,,,,,,,35.559999999999995,,,,,,,0.2222409564,,,,,,,44.40311361555308,,,,,,,,,108.12857018476949,,,,,,,,,,,4.9276,,,,,,,,,0.042719650508,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,533,GEORGIA,TREUTLEN,,,71.11999999999999,19.593,,,2.7588,,,33.019999999999996,6.604,6.9141630880000005,,,,0.179172,277.644,,72.136,,,,,,,73.66,20.246100000000002,,7.8408,,81.28,7.366,9.506974246,,,342.97200000000004,,,,50.64730146774024,56.85713062433334,,,100.94904473457075,,,1463.5278135278134,210.20718577476836,3279.899962271341,,,,349.16350528352643,2544.7224624258583,,,,,,2.6289,126.07007,,,0.712932,,,1.08458,0.81026,0.030125996312,,,,0.877716,1.8019640000000001,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,534,GEORGIA,TROUP,,,4.318,,,,1.7424,,,5.842,,0.1975475168,,,,,,,7.874,,,,,,,13.462,,,3.3396,,33.019999999999996,,0.2222409564,,,,,,,3.364923453678632,,,,87.78177803006152,,,222.30802230802232,,84.09999903259849,,,,,,,,,,,2.2453600000000002,,,,1.1049719999999998,,,0.77978,,0.027039316362,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,535,GEORGIA,TURNER,,,182.88,1049.314,,,11.616,10.010952,,55.879999999999995,45.72,12.099785404,,,,0.043092000000000005,495.404,,189.738,,,,,,,200.66,1071.084,,17.424,,469.9,48.26,13.58139178,,,544.4,,,,150.20740777761318,4278.642658093771,,,460.85433465782296,28606.29057831317,,1963.7208637208635,2013.4302733848294,5262.257082325448,,,,89.40376551614042,8192.101189199822,,,,,,2.9997399999999996,177.36019000000002,,,0.953964,1.285956,,0.6858,1.1226800000000001,0.027533185154000002,,,,0.934416,3.440608,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,536,GEORGIA,TWIGGS,,,71.11999999999999,217.70000000000002,,,,0.893592,,,17.779999999999998,9.753908642,,,,,272.2,,73.152,,,,,,,76.2,241.647,,,,,19.558,10.371244632,,,293.976,,,,60.53393223370323,804.0402310511786,,,,2206.462701875389,,,848.4265931873181,3388.0285324561105,,,,,3919.1447549660274,,,,,,3.12166,159.46525,,,,1.11132,,,1.2166599999999999,0.021977161244,,,,,3.02142,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,537,GEORGIA,UNION,,,30.48,,,,,,,,,,,,,,,,37.338,,,,,,,48.26,,,,,,,,,,,,,,39.19962373873045,,,,,,,,,,,,,,,,,,,,4.345940000000001,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,538,GEORGIA,UPSON,,,16.256,,,,,,,,,2.222409564,,,,,125.212,,16.256,,,,,,,16.509999999999998,,,,,,,2.345876762,,,136.1,,,,23.242254783141068,,,,,,,,,1117.3285585759513,,,,,1551.3281321740524,,,,,,5.31876,,,,,,,,,0.031854537084000004,,,,,2.5913440000000003,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,539,GEORGIA,WALKER,,,73.66,,,,2.3232,,,,20.32,7.284564682000001,,,,,76.21600000000001,,79.502,,,,,,,88.89999999999999,,,4.2108,,,33.019999999999996,7.901900672,,,97.992,,,,88.45932790598467,,,,86.31874839622716,,,,1215.6560141191424,4637.5142323690025,,,,,1494.173937830798,,,,,,4.30276,,,,0.8305440000000001,,,,1.524,0.040373773746,,,,,3.794468,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,540,GEORGIA,WALTON,,,9.905999999999999,38.097500000000004,,,2.178,,,,15.748,14.81606376,,,,,386.524,,15.748,,,,,,,25.4,39.186,,5.808,,,21.59,19.75475168,,,419.18800000000005,,,,6.93798650243017,157.9364739564815,,,81.92965949472408,,,,772.4480923048717,4877.799943890713,,,,,6572.732349474275,,,,,,2.1234399999999996,180.10321,,,0.744876,,,,1.2496800000000001,0.020865956461999995,,,,,3.5603760000000007,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,541,GEORGIA,WARE,,,304.8,111.027,,,1.452,,,2.794,7.874,6.9141630880000005,,,,0.358344,21.2316,,314.96,,,,,,,330.2,113.20400000000001,,12.0516,,27.939999999999998,9.144,8.148835068,,,22.3204,,,,236.5853397328688,284.2856531216667,,,45.35391864886512,,,103.74374374374372,379.892504412232,3868.599955499531,,,,860.6882689443462,326.59539624716894,,,,,,2.83972,111.39709,,,0.5038440000000001,,,0.7111999999999999,1.22936,0.035558553024,,,,1.081836,3.271844,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,542,GEORGIA,WARREN,,,25.4,80.549,,,2.904,,,35.559999999999995,10.414,6.9141630880000005,,,,,76.21600000000001,,30.226,,,,,,,38.1,82.726,,6.6792,,111.75999999999999,19.05,7.40803188,,,103.436,,,,20.12016085704749,189.52376874777784,,,138.98781521426406,,,907.7577577577576,595.1649235791634,2775.2999680757503,,,,,1007.0024717621042,,,,,,2.71018,102.25369,,,0.990264,,,0.58674,1.45542,0.025434242788,,,,,2.498796,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,543,GEORGIA,WASHINGTON,,,195.57999999999998,531.188,,,34.848,0.7620480000000001,,83.82,25.4,39.50950336,,,,,871.0400000000001,,203.2,,,,,,,215.89999999999998,542.073,,66.792,,355.59999999999997,35.559999999999995,44.44819128,,,925.48,,,,205.0175011468115,2061.788878195522,,,1126.5328180524562,2246.696584545309,,1908.1438581438579,1177.666763677919,19306.956920769397,,,,,10464.660821419704,,,,,,3.8277799999999997,168.76104,,,0.708576,1.32678,,0.49022,1.1811,0.030990266698,,,,,2.5369040000000003,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,544,GEORGIA,WAYNE,,,238.76,409.276,,,2.6136,,,5.08,60.96,10.988580622,,,,0.3402,141.544,,244.602,,,,,,,254.0,426.692,,13.5036,,25.4,63.5,15.43339975,,,163.32,,,,229.99425255556017,1579.3647395648152,,,55.59512608570563,,,222.30802230802232,3013.8138683370403,5550.5999361515005,,,,767.4927238994169,2326.9921982610786,,,,,,3.5382200000000004,167.47661,,,0.36590400000000006,,,0.9144,1.25984,0.032101471480000004,,,,1.016064,3.342616,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,545,GEORGIA,WEBSTER,,,109.22,,,,,3.864672,,43.18,9.652,2.4693439600000002,,,,,179.65200000000002,,113.03,,,,,,,119.38,,,,,129.54,12.192,2.963212752,,,201.428,,,,172.58241424795045,,,,,12932.450059106352,,1796.9898469898471,367.2294209318243,1009.1999883911818,,,,,2231.7352076889874,,,,,,5.7785,,,,,1.5059520000000002,,0.9652,0.97028,0.025928111580000003,,,,,2.5586800000000003,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,546,GEORGIA,WHEELER,,,134.62,62.0445,,,6.2436,0.54432,,24.384,17.779999999999998,17.90274371,,,,0.11113200000000001,598.84,,143.256,,,,,,,157.48,63.133,,34.848,,132.07999999999998,19.811999999999998,25.310775590000002,,,653.28,,,,160.78783719381917,155.0649017027273,,,248.71503775184095,1563.6349855809842,,926.2834262834263,873.7527601481335,9130.857037824979,,,,246.7854580062292,8831.683840183861,,,,,,4.310379999999999,108.78469,,,0.676632,1.2927600000000001,,0.78232,1.2522199999999999,0.032348405876,,,,1.000188,3.07586,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,547,GEORGIA,WHITE,,,40.64,,,,,,,,,,,,,,11.9768,,44.449999999999996,,,,,,,50.8,,,,,,,,,,22.3204,,,,48.56590551701118,,,,,,,,,,,,,,239.5032905812572,,,,,,4.2545,,,,,,,,,,,,,,3.3480600000000003,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,548,GEORGIA,WHITFIELD,,,38.1,,,,,,,,10.16,6.9141630880000005,,,,,59.884,,41.91,,,,,,,48.26,,,,,,14.224,7.161097484,,,65.328,,,,45.96416057859987,,,,,,,,531.8495061771248,3988.742811260385,,,,,1156.69202837539,,,,,,4.282439999999999,,,,,,,,1.3335,0.03654629060800001,,,,,4.028560000000001,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,549,GEORGIA,WILCOX,,,167.64,1121.155,,,1.5972,7.393680000000001,,91.44,38.1,19.13741569,,,,0.045360000000000004,272.2,,188.976,,,,,,,223.51999999999998,1164.695,,5.6628,,228.6,45.72,20.98942366,,,332.084,,,,182.6424946764742,4106.348322868519,,,102.4120743684051,23102.478310352966,,3427.2486772486773,1380.2760993644429,8217.771334042482,,,,98.22079502284205,4300.1727172543915,,,,,,3.8252399999999995,158.94277,,,1.18338,1.40616,,0.9144,0.9220199999999998,0.027286250758,,,,0.97524,3.1303,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
1985,550,GEORGIA,WILKES,,,11.43,12.6266,,,5.082,,,,18.796,0.493868792,,,,,54.440000000000005,,21.59,,,,,,,38.1,15.239,,11.7612,,,43.18,1.0741646226000001,,,108.88000000000001,,,,9.713181103402237,9.76334566276431,,,190.19385239846662,,,,911.7420105893567,209.04856902388767,,,,,966.1780472312081,,,,,,2.4155399999999996,33.24279,,,0.771012,,,,1.23444,0.026915849164,,,,,2.901652,"种类：PRODUCTION_BEANS,FAO总量：1011400.0,国家总量：1300669.325; 种类：PRODUCTION_CORN,FAO总量：3109600.0,国家总量：227685193.6; 种类：PRODUCTION_RYE,FAO总量：518200.0,国家总量：355244.4; 种类：PRODUCTION_COTTON,FAO总量：7713000.0,国家总量：2923694.6725000003; 种类：PRODUCTION_SOYBEANS,FAO总量：57128000.0,国家总量：2935436.33646594; 种类：PRODUCTION_SUNFLOWER,FAO总量：1430000.0,国家总量：2859285.7439999995; 种类：PRODUCTION_WHEAT,FAO总量：65975008.0,国家总量：131968036.664; "
