year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_SOYBEANS","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1973,-30,MISSOURI,OTHER (COMBINED) COUNTIES,34.28775,,,97.965,,,,,,,,,,,,,,,,,,,,47.894000000000005,,,119.735,,,,,,,,,,1114.8511169362364,,,113.69428307905665,,,,,,,,,,,,,,4.911312000000001,,,48.87365,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,737,INDIANA,HENRY,,,1506.22,,,10400.0,47.916,,,,2.54,73.09258121600001,,,,0.0004536,402.856,,1511.3,,,,,,,1531.62,,,,,,2.54,,,,408.3,,,2679.0380357974686,,,26000.0,2429.7090802029106,,,,154.17958513236488,54163.08091348038,,,,0.5958711856366015,7055.535105032486,,,5.0038,,,2.5,0.683892,,,,1.5493999999999999,0.041484978528000004,,,,0.58968,3.7563600000000004,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,738,INDIANA,HOWARD,,,1602.74,,,2100.0,26.136,,,,2.54,73.46298281,,,,,288.53200000000004,,1605.28,,,,,,,1635.76,,,,,,2.54,,,,299.42,,,3570.5551619502808,,,4800.0,1797.6405236015096,,,,189.5650636873339,64335.17836531025,,,,,6283.793040215775,,,6.2738,,,2.29,0.926376,,,,1.905,0.049016477606,,,,,4.616512000000001,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,739,INDIANA,HUNTINGTON,,,1455.4199999999998,,,8100.0,75.504,,,,2.54,94.94627526200001,,,,,212.316,,1455.4199999999998,,,,,,,1503.6799999999998,,,,,,2.54,,,,228.648,,,2614.8055843009147,,,26100.0,4000.4933149252047,,,,154.17958513236488,72490.84074766406,,,,,4421.724997704283,,,5.06476,,,3.22,0.714384,,,,1.5493999999999999,0.042719650508,,,,,4.333424,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,740,INDIANA,JACKSON,2.177,,1546.86,,,10000.0,14.52,,,,15.24,56.054107892000005,,,,0.0145152,778.4920000000001,,1557.02,,,,,2.177,,1615.4399999999998,,,,,,22.86,,,,860.152,80.56541274734522,,2667.9129568853787,,,28100.0,736.8918073249008,,,,1283.9873647088748,30208.377270556088,,,,26.860039598696034,13635.940753789917,0.80549,,4.84632,,,2.81,0.683892,,,,2.15138,0.030125996312,,,,0.830088,3.598484,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,741,INDIANA,JASPER,,,3586.48,,,2900.0,26.136,,,,7.62,110.99701100200001,,,,,206.872,,3586.48,,,,,,,3627.12,,,,,,12.7,,,,217.76000000000002,,,7474.450651303561,,,9100.0,1797.6405236015096,,,,465.0662895795924,84744.77116311515,,,,,4015.2558674805355,,,5.8724799999999995,,,3.14,0.926376,,,,1.5570199999999998,0.042719650508,,,,,4.088444,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,742,INDIANA,JAY,,,1023.62,,,12900.0,149.556,,,,5.08,104.453249508,,,,,272.2,,1026.1599999999999,,,,,,,1059.18,,,,,,7.62,,,,299.42,,,1544.7835911594611,,,30900.0,7079.480739161732,,,,262.8635549797697,58637.38683791237,,,,,3864.2031501676556,,,4.246879999999999,,,2.4,0.637428,,,,1.3208,0.031360668292,,,,,2.9234280000000004,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,743,INDIANA,JEFFERSON,4.354,,416.56,,,14500.0,13.068,,,,2.54,21.977161243999998,,,,0.5370624,114.324,,419.09999999999997,,,,,6.531000000000001,,459.74,,,,,,5.08,,,,136.1,195.96992289894783,,598.6940614543381,,,24200.0,530.3743581383044,,,,154.17958513236488,11351.984458698962,,,,1079.5810796383748,1732.9866295350328,0.97965,,4.0386,,,1.67,0.547404,,,,1.5493999999999999,0.028891324331999996,,,,0.902664,3.005088,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,744,INDIANA,JENNINGS,,,795.02,,,5400.0,8.712,,,,2.54,39.015634568,,,,0.07938,272.2,,802.64,,,,,2.177,,822.9599999999999,,,,,,5.08,,,,299.42,,,1142.6783727031293,,,8400.0,294.1309124778797,,,,154.17958513236488,17521.18580639326,,,,133.9335080330884,3737.8681502332483,,,4.03098,,,1.56,0.454476,,,,1.5493999999999999,0.025063841194,,,,0.7575120000000001,2.825436,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,745,INDIANA,JOHNSON,,,1465.58,,,8100.0,21.78,,,,2.54,50.127682388000004,,,,0.0018144,555.288,,1465.58,,,,,,,1496.06,,,,,,2.54,,,,582.508,,,2870.0414482305573,,,20200.0,1104.5554479222506,,,,189.5650636873339,42772.94768319674,,,,3.4835546237216697,9725.048581907371,,,5.51688,,,2.49,0.683892,,,,1.905,0.047781805626,,,,0.86184,3.6910320000000008,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,746,INDIANA,KNOX,4.354,,2981.96,,,8700.0,15.972,,,,20.32,71.734442038,,,,,1987.0600000000002,,2987.04,,,,,6.531000000000001,,3081.02,,,,,,33.019999999999996,,,,2079.608,154.59849473139218,,5893.13285038341,,,17200.0,899.6025248658555,,,,1332.0105141763327,49934.01709209276,,,,,38301.47628446207,0.772835,,5.5651399999999995,,,1.98,0.759396,,,,1.6738600000000001,0.03889216737,,,,,4.066668,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,747,INDIANA,KOSCIUSKO,,,2529.8399999999997,,,18700.0,63.888,,,,7.62,67.660024504,,,,,571.62,,2532.38,,,,,,,2600.96,,,,,,10.16,,,,582.508,,,4272.396559984616,,,54600.0,3384.0700196258185,,,,535.8372466895304,47100.1083458021,,,,,9469.6321689965,,,4.75742,,,2.92,0.714384,,,,1.79578,0.03889216737,,,,,3.5386,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,748,INDIANA,LAGRANGE,2.177,,1305.56,,,24500.0,107.448,,,,7.62,20.98942366,,,,,615.172,,1310.6399999999999,,,,,2.177,,1417.32,,,,,,12.7,,,,642.392,97.98496144947391,,2064.0912870435745,,,63800.0,6419.250712216704,,,,391.7677982871567,14139.569696636803,,,,,8445.220104310974,0.97965,,4.44754,,,2.6,0.804408,,,,1.31318,0.037657495390000004,,,,,2.901652,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,749,INDIANA,LAKE,2.177,,1579.8799999999999,,,8900.0,50.82,,,,5.08,56.054107892000005,,,,,304.86400000000003,,1582.4199999999998,,,,,2.177,,1612.8999999999999,,,,,,7.62,,,,315.752,82.7428563351113,,2781.635985764523,,,18500.0,2920.970285086178,,,,333.6345120897076,31467.286732850604,,,,,6061.333583809536,0.82726,,4.95808,,,2.08,0.7739159999999999,,,,1.6764,0.031360668292,,,,,4.2191,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,751,INDIANA,LA PORTE,2.177,,2760.98,,,14500.0,43.56,,,,10.16,79.75980990800001,,,,,729.496,,2766.06,,,,,4.354,,2890.52,,,,,,17.779999999999998,,,,762.1600000000001,84.92029992287739,,4662.78153069817,,,34800.0,2847.437556966708,,,,619.2458747119573,48359.017808096614,,,,,13122.361514926126,0.8490300000000001,,4.754879999999999,,,2.4,0.881364,,,,1.55448,0.033953479450000004,,,,,3.799912000000001,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,752,INDIANA,LAWRENCE,4.354,,556.26,,,18500.0,18.876,,,,5.08,16.050735739999997,,,,0.011340000000000001,179.65200000000002,,558.8,,,,,6.531000000000001,,586.74,,,,,,10.16,,,,201.428,182.90526137235128,,869.4500971996125,,,42400.0,660.2300269450279,,,,381.65766155716557,7207.39291724886,,,,18.288661774538767,3147.389346191993,0.91434,,4.3942,,,2.29,0.4719,,,,1.9177,0.025063841194,,,,0.723492,3.5767080000000004,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,753,INDIANA,MADISON,,,2004.06,,,7700.0,49.368,,,,2.54,91.36572652,,,,,626.0600000000001,,2006.6,,,,,,,2029.4599999999998,,,,,,5.08,,,,631.504,,,4140.589555096107,,,25600.0,2281.0790978337695,,,,189.5650636873339,71806.88777139584,,,,,12446.743906581249,,,5.81914,,,3.32,0.622908,,,,1.905,0.043954322488,,,,,4.273540000000001,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,754,INDIANA,MARION,,,716.28,,,4500.0,14.52,,,,2.54,36.669757806,,,,,141.544,,716.28,,,,,,,726.4399999999999,,,,,,2.54,,,,146.988,,,1415.5861726824298,,,10800.0,769.7468560591321,,,,154.17958513236488,24704.054513337684,,,,,2680.499129043093,,,5.567679999999999,,,2.4,0.714384,,,,1.5493999999999999,0.037657495390000004,,,,,4.006784,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,755,INDIANA,MARSHALL,,,2143.7599999999998,,,17600.0,40.656,,,,2.54,62.227467792000006,,,,,370.192,,2146.2999999999997,,,,,,,2197.1,,,,,,5.08,,,,386.524,,,3697.4176873223055,,,55000.0,2107.4166973814044,,,,154.17958513236488,37729.13509725055,,,,,6132.740322902896,,,4.85902,,,3.13,0.698412,,,,1.5493999999999999,0.033953479450000004,,,,,3.500492,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,756,INDIANA,MARTIN,,,492.76,,,6400.0,8.712,,,,2.54,8.272302265999999,,,,,130.656,,495.29999999999995,,,,,,,520.6999999999999,,,,,,5.08,,,,146.988,,,770.1942491279597,,,16000.0,305.0825953892901,,,,154.17958513236488,5757.739597030943,,,,,1856.5752164273883,,,4.3942,,,2.5,0.4719,,,,1.5493999999999999,0.03889216737,,,,,2.896208,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,757,INDIANA,MIAMI,,,1945.6399999999999,,,7700.0,42.108,,,,2.54,67.166155712,,,,,310.308,,1945.6399999999999,,,,,,,1981.1999999999998,,,,,,2.54,,,,315.752,,,3425.654442786636,,,17600.0,2277.9500455733664,,,,189.5650636873339,52787.000224175776,,,,,6316.749996720404,,,4.96316,,,2.29,0.728904,,,,1.905,0.043954322488,,,,,4.360644,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,758,INDIANA,MONROE,,,213.35999999999999,,,9100.0,14.52,,,,2.54,7.037630286,,,,0.0009072,27.220000000000002,,213.35999999999999,,,,,,,231.14,,,,,,2.54,,,,27.220000000000002,,,364.1517599455383,,,16100.0,621.1168736899906,,,,179.45492695734274,4425.257503823119,,,,1.4667598415670187,617.9429344617787,,,4.81076,,,1.77,0.5764440000000001,,,,1.8034,0.03518815143,,,,0.7257600000000001,4.8996,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
1973,759,INDIANA,MONTGOMERY,2.177,,2926.08,,,11200.0,65.34,,,,2.54,97.415619222,,,,,468.184,,2928.62,,,,,2.177,,2966.72,,,,,,2.54,,,,479.072,100.16240503723999,,6098.145621446538,,,25600.0,3313.6663437667507,,,,189.5650636873339,83126.1732830222,,,,,9530.053255921654,1.00142,,5.86994,,,2.29,0.683892,,,,1.905,0.047781805626,,,,,4.338868,"种类：PRODUCTION_BEANS,FAO总量：738172.0,国家总量：497821.82884999993; 种类：PRODUCTION_CORN,FAO总量：2626200.0,国家总量：145701722.82; 种类：PRODUCTION_RYE,FAO总量：626820.0,国家总量：398881.6; 种类：PRODUCTION_COTTON,FAO总量：7375156.0,国家总量：2824366.2173999995; 种类：PRODUCTION_SOYBEANS,FAO总量：42117936.0,国家总量：1908385.685417958; 种类：PRODUCTION_SUGARBEETS,FAO总量：22288000.0,国家总量：11782200.0; 种类：PRODUCTION_SUGARCANE,FAO总量：23429744.0,国家总量：620000.0; 种类：PRODUCTION_WHEAT,FAO总量：46560784.0,国家总量：92293804.3968; "
