year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_FLAXSEED","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1974,-32,IDAHO,OTHER (COMBINED) COUNTIES,,,88.89999999999999,,,,18.876,,,,,,,,,,,,,,,,,,33.019999999999996,,,26.136,,,,,,,,,,31.852290682934445,,,,981.1504126819165,,,,,,,,,,,,,1.8160999999999998,,,,2.567136,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,166,ARKANSAS,MONTGOMERY,,,1.27,,,,1.452,,,,1.27,0.123467198,,,,,2.722,,,,,,,,1.27,,,10.89,,,5.08,0.123467198,,,5.444,,,1.152549991816707,,,,44.329084910327545,,,,40.429489854276035,40.885784490397256,,,,,27.217434149052142,,,1.1176,,,,0.49368,,,,0.8128,0.018520079699999997,,,,,1.6332,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,167,ARKANSAS,NEVADA,,,15.24,,,,,,,,8.889999999999999,5.185622316,,,,,,,,,,,,,16.509999999999998,,,,,,10.16,5.309089514,,,2.722,,,14.249708989733831,,,,,,,,159.19111630121185,2507.6614487443644,,,,,,,,1.15062,,,,,,,,0.4572,0.027039316362,,,,,,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,168,ARKANSAS,NEWTON,,,2.54,,,,,,,,1.27,,,,,,,,,,,,,,3.81,,,,,,5.08,,,,,,,2.305099983633414,,,,,,,,45.48317608606053,,,,,,,,,1.1176,,,,,,,,0.9144,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,169,ARKANSAS,OUACHITA,,,6.35,130.62,,,4.356,,,,3.81,1.481606376,,,,,22.3204,,,,,,,,6.35,130.62,,10.89,,,5.08,1.481606376,,,45.1852,,,6.181859047016884,114.45546356267235,,,155.15179718614644,,,,60.64423478141405,643.2696759822502,,,,,167.38722001667068,,,1.19888,38.315200000000004,,,0.71148,,,,0.4064,0.024323038005999997,,,,,1.2194559999999999,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,170,ARKANSAS,PERRY,,,3.81,,,,,,70.30645,,22.86,8.766171058000001,,,,,21.776,,,,,,,,5.08,,,,72.5744,,48.26,9.136572652000002,,,51.718,,,2.671820435575093,,,,,,2792.7346181597914,,955.1466978072712,3543.4346558344287,,,,,261.28736783090056,,,0.8635999999999999,,,,,,197.42051159999997,,1.0668,0.022594497234,,,,,1.8564040000000002,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,171,ARKANSAS,PHILLIPS,,,5.08,16980.6,,,,,322.0489,,45.72,255.57709986,,,,,359.30400000000003,,,,,,,,12.7,17807.86,,,322.0489,,50.8,259.2811158,,,440.964,,,3.6672045194167944,37598.61978033786,,,,,12878.366466831169,,1500.9448108399977,107175.26974416133,,,,,4409.224332146447,,,0.889,96.33225,,,,,199.28023059999998,,0.8382,0.02345876762,,,,,2.42258,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,172,ARKANSAS,PIKE,,,5.08,,,,,,,,2.54,3.4570815440000002,,,,,5.444,,,,,,,,6.35,,,,,,7.62,3.580548742,,,8.166,,,4.924531783216839,,,,,,,,50.536862317845035,1608.1741899556255,,,,,54.43486829810428,,,1.1938,,,,,,,,0.508,0.026051578778,,,,,1.812852,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,173,ARKANSAS,POINSETT,,,11.43,16196.880000000001,,,,,2580.9271,,50.8,265.4544757,,,,,669.6120000000001,,,,,,,,15.24,16719.36,,,2589.9988999999996,,55.879999999999995,271.6278356,,,854.7080000000001,,,13.568656721842142,24092.87507994253,,,,,134886.8115411682,,1718.253318806731,125791.93028212222,,,,,9526.101952168248,,,1.46304,64.72221,,,,,260.36973179999995,,0.8635999999999999,0.026545447570000002,,,,,2.765552,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,174,ARKANSAS,POLK,,,2.54,,,,,,,,2.54,,,,,,,,,,,,,,3.81,,,,,,7.62,,,,,,,3.0385408875167723,,,,,,,,45.48317608606053,,,,,,,,,1.4731999999999998,,,,,,,,0.4572,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,175,ARKANSAS,POPE,,,3.81,32.655,,,,,,,17.779999999999998,18.767014096,,,,,59.884,,,,,,,,10.16,43.54,,,,,33.019999999999996,19.13741569,,,84.382,,,3.2480954314834465,85.84159767200427,,,,,,,849.0192869397966,8177.156898079453,,,,,748.4794390989338,,,1.0490199999999998,112.09373,,,,,,,1.2191999999999998,0.024323038005999997,,,,,2.3245880000000003,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,176,ARKANSAS,PRAIRIE,,,3.81,827.26,,,108.9,,2335.9885,,58.419999999999995,221.00628441999996,,,,,70.772,,,,,,,,6.35,979.65,,111.078,2349.5962,,81.28,224.71030036,,,114.324,,,3.1433181595001103,2231.8815394721105,,,5762.781038342581,,112254.30855432527,,1917.873924962219,121839.63778138383,,,,,898.1753269187205,,,1.016,116.16472,,,1.49556,,239.36851479999999,,0.8382,0.0308667995,,,,,2.237484,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,177,ARKANSAS,PULASKI,,,6.35,3200.19,,,,,136.077,,5.08,51.485821566,,,,,255.86800000000002,,,,,,,,10.16,3200.19,,,136.077,,20.32,52.843960744,,,307.586,,,4.453034059291823,5665.545446352281,,,,,5031.463344587072,,192.04007680781115,22132.838004135047,,,,,2868.717559310096,,,0.8635999999999999,77.58828,,,,,184.2618657,,0.9652,0.02407610361,,,,,2.237484,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,178,ARKANSAS,RANDOLPH,,,5.08,1502.13,,,,,244.93859999999998,,342.9,60.498927019999996,,,,,326.64,,,,,,,,6.35,1589.21,,,249.47449999999998,,355.59999999999997,61.733599,,,348.416,,,4.714977239250165,2231.8815394721105,,,,,9445.346350849377,,15418.79669317452,22705.238987000608,,,,,4490.876634593604,,,1.143,64.56982,,,,,191.87764179999996,,1.14808,0.02098942366,,,,,2.901652,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,179,ARKANSAS,SAINT FRANCIS,,,2.54,8599.15,,,,,1183.8699,,43.18,185.200797,,,,,958.144,,,,,,,,6.35,10253.67,,,1197.4776,,55.879999999999995,187.67014096,,,1105.132,,,1.8336022597083972,18484.557365371584,,,,,50964.001007491606,,1975.991316627741,85860.14742983424,,,,,12792.194050054504,,,0.889,92.50072999999999,,,,,214.3258109,,1.1683999999999999,0.025928111580000003,,,,,2.716556,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,180,ARKANSAS,SALINE,,,5.08,,,,2.904,,,,1.27,1.111204782,,,,,5.444,,,,,,,,7.62,,,39.204,,,5.08,1.111204782,,,10.888,,,3.4052613394584523,,,,118.21089309420678,,,,42.95633297016828,327.08627592317805,,,,,38.104407808673,,,0.8255,,,,0.62436,,,,0.8635999999999999,0.016421137334,,,,,1.14324,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,181,ARKANSAS,SCOTT,,,6.35,,,,,,,,2.54,0.493868792,,,,,0.5444,,,,,,,,7.62,,,,,,7.62,0.493868792,,,2.722,,,6.391413590983556,,,,,,,,63.171077897306304,190.80032762185385,,,,,5.443486829810428,,,1.23952,,,,,,,,0.635,0.021606759649999998,,,,,1.3065600000000002,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,182,ARKANSAS,SEARCY,,,3.81,,,,,,,,1.27,,,,,,,,,,,,,,5.08,,,,,,7.62,,,,2.722,,,1.6764363517333918,,,,,,,,32.84896050659928,,,,,,,,,0.54102,,,,,,,,0.6604,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,183,ARKANSAS,SEBASTIAN,,,2.54,,,,,,,,3.81,4.074417534,,,,,10.888,,,,,,,,2.54,,,,,,7.62,4.197884732,,,16.332,,,2.2527113476417453,,,,,,,,37.90264673838378,2371.375500443041,,,,,119.75671025582942,,,1.0922,,,,,,,,0.254,0.032595340272,,,,,1.9979480000000003,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,184,ARKANSAS,SEVIER,,,2.54,,,,,,,,1.27,0.6173359900000001,,,,,,,,,,,,,5.08,,,,,,2.54,0.6173359900000001,,,2.722,,,2.09554543966674,,,,,,,,37.90264673838378,231.68611211225112,,,,,,,,1.016,,,,,,,,0.762,0.02098942366,,,,,,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,185,ARKANSAS,SHARP,,,12.7,,,,,,,,7.62,0.370401594,,,,,21.776,,,,,,,,17.779999999999998,,,,,,15.24,0.3950950336,,,24.498,,,17.288249877250603,,,,,,,,295.6406445593935,119.93163450516528,,,,,174.1915785539337,,,1.6764,,,,,,,,0.9905999999999999,0.018149678106,,,,,1.644088,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,186,ARKANSAS,STONE,,,3.81,,,,,,,,1.27,0.123467198,,,,,,,,,,,,,5.08,,,,,,7.62,0.13581391780000002,,,8.166,,,1.5192704437583862,,,,,,,,58.117391665521794,40.885784490397256,,,,,,,,0.49022,,,,,,,,1.1683999999999999,0.018520079699999997,,,,,,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,187,ARKANSAS,UNION,,,2.54,,,,,,,,1.27,0.246934396,,,,,,,,,,,,,3.81,,,,,,2.54,0.246934396,,,2.722,,,2.619431799583425,,,,,,,,42.95633297016828,59.96581725258264,,,,,,,,1.27,,,,,,,,0.8635999999999999,0.01358139178,,,,,,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,188,ARKANSAS,VAN BUREN,,,3.81,,,,2.178,,,,11.43,,,,,,1.0888,,,,,,,,5.08,,,13.794,,,30.48,,,,2.722,,,2.09554543966674,,,,66.49362736549132,,,,373.9727811520533,,,,,,8.165230244715643,,,0.67818,,,,0.5038440000000001,,,,0.83566,,,,,,1.14324,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
1974,189,ARKANSAS,WASHINGTON,,,5.08,,,,,,,,5.08,1.481606376,,,,,24.498,,,,,,,,27.939999999999998,,,,,,33.019999999999996,1.6297670135999998,,,32.664,,,3.9291476993751373,,,,,,,,272.8990565163632,681.4297415066209,,,,,315.72223612900484,,,0.9525,,,,,,,,1.3716,0.025681177184,,,,,2.455244,"种类：PRODUCTION_CORN,FAO总量：2508265.0,国家总量：121610211.44; 种类：PRODUCTION_RYE,FAO总量：444670.0,国家总量：313029.6; 种类：PRODUCTION_COTTON,FAO总量：6603817.0,国家总量：2512157.858; 种类：PRODUCTION_SOYBEANS,FAO总量：33102464.0,国家总量：1499446.0279718218; 种类：PRODUCTION_SUGARBEETS,FAO总量：20069536.0,国家总量：11970300.0; 种类：PRODUCTION_SUGARCANE,FAO总量：22806512.0,国家总量：898000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：290000.0,国家总量：230729.9904; 种类：PRODUCTION_WHEAT,FAO总量：48496688.0,国家总量：97002519.7916; "
