year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1986,-41,COLORADO,OTHER COUNTIES,,,2413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.9642563568411,,,,,,,,,,,,,,,,,,,,0.5588,,,,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,466,GEORGIA,HART,,,8.128,77.2835,,,2.904,,,13.462,53.339999999999996,4.197884732,,,,,506.29200000000003,,,,,,,,,33.019999999999996,250.35500000000002,,8.712,,43.18,101.6,6.1733599,,,571.62,,,,7.595813102150078,62.94514232733693,,,79.00756163465364,,,488.4199537692938,1620.5576655387072,1407.1417049789836,,,,,6994.5598994947595,,,,,,1.6662399999999997,33.438719999999996,,,0.52272,,,0.8483599999999999,0.7746999999999999,0.021112890858000003,,,,,2.8363240000000003,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,467,GEORGIA,HEARD,,,11.684,,,,,,,,,0.30866799500000003,,,,,32.664,,,,,,,,,20.32,,,,,,,0.7037630286000001,,,46.818400000000004,,,,4.340464629800045,,,,,,,,,101.89646829158157,,,,,476.2832616387483,,,,,,0.66294,,,,,,,,,0.020742489264000002,,,,,2.69478,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,468,GEORGIA,HENRY,,,10.668,13.062000000000001,,,,,,,12.7,4.444819128,,,,,152.43200000000002,,,,,,,,,22.352,16.3275,,,,,22.605999999999998,7.40803188,,,223.204,,,,5.063875401433386,17.166856998364622,,,,,,,341.8363825745711,800.6151080052837,,,,,2068.4301648311352,,,,,,0.8458199999999999,56.427839999999996,,,,,,,0.6858,0.011358982215999998,,,,,2.4824640000000002,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,469,GEORGIA,HOUSTON,,,96.52,411.45300000000003,,,23.232,3.329424,,8.636,12.7,18.5200797,,,,,871.0400000000001,,,,,,,,,147.32,544.25,,24.684,,45.72,17.526,30.249463509999998,,,979.9200000000001,,,,74.87301486405077,635.1737089394909,,,1100.2534509122138,6895.943143753435,,256.8727164268138,405.1394163846768,4876.473839668546,,,,,13063.76946209138,,,,,,1.3842999999999999,66.02841000000001,,,1.324224,0.9321480000000001,,0.62992,0.8128,0.016544604532,,,,,3.0867480000000005,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,470,GEORGIA,IRWIN,,,609.6,522.48,,,,11.276496,,33.019999999999996,15.24,9.753908642,,,,0.480816,185.096,,,,,,,,,736.6,548.604,,,,355.59999999999997,20.32,22.22409564,,,217.76000000000002,,,,350.13081347053696,1012.8445629035126,,,,30862.78645233327,,1157.7361867124002,455.78184343276143,3639.159581842199,,,,1039.6641803018063,2571.9296128492406,,,,,,1.02362,84.40229,,,,1.231524,,0.68326,0.762,0.02345876762,,,,0.970704,2.798216,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,471,GEORGIA,JACKSON,,,3.048,,,,2.178,,,,16.256,1.85200797,,,,,146.988,,,,,,,,,8.636,,,2.7588,,,30.48,2.592811158,,,185.096,,,,1.8808680062466858,,,,80.47066462788797,,,,392.4788096226557,582.2655330947518,,,,,3116.2533404363817,,,,,,1.0998199999999998,,,,0.9525119999999999,,,,0.61468,0.019754751679999998,,,,,4.142884,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,472,GEORGIA,JASPER,,,,,,,2.0328,,,,,,,,,,65.328,,,,,,,,,,,,2.7588,,,,,,,70.772,,,,,,,,96.56479755346557,,,,,,,,,,1020.6069892258892,,,,,,,,,,1.1877360000000001,,,,,,,,,,3.271844,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,473,GEORGIA,JEFF DAVIS,,,279.4,587.79,,,,0.37875600000000004,,5.588,6.604,13.58139178,,,,0.399168,141.544,,,,,,,,,304.8,594.321,,,,45.72,14.478,16.050735739999997,,,163.32,,,,235.10850078083575,1545.0171298528155,,,,660.7411871045496,,166.42457683990753,177.2484946682961,6417.051395981743,,,,923.6875323228127,1496.8902508646374,,,,,,1.50114,114.83675000000001,,,,0.784728,,0.5969,0.68326,0.029632127520000003,,,,1.0387440000000001,2.15038,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,474,GEORGIA,JEFFERSON,,,210.82,890.393,,,24.684,1.211112,,88.89999999999999,25.4,35.80548742,,,,,1061.5800000000002,,,,,,,,,266.7,938.287,,30.492,,304.8,109.22,49.3868792,,,1116.02,,,,282.4919063228196,1104.401133561457,,,877.8617959405962,3039.8667210180247,,2243.113861755275,557.0666975289306,12470.18683377927,,,,,13472.012257781738,,,,,,2.3901399999999997,54.09845,,,0.927828,1.129464,,0.58166,0.5588,0.021853694046,,,,,2.69478,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,475,GEORGIA,JENKINS,,,238.76,116.4695,,,3.0492,1.8144,,40.64,13.208,16.050735739999997,,,,0.031752,511.73600000000005,,,,,,,,,342.9,119.735,,8.712,,137.16,114.3,23.45876762,,,598.84,,,,203.64013221478544,572.2285666121539,,,76.081355648185,4343.973202417454,,958.7502796212063,392.4788096226557,4027.3366039053662,,,,69.81519164901458,6395.803799148905,,,,,,1.5214599999999998,214.28211,,,0.48642,1.0773000000000001,,0.5461,0.75692,0.015803801344,,,,0.98658,2.526016,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,476,GEORGIA,JOHNSON,,,63.5,138.2395,,,34.848,0.176904,,50.8,22.86,11.729383810000002,,,,,435.52000000000004,,,,,,,,,111.75999999999999,228.585,,49.368,,187.95999999999998,45.72,20.98942366,,,511.73600000000005,,,,36.17053858166704,203.14114114731467,,,1123.663098803963,398.73101394821265,,1157.7361867124002,557.0666975289306,3226.7214959000826,,,,,3891.9146522480573,,,,,,1.016,61.87034,,,0.792792,1.0137960000000001,,0.51562,0.61976,0.01728540772,,,,,1.8019639999999997,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,477,GEORGIA,JONES,,,2.794,,,,3.7752,,,,,0.30866799500000003,,,,,9.7992,,,,,,,,,11.684,,,15.972,,,,0.6667228692000001,,,76.21600000000001,,,,0.759581310215008,,,,102.41720952640287,,,,,87.33982996421277,,,,,111.5863641553639,,,,,,0.48514,,,,0.48351599999999995,,,,,0.017779276512,,,,,1.399108,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,478,GEORGIA,LAMAR,,,11.43,26.124000000000002,,,1.8876,,,6.35,33.019999999999996,0.5309089514,,,,,65.328,,,,,,,,,14.732,31.5665,,2.4684,,17.779999999999998,53.339999999999996,0.740803188,,,70.772,,,,7.957518487966748,97.27885632406618,,,49.74550176996711,,,220.69346059205128,924.2242936275441,135.86195772210877,,,,,1156.6879211226744,,,,,,1.24206,160.29251,,,0.6708240000000001,,,0.8407399999999998,0.71374,0.01605073574,,,,,3.7073639999999997,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,479,GEORGIA,LANIER,,,76.2,63.133,,,,0.10206,,8.889999999999999,5.08,4.197884732,,,,0.27216,19.054000000000002,,,,,,,,,88.89999999999999,63.133,,,,63.5,11.43,5.062155118000001,,,20.1428,,,,54.43666056540889,228.89142664486158,,,,253.77948708859864,,318.37745134591006,151.9272811442538,1479.9248966158275,,,,539.0851305268625,312.9861433626061,,,,,,1.27508,158.52914,,,,1.1181240000000001,,0.72644,0.762,0.022100628441999996,,,,0.8890560000000001,3.48416,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,480,GEORGIA,LAURENS,,,279.4,402.745,,,20.328,3.9054960000000003,,50.8,43.18,35.188151430000005,,,,0.045360000000000004,952.7,,,,,,,,,419.09999999999997,437.577,,23.232,,198.12,58.419999999999995,56.794911080000006,,,1197.68,,,,148.29920818483487,892.6765639149602,,,1051.971052135481,8720.411888768767,,1591.8872567295502,1139.4546085819036,10141.124701400262,,,,78.61658153516743,10695.961247087316,,,,,,0.9474199999999999,96.28871000000001,,,1.3982759999999999,1.004724,,0.70104,0.6730999999999999,0.018149678106,,,,0.7779240000000001,2.199376,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,481,GEORGIA,LEE,,,218.44,424.515,,,14.52,7.615944000000001,,106.67999999999999,50.8,5.185622316,,,,,544.4,,,,,,,,,304.8,457.17,,15.972,,180.34,104.14,8.395769464,,,571.62,,,,223.89563382051898,2243.1359811196435,,,621.8187721245889,17043.921804937705,,3310.401908880769,784.9576192453114,1977.2767061342613,,,,,10069.988960362105,,,,,,1.8288,229.58641999999998,,,1.1775719999999998,1.006992,,0.88138,0.3937,0.023952636411999996,,,,,3.9305680000000005,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,482,GEORGIA,LIBERTY,,,14.224,,,,,,,,,0.5432556712000001,,,,,,,,,,,,,,14.478,,,,,,,0.6173359900000001,,,,,,,9.04263464541676,,,,,,,,,279.00223460790187,,,,,,,,,,,1.13284,,,,,,,,,0.032224938678,,,,,,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,483,GEORGIA,LINCOLN,,,,,,,,,,,,,,,,,5.9884,,,,,,,,,,,,,,,,,,,19.5984,,,,,,,,,,,,,,,,,,103.42150824155678,,,,,,,,,,,,,,,,,,,,2.455244,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,484,GEORGIA,LONG,,,43.18,,,,,,,,,1.7285407720000001,,,,0.054432,24.498,,,,,,,,,45.72,,,,,,,2.716278356,,,26.1312,,,,36.35139127457537,,,,,,,,,727.8319163684397,,,,112.76780791633345,326.5942365522845,,,,,,1.50114,,,,,,,,,0.026421980371999998,,,,0.92988,2.8145480000000003,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,485,GEORGIA,LOWNDES,,,193.04,1066.73,,,13.068,0.371952,,17.272,12.7,17.90274371,,,,0.7212240000000001,119.768,,,,,,,,,228.6,1077.615,,14.52,,167.64,33.019999999999996,22.22409564,,,163.32,,,,133.46928736635138,3605.03996965657,,,387.7222932070965,1147.2661857753044,,723.5851166952501,506.4242704808461,9291.98746563708,,,,1629.1739403847525,1809.8763942272435,,,,,,1.23444,147.62237000000002,,,0.811668,1.3880160000000001,,0.8229599999999999,1.016,0.032595340272,,,,1.0137960000000001,2.852656,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,486,GEORGIA,LUMPKIN,,,20.066,,,,,,,,,,,,,,,,,,,,,,,35.559999999999995,,,,,,,,,,,,,,12.478835810675127,,,,,,,,,,,,,,,,,,,,1.10998,,,,,,,,,,,,,,,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,487,GEORGIA,MACON,,,73.66,437.577,,,5.6628,2.717064,,17.526,16.509999999999998,20.37208767,,,,,1333.78,,,,,,,,,101.6,518.126,,17.424,,193.04,58.419999999999995,33.95347945,,,1469.88,,,,72.34107716333408,972.7885632406617,,,279.4526717077564,5765.595590450703,,441.38692118410256,379.8182028606346,5385.956181126455,,,,,16792.386996063295,,,,,,1.7526,95.85331000000001,,,0.9423480000000001,0.954828,,0.49022,0.58674,0.016668071729999998,,,,,2.618564,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,488,GEORGIA,MADISON,,,5.08,,,,12.9228,,,8.382,33.019999999999996,3.580548742,,,,,293.976,,,,,,,,,22.86,,,17.424,,48.26,76.2,8.64270386,,,332.084,,,,1.9170385448283531,,,,438.9308979702981,,,256.8727164268138,835.600046293396,946.1814912789717,,,,,4259.333168369378,,,,,,0.6730999999999999,,,,0.8523240000000001,,,0.64008,0.64516,0.016544604532,,,,,2.9778680000000004,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,489,GEORGIA,MARION,,,10.414,,,,,1.147608,,12.7,4.064,1.7285407720000001,,,,,152.43200000000002,,,,,,,,,18.288,,,,,96.52,7.112,3.333614346,,,228.648,,,,7.234107716333408,,,,,3297.304290803396,,285.8161210946238,81.02788327693537,521.6128733973818,,,,,1551.3226236233515,,,,,,1.23952,,,,,1.2927600000000001,,0.45466,0.508,0.019013948492,,,,,1.8509600000000002,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,490,GEORGIA,MCDUFFIE,,,33.019999999999996,17.416,,,1.8876,,,6.35,2.54,1.6050735740000002,,,,,45.1852,,,,,,,,,35.559999999999995,26.124000000000002,,3.3396,,38.1,7.62,3.08667995,,,49.540400000000005,,,,12.659688503583464,34.33371399672924,,,71.692046668482,,,184.51420475728878,43.04606299087192,412.43808594211583,,,,,381.02660931099865,,,,,,0.68326,83.5968,,,0.85668,,,0.60452,0.43179999999999996,0.016174202938,,,,,1.7584119999999999,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
1986,492,GEORGIA,MERIWETHER,,,16.002,,,,,,,4.826,,1.85200797,,,,,92.548,,,,,,,,,45.72,,,,,13.208,,3.827483138,,,108.88000000000001,,,,8.319223873783418,,,,,,,141.09909775557375,,521.6128733973818,,,,,1034.2150824155676,,,,,,0.9270999999999999,,,,,,,0.7111999999999999,,0.017655809314,,,,,2.253816,"种类：PRODUCTION_CORN,FAO总量：3004500.0,国家总量：210984693.60000002; 种类：PRODUCTION_RYE,FAO总量：485200.0,国家总量：340639.4; 种类：PRODUCTION_COTTON,FAO总量：5567000.0,国家总量：2117922.751; 种类：PRODUCTION_SOYBEANS,FAO总量：52868000.0,国家总量：2690510.13444141; 种类：PRODUCTION_SUNFLOWER,FAO总量：1214000.0,国家总量：2425059.0; 种类：PRODUCTION_WHEAT,FAO总量：56897008.0,国家总量：113809961.18800002; "
