year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1983,-39,WASHINGTON,OTHER (COMBINED) COUNTIES,23.947000000000003,,,,,,23.232,,,,,,,,,,54.440000000000005,,,,,70.772,23.947000000000003,,,,,,47.916,,,,,,,70.772,1665.6028936724135,,,,,,,1676.6855794775286,,,,,,,,,,2014.0134510810756,,,3.02603,,,,,,,4.926636,,,,,,,,,,10.430704,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,751,INDIANA,LA PORTE,,,2534.92,,,13600.0,15.972,,,,2.54,81.982219472,,,,,778.4920000000001,,2555.24,,,,,,,2758.44,,,,,,5.08,82.72302266,,,843.82,,,,5408.525324175876,,,37000.0,836.1462584119379,,,,164.13364904208683,54140.81131326865,,,,,18373.790281416677,,,,,,4.32562,,,2.72,0.7535879999999999,,,,1.651,0.037040159399999995,,,,,4.943152,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,752,INDIANA,LAWRENCE,,,520.6999999999999,,,19100.0,7.26,,,,,13.704858978,,,,0.0195048,130.656,,525.78,,,,,,,535.9399999999999,,,,,,2.54,14.692596561999999,,,157.876,,,,723.455925698171,,,43600.0,358.76678338165465,,,,,6335.887434639793,,,,39.19559423329765,2803.2889927209567,,,,,,2.81686,,,2.28,0.71148,,,,,0.025928111580000003,,,,0.9049320000000001,4.268096000000001,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,753,INDIANA,MADISON,,,2092.96,,,4600.0,10.164,,,,2.54,96.057480044,,,,,778.4920000000001,,2100.58,,,,,,,2113.2799999999997,,,,,,2.54,97.909488014,,,849.264,,,,4257.915470551686,,,13300.0,632.6010221260196,,,,136.35718535804136,82464.51429105917,,,,,22965.196621921776,,,,,,4.13512,,,2.89,0.895884,,,,1.3716,0.048028740022,,,,,6.157164,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,754,INDIANA,MARION,,,309.88,,,2800.0,4.356,,,,,24.199570808,,,,,185.096,,312.41999999999996,,,,,,,337.82,,,,,,,24.446505203999997,,,195.984,,,,591.9703300229756,,,7100.0,279.69165561590216,,,,,19176.401574085907,,,,,5560.310108863023,,,,,,3.8760399999999997,,,2.54,0.9249240000000001,,,,,0.04432472408199999,,,,,6.3640360000000005,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,755,INDIANA,MARSHALL,,,1595.12,,,16100.0,17.424,,,,,62.474402188,,,,,794.8240000000001,,1600.2,,,,,,,1663.7,,,,,,5.08,64.326410158,,,903.7040000000001,,,,3047.234125505767,,,45200.0,929.8649283565334,,,,,37130.80424003037,,,,,18332.965684435305,,,,,,3.8836599999999994,,,2.81,0.768108,,,,,0.033336143459999995,,,,,4.7199480000000005,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,756,INDIANA,MARTIN,,,411.47999999999996,,,7000.0,2.904,,,,,4.197884732,,,,,136.1,,414.02,,,,,,,416.56,,,,,,2.54,4.197884732,,,168.764,,,,653.3725190394886,,,16000.0,120.07704586651298,,,,,2033.0360453934386,,,,,2773.3509549346163,,,,,,3.22326,,,2.29,0.59532,,,,,0.02716278356,,,,,4.0122279999999995,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,757,INDIANA,MIAMI,,,1625.6,,,10400.0,13.068,,,,,70.623237256,,,,,593.3960000000001,,1630.6799999999998,,,,,,,1750.06,,,,,,,71.24057324600001,,,669.6120000000001,,,,3105.4679869156494,,,27400.0,825.8957788867477,,,,,51302.18133288664,,,,,16868.72347270339,,,,,,3.8836599999999994,,,2.63,0.910404,,,,,0.040620708141999994,,,,,5.841412,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,758,INDIANA,MONROE,,,218.44,,,10000.0,4.356,,,,,9.26003985,,,,0.0013608000000000001,21.776,,231.14,,,,,,,246.38,,,,,,2.54,9.630441444,,,27.220000000000002,,,,298.0762612318644,,,21100.0,219.65313268264566,,,,,5503.077488334047,,,,2.177024837228668,468.12204538641214,,,,,,2.70256,,,2.11,0.726,,,,,0.033336143459999995,,,,0.718956,4.213656,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,759,INDIANA,MONTGOMERY,,,2849.88,,,8700.0,31.944,,,,,89.26678415399999,,,,,391.968,,2877.8199999999997,,,,,,,2913.3799999999997,,,,,,2.54,90.995324926,,,446.408,,,,6151.244681722365,,,23700.0,2272.6777461564407,,,,,76634.84466691894,,,,,11351.959600620496,,,,,,4.37388,,,2.72,1.02366,,,,,0.048028740022,,,,,5.923072,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,760,INDIANA,MORGAN,,,1183.6399999999999,,,7500.0,10.164,,,,2.54,32.101471479999994,,,,,337.528,,1188.72,,,,,,,1262.3799999999999,,,,,,2.54,32.348405876,,,359.30400000000003,,,,2202.4312524736206,,,15800.0,452.48545332625014,,,,118.68125392273971,21906.167509199186,,,,,8872.545743951767,,,,,,3.782059999999999,,,2.11,0.640332,,,,1.1938,0.03827483138,,,,,5.55288,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,761,INDIANA,NEWTON,,,2260.6,,,2800.0,2.904,,,,,74.69765479,,,,,228.648,,2265.68,,,,,,,2286.0,,,,,,,76.179261166,,,326.64,,,,4038.096901203612,,,10400.0,180.11556879976948,,,,,59194.824614869205,,,,,6621.749630378726,,,,,,3.6321999999999997,,,3.71,0.89298,,,,,0.04432472408199999,,,,,5.3623400000000006,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,762,INDIANA,NOBLE,,,1371.6,,,15200.0,42.108,,,,2.54,45.68286326,,,,,941.812,,1376.6799999999998,,,,,,,1478.28,,,,,,5.08,46.053264854,,,1056.136,,,,2518.123415198355,,,42700.0,2413.255751073334,,,,138.8823184202273,27150.69289002001,,,,,22227.6322364583,,,,,,3.7312599999999994,,,2.81,0.8247359999999999,,,,1.397,0.033336143459999995,,,,,4.861492000000001,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,763,INDIANA,OHIO,,,71.11999999999999,,,5100.0,1.452,,,,,1.2346719800000001,,,,0.18144000000000002,21.776,,73.66,,,,,,,88.89999999999999,,,,,,,1.2346719800000001,,,27.220000000000002,,,,75.84976290275122,,,8500.0,65.89593980479371,,,,,707.6162942467122,,,,333.688512865974,454.5138463926211,,,,,,2.1361399999999997,,,1.67,0.6534,,,,,0.032101471480000004,,,,0.82782,4.093888,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,764,INDIANA,ORANGE,,,617.22,,,13300.0,5.808,,,,2.54,5.802958306,,,,0.0163296,195.984,,629.92,,,,,,,657.86,,,,,,7.62,6.1733599,,,283.088,,,,811.5987997146512,,,26900.0,257.72634234763757,,,,148.98285066897114,2811.413969064822,,,,33.11273071751167,4098.789536929865,,,,,,2.6492199999999997,,,2.02,0.63888,,,,1.4986,0.02716278356,,,,0.911736,3.854352,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,765,INDIANA,OWEN,,,492.76,,,12300.0,1.452,,,,5.08,20.619022066,,,,0.0063504,304.86400000000003,,500.38,,,,,,,513.0799999999999,,,,,,10.16,20.865956462,,,326.64,,,,745.7609520488547,,,21600.0,67.360294022678,,,,308.06623358668605,10440.061941270726,,,,12.62308519065362,6866.697212266964,,,,,,3.05816,,,1.76,0.66792,,,,1.5493999999999999,0.028397455540000005,,,,0.893592,4.747168,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,766,INDIANA,PARKE,,,1112.52,,,6100.0,4.356,,,,5.08,39.386036162,,,,,609.7280000000001,,1117.6,,,,,,,1150.62,,,,,,10.16,40.12683935,,,675.056,,,,1987.3018079833614,,,14500.0,275.29859296224924,,,,297.9657013379423,25142.15125481203,,,,,16025.015135088343,,,,,,3.6296599999999994,,,2.38,0.910404,,,,1.4986,0.035805487420000004,,,,,5.449444,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,767,INDIANA,PERRY,,,205.73999999999998,,,11000.0,2.904,,,,2.54,8.395769464,,,,0.0036288,141.544,,218.44,,,,,,,243.84,,,,,,7.62,8.519236661999999,,,163.32,,,,260.3097961608204,,,20300.0,134.720588045356,,,,156.55824985552897,3510.8654599163797,,,,4.125370594916509,2580.1145292227834,,,,,,2.5019,,,1.85,0.66792,,,,1.5748,0.02345876762,,,,0.512568,3.7073639999999997,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,768,INDIANA,PIKE,,,655.3199999999999,,,4200.0,1.452,,,,,31.607602688,,,,,293.976,,657.86,,,,,,,668.02,,,,,,2.54,31.854537083999997,,,337.528,,,,1073.049193813859,,,9600.0,65.89593980479371,,,,,16003.014654502573,,,,,6306.039413722772,,,,,,3.3274,,,2.29,0.6534,,,,,0.028397455540000005,,,,,4.371532,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,769,INDIANA,PORTER,,,1397.0,,,4300.0,20.328,,,,2.54,66.425352524,,,,,413.744,,1409.7,,,,,,,1427.48,,,,,,2.54,67.042688514,,,446.408,,,,3188.604903313652,,,10500.0,1124.6240393351459,,,,138.8823184202273,45328.26684876536,,,,,10429.32370884146,,,,,,4.627879999999999,,,2.44,0.797148,,,,1.397,0.03827483138,,,,,5.286124,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,770,INDIANA,POSEY,,,1607.82,,,3500.0,1.452,,,,,77.660867542,,,,,2188.4880000000003,,1612.8999999999999,,,,,,,1643.3799999999999,,,,,,2.54,78.40167073,,,2417.136,,,,2712.4686305891137,,,8300.0,70.28900245844662,,,,,39318.971549931746,,,,,50478.25334756852,,,,,,3.429,,,2.37,0.69696,,,,,0.028397455540000005,,,,,4.7852760000000005,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,771,INDIANA,PULASKI,,,2052.3199999999997,,,5000.0,4.356,,,,,92.22999690600001,,,,,261.312,,2092.96,,,,,,,2118.36,,,,,,2.54,93.09426729200001,,,299.42,,,,3564.178457803716,,,13200.0,228.43925798995147,,,,,64967.340615243345,,,,,6866.697212266964,,,,,,3.502659999999999,,,2.64,0.75504,,,,,0.039509503359999996,,,,,5.3623400000000006,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,772,INDIANA,PUTNAM,,,1376.6799999999998,,,10500.0,7.26,,,,2.54,56.794911080000006,,,,,342.97200000000004,,1381.76,,,,,,,1422.3999999999999,,,,,,2.54,57.41224707,,,375.636,,,,2595.7474415608194,,,23100.0,423.19836896856395,,,,141.40745148241325,37506.38519620747,,,,,9381.49238631955,,,,,,3.8328599999999993,,,2.2,0.839256,,,,1.4223999999999999,0.037040159399999995,,,,,5.699868,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,773,INDIANA,RANDOLPH,,,1544.32,,,10500.0,59.532,,,,2.54,105.56445429,,,,,1252.1200000000001,,1549.3999999999999,,,,,,,1577.34,,,,,,2.54,106.552191874,,,1393.664,,,,2681.989319013321,,,24900.0,4294.950921054665,,,,126.25665310929756,65068.03985711692,,,,,35596.32692795863,,,,,,3.5305999999999997,,,2.37,1.03818,,,,1.27,0.03457081544,,,,,5.87952,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
1983,774,INDIANA,RIPLEY,,,972.8199999999999,,,12200.0,4.356,,,,,32.595340272,,,,0.176904,500.848,,977.9,,,,,,,1038.86,,,,,,2.54,32.842274668,,,582.508,,,,1351.5451904367426,,,23500.0,188.9016941070753,,,,,20809.36225311678,,,,343.2015625748723,10208.870885142045,,,,,,2.8219399999999997,,,1.93,0.62436,,,,,0.035805487420000004,,,,0.8731800000000001,4.131996000000001,"种类：PRODUCTION_BEANS,FAO总量：703970.0,国家总量：943340.1947999999; 种类：PRODUCTION_CORN,FAO总量：2694740.0,国家总量：108016601.34; 种类：PRODUCTION_RYE,FAO总量：686000.0,国家总量：528574.0; 种类：PRODUCTION_COTTON,FAO总量：4482500.0,国家总量：1691550.7700000003; 种类：PRODUCTION_SOYBEANS,FAO总量：44518400.0,国家总量：2019606.04858114; 种类：PRODUCTION_SUNFLOWER,FAO总量：1451000.0,国家总量：2900892.6576; 种类：PRODUCTION_WHEAT,FAO总量：65857904.0,国家总量：131733240.2104; "
