year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_LENTILS,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_LENTILS,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUNFLOWER,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_LENTILS,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUNFLOWER,YIELD_WHEAT,标记
2020,-85,NEW JERSEY,OTHER COUNTIES,,,,,,,,,,,,,,,14.754330160999999,,,,,,,,,,,,,,,,14.939530957999999,,,,,,,,,,,,,,,,,15327.792697961388,,,,,,,,,,,,,,,,,0.05815305025800001,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,858,IOWA,MADISON,,,,,1746.504,,,,,,,,,,82.352621066,,,,,,,1765.3,,,,,,,,,83.093424254,,,,,,,2295.076976724683,,,,,,,,,,93294.87458915419,,,,,,,4.7371,,,,,,,,,,0.06346213977199999,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,859,IOWA,MAHASKA,,,,,3434.08,,,,,,,,,,,,,,,,,3454.3999999999996,,,,,,,,,,,,,,,,4753.7865844490125,,,,,,,,,,,,,,,,,4.59232,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,860,IOWA,MARION,,,,,11.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3029933773444768,,,,,,,,,,,,,,,,,0.36829999999999996,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,861,IOWA,MARSHALL,,,,,166.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.475279231003775,,,,,,,,,,,,,,,,,0.36829999999999996,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,862,IOWA,MILLS,,,,,2440.94,,,,,,,,,,110.132740616,,,,,,,2471.42,,,,,,,,,110.99701100200001,,,,,,,3405.091200585738,,,,,,,,,,119693.94937079935,,,,,,,4.627879999999999,,,,,,,,,,0.060869328614000004,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,863,IOWA,MITCHELL,,,,,3846.83,,,,,12.1968,,,,,97.786020816,,,,,,,3898.8999999999996,,,,18.876,,,,,98.650291202,,,,,,,5865.220487661504,,,,,1147.6434907695996,,,,,128021.90492047295,,,,,,,5.68452,,,,,1.300992,,,,,0.073339515612,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,864,IOWA,MONONA,,,,,4370.07,,,,,,,,,,161.618562182,,,,,,,4432.3,,,,,,,,,162.97670136,,,,,,,5958.238656674021,,,,,,,,,,199489.9156179989,,,,,,,4.98856,,,,,,,,,,0.06914163088,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,865,IOWA,MONROE,,,,,570.4839999999999,,,,,1.8876,,,,,39.879904954000004,,,,,,,584.1999999999999,,,,8.712,,,,,40.250306548000005,,,,,,,661.9206356909942,,,,,146.31311436106446,,,,,39897.98312359978,,,,,,,4.30022,,,,,1.0715759999999999,,,,,0.056054107892,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,866,IOWA,MONTGOMERY,,,,,2331.9739999999997,,,,,,,,,,108.280732646,,,,,,,2354.58,,,,,,,,,109.145003032,,,,,,,3282.5320324659638,,,,,,,,,,117435.0594668029,,,,,,,5.107939999999999,,,,,,,,,,0.060745861416000003,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,867,IOWA,MUSCATINE,,,,,2217.42,,,,,,,,,,88.525980966,,,,,,,2334.2599999999998,,,,,,,,,89.26678415399999,,,,,,,2933.679865259915,,,,,,,,,,108508.36201486515,,,,,,,4.38912,,,,,,,,,,0.06864776208800001,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,868,IOWA,O BRIEN,,,,,4469.384,,,,,4.7916,,,,,164.705242132,,,,,,,4521.2,,,,7.26,,,,,166.06338131,,,,,,,6565.336332204804,,,,,402.3610644929273,,,,,225099.7397102959,,,,,,,5.6133999999999995,,,,,1.1616,,,,,0.07654966276,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,869,IOWA,OSCEOLA,,,,,3116.58,,,,,,,,,,,,,,,,,3175.0,,,,,,,,,,,,,,,,4421.620511537913,,,,,,,,,,,,,,,,,4.70662,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,870,IOWA,PAGE,,,,,2978.658,,,,,,,,,,131.122164276,,,,,,,2997.2,,,,,,,,,132.10990185999998,,,,,,,4129.944471636236,,,,,,,,,,151454.48573180952,,,,,,,5.107939999999999,,,,,,,,,,0.064696811752,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,871,IOWA,PALO ALTO,,,,,4399.534,,,,,,,,,,,,,,,,,4445.0,,,,,,,,,,,,,,,,6052.929324648501,,,,,,,,,,,,,,,,,5.0952399999999995,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,872,IOWA,PLYMOUTH,,,,,,,,,,13.2132,,,,,,,,,,,,,,,,21.78,,,,,,,,,,,,,,,,,1309.197554543275,,,,,,,,,,,,,,,,,1.3706880000000001,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,873,IOWA,POCAHONTAS,,,,,4568.952,,,,,,,,,,174.459150774,,,,,,,4610.099999999999,,,,,,,,,175.94075715,,,,,,,6485.581468913912,,,,,,,,,,209967.8989076209,,,,,,,5.27558,,,,,,,,,,0.06741309010799999,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,874,IOWA,POLK,,,,,1811.02,,,,,,,,,,79.38940831400001,,,,,,,1940.56,,,,,,,,,80.006744304,,,,,,,2082.6501608928356,,,,,,,,,,87851.76638675311,,,,,,,3.8150799999999996,,,,,,,,,,0.061980533396,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,875,IOWA,POTTAWATTAMIE,,,,,6210.3,,,,,,,,,,236.19274977400002,,,,,,,6273.8,,,,,,,,,238.29169213999998,,,,,,,8382.914855288607,,,,,,,,,,249838.6664902087,,,,,,,4.47802,,,,,,,,,,0.059264255040000005,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,876,IOWA,POWESHIEK,,,,,3603.498,,,,,,,,,,139.51793374000002,,,,,,,3810.0,,,,,,,,,140.75260572000002,,,,,,,3806.6659804183664,,,,,,,,,,168518.62994633688,,,,,,,3.9674799999999997,,,,,,,,,,0.067660024504,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,877,IOWA,RINGGOLD,,,,,1313.1799999999998,,,,,,,,,,67.413090108,,,,,,,1330.96,,,,,,,,,68.030426098,,,,,,,1599.5702281579586,,,,,,,,,,75196.53981617065,,,,,,,4.0411399999999995,,,,,,,,,,0.062474402188,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,878,IOWA,SAC,,,,,3964.94,,,,,,,,,,167.791922082,,,,,,,4254.5,,,,,,,,,169.15006125999997,,,,,,,4887.586501406177,,,,,,,,,,174206.67801784596,,,,,,,4.0893999999999995,,,,,,,,,,0.05815305025800001,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,879,IOWA,SCOTT,,,,,2727.4519999999998,,,,,,,,,,81.241416284,,,,,,,2794.0,,,,,,,,,81.982219472,,,,,,,3773.7605357248312,,,,,,,,,,109243.1816221893,,,,,,,4.98602,,,,,,,,,,0.07531499078000001,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,880,IOWA,SHELBY,,,,,4312.92,,,,,6.534,,,,,162.235898172,,,,,,,4445.0,,,,10.164,,,,,163.59403734999998,,,,,,,6290.735339845042,,,,,675.1740589786622,,,,,188821.42354129284,,,,,,,4.8387,,,,,1.428768,,,,,0.065190680544,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,881,IOWA,SIOUX,,,,,6342.38,,,,,11.4708,,,,,,,,,,,,6680.2,,,,15.972,,,,,,,,,,,,8361.327950081857,,,,,1275.667465835531,,,,,,,,,,,,5.69722,,,,,1.537668,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,882,IOWA,STORY,,,,,3865.8799999999997,,,,,,,,,,128.529353118,,,,,,,4241.8,,,,,,,,,129.6405579,,,,,,,4392.449018015276,,,,,,,,,,147889.24985923682,,,,,,,3.76936,,,,,,,,,,0.064449877356,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,883,IOWA,TAMA,,,,,3776.4719999999998,,,,,,,,,,169.643930052,,,,,,,4457.7,,,,,,,,,171.00206923,,,,,,,3825.9386138056557,,,,,,,,,,210158.40769470498,,,,,,,3.7388799999999995,,,,,,,,,,0.069388565276,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,884,IOWA,TAYLOR,,,,,2074.926,,,,,,,,,,105.934855884,,,,,,,2090.42,,,,,,,,,106.79912627,,,,,,,2632.124412885237,,,,,,,,,,109760.2769014174,,,,,,,4.69138,,,,,,,,,,0.05802958306000001,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,885,IOWA,UNION,,,,,1394.206,,,,,,,,,,66.795754118,,,,,,,1414.78,,,,,,,,,67.28962291,,,,,,,1889.8071410458535,,,,,,,,,,76720.61011284296,,,,,,,4.945379999999999,,,,,,,,,,0.064326410158,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,886,IOWA,VAN BUREN,,,,,1347.9779999999998,,,,,4.7916,,,,,61.239730208,,,,,,,1366.52,,,,13.068,,,,,61.733599,,,,,,,1568.998502946234,,,,,315.4876528410453,,,,,59656.465898315626,,,,,,,4.2926,,,,,0.910404,,,,,0.054572501516,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,887,IOWA,WAPELLO,,,,,1397.0,,,,,,,,,,69.75896687000001,,,,,,,1427.48,,,,,,,,,70.37630286000001,,,,,,,1824.7741581527202,,,,,,,,,,79959.25949327159,,,,,,,4.33324,,,,,,,,,,0.06420294296000001,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,888,IOWA,WARREN,,,,,1535.4299999999998,,,,,,,,,,84.57503062999999,,,,,,,1559.56,,,,,,,,,85.19236662000002,,,,,,,1970.4954921294689,,,,,,,,,,92287.89957171,,,,,,,4.6609,,,,,,,,,,0.061116263010000005,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,889,IOWA,WASHINGTON,,,,,3025.902,,,,,13.3584,,,,,114.33062534799998,,,,,,,3048.0,,,,18.876,,,,,115.318362932,,,,,,,4277.902286783053,,,,,1132.4025413569886,,,,,134063.75502513815,,,,,,,5.14096,,,,,1.173216,,,,,0.06568454933600001,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
2020,890,IOWA,WAYNE,,,,,1361.44,,,,,,,,,,85.068899422,,,,,,,1402.08,,,,,,,,,85.80970261,,,,,,,1759.6244892854966,,,,,,,,,,83633.3575298923,,,,,,,4.28752,,,,,,,,,,0.055066370308000004,,,"种类：PRODUCTION_BEANS,FAO总量：1465376.0,国家总量：580323.046; 种类：PRODUCTION_CHICKPEAS,FAO总量：185380.0,国家总量：3143.7666101679997; 种类：PRODUCTION_CORN,FAO总量：2743282.0,国家总量：358291714.2; 种类：PRODUCTION_COTTON,FAO总量：9227456.35,国家总量：3180052.75; 种类：PRODUCTION_SOYBEANS,FAO总量：114748940.0,国家总量：5205749.938617961; 种类：PRODUCTION_SUNFLOWER,FAO总量：1353020.0,国家总量：537243.84; "
