year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1982,-39,WASHINGTON,OTHER (COMBINED) COUNTIES,26.124000000000002,,22.86,,,,28.314,,,,,,,,,,54.440000000000005,,5.08,,,48.996,28.301000000000002,,,22.86,,,50.82,,,,,,,54.440000000000005,1876.8742652619658,,,13.382738049060002,,,,1905.0357746465163,,,,,,,,,,1578.5439366547685,,,3.006437,,,6.984999999999999,,,,2.989668,,,,,,,,,,7.7849200000000005,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,549,GEORGIA,WILCOX,,,172.72,781.543,,,,5.542992,,35.559999999999995,50.8,23.45876762,,,,0.065772,707.72,,173.736,,,,,,,185.42,801.136,,,,279.4,73.66,24.07610361,,,789.38,,,,230.93705151701852,2270.2822346299577,,,,18298.497648152614,,1136.0683938904237,2511.4469820445615,14362.649569973682,,,,158.6564252879367,10276.86535311794,,,,,,4.56438,125.46051,,,,1.48554,,0.62992,1.25984,0.034200413846,,,,1.08864,2.9942,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,550,GEORGIA,WILKES,,,8.889999999999999,18.0691,,,6.6792,,,,33.019999999999996,1.85200797,,,,,125.212,,10.668,,,,,,,30.48,18.2868,,15.972,,,55.879999999999995,1.975475168,,,136.1,,,,8.255829951391945,72.2099947401386,,,292.63222344800556,,,,1377.2451191857274,1058.0421555249266,,,,,2111.9829221450004,,,,,,2.91338,172.94088,,,0.895884,,,,1.0617199999999998,0.031978004282,,,,,3.5222680000000004,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,551,GEORGIA,WILKINSON,,,25.4,,,,5.082,0.254016,,8.128,5.08,3.827483138,,,,,223.204,,25.654,,,,,,,27.939999999999998,,,7.1148,,58.419999999999995,11.176,3.950950336,,,244.98000000000002,,,,27.33094390300986,,,,292.63222344800556,777.2975012958382,,270.00067023629555,184.0546326558867,2481.490622494029,,,,,3459.188523255536,,,,,,3.66522,,,,1.421508,1.376676,,0.66294,0.9245599999999999,0.036299356212,,,,,3.2228480000000004,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,552,GEORGIA,WORTH,,,393.7,333.081,,,17.424,11.886588,,43.18,93.97999999999999,53.09089514,,,,0.517104,1415.44,,396.748,,,,,,,431.79999999999995,335.258,,30.492,,330.2,116.83999999999999,54.32556712,,,1497.1000000000001,,,,497.9886468396694,1039.823924257996,,,1284.6554609367445,36185.027620618435,,1243.0358725359508,3757.0436707198887,37604.12712548644,,,,1138.4054423677528,20850.388101227898,,,,,,4.31292,135.21347,,,1.6698,1.369872,,0.5689599999999999,1.01854,0.039632970558,,,,0.993384,3.124856,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,553,HAWAII,HAWAII,,,,,,,,,,,,,,35100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3588369.4527048403,,,,,8.76,,,,,,,,,,,,,,,107.7,,,,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,554,HAWAII,HONOLULU,,,,,,,,,,,,,,14100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239791.1389504024,,,,,11.04,,,,,,,,,,,,,,,92.6,,,,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,555,HAWAII,MAUI & KALWAO,,,,,,,,,,,,,,19200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759060.4750957852,,,,,11.31,,,,,,,,,,,,,,,96.5,,,,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,556,HAWAII,KAUAI,,,,,,,,,,,,,,20900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774249.3405040598,,,,,10.83,,,,,,,,,,,,,,,89.4,,,,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,558,IDAHO,ADA,343.966,90.71799999999999,492.76,,,,8.712,,,,,,1500.0,,,,598.84,,243.84,,,440.964,346.14300000000003,181.43599999999998,,502.91999999999996,,,21.78,,,,,1600.0,,645.114,30896.5728817486,2474.7918347090517,,548.5791664504821,,,,693.5383695717733,,,,,,38799.87862557918,,,,23725.78753066887,15.43,,3.89683,100.560903,,7.0739,,,,1.605912,,,,,,28.3,,,,12.630080000000001,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,559,IDAHO,ADAMS,23.947000000000003,,,,,,14.52,,,,,,,,,,38.108000000000004,,,,,38.108000000000004,26.124000000000002,,,,,,18.876,,,,,,,43.552,1480.5968681880934,,,,,,,907.1598926888173,,,,,,,,,,843.7045178672039,,,2.579745,,,,,,,1.592844,,,,,,,,,,7.436504,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,560,IDAHO,BANNOCK,485.471,,,,,,17.424,,,,,,,,,,3851.63,,,,,3437.886,496.35600000000005,,,,,,18.876,,,,,,,4047.614,25474.97552617749,,,,,,,1018.3601375990595,,,,,,,,,,79668.84032021847,,,2.259726,,,,,,,1.61898,,,,,,,,,,7.074478,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,561,IDAHO,BEAR LAKE,348.32,,,,,,13.068,,,,,,,,,,949.9780000000001,,,,,585.23,376.62100000000004,,,,,,15.972,,,,,,,1047.97,17135.731400941615,,,,,,,724.2647530338139,,,,,,,,,,12077.221929147474,,,2.0616190000000003,,,,,,,1.452,,,,,,,,,,4.01495,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,562,IDAHO,BENEWAH,152.39000000000001,,,,,,30.492,,,,,,,,,,1469.88,,,,,1527.0420000000001,158.92100000000002,,,,,,31.944,,,,,,,1578.76,6031.254889530911,,,,,,,1874.309391184476,,,,,,,,,,38871.64444012368,,,1.687175,,,,,,,1.730784,,,,,,,,,,7.412006000000001,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,563,IDAHO,BINGHAM,920.8710000000001,,68.58,,,,21.78,,,,,,6050.0,,,,7371.176,,2.54,,,5400.448,962.234,,,68.58,,,40.656,,,,,6050.0,,7708.704000000001,77687.7886131635,,,19.979862439441693,,,,1624.1088401364311,,,,,,145613.66213599715,,,,290786.8445241473,15.96,,3.5920500000000004,,,5.5499,,,,1.6494719999999998,,,,,,26.4,,,,12.570196000000001,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,564,IDAHO,BLAINE,446.285,,,,,,8.712,,,,,,,,,,261.312,,,,,190.54000000000002,454.99300000000005,,,,,,20.328,,,,,,,272.2,34532.74460215172,,,,,,,675.9804361648929,,,,,,,,,,7464.063355647763,,,3.3373410000000003,,,,,,,1.5972,,,,,,,,,,9.290186,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,565,IDAHO,BOISE,6.531000000000001,,,,,,1.452,,,,,,,,,,5.444,,,,,5.444,6.531000000000001,,,,,,4.356,,,,,,,5.444,391.9227004027307,,,,,,,89.25282815164172,,,,,,,,,,81.6488243097294,,,2.6124,,,,,,,1.1804759999999999,,,,,,,,,,3.2664,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,566,IDAHO,BONNER,19.593,,,,,,33.396,,,,,,,,,,57.162,,,,,46.274,19.593,,,,,,36.3,,,,,,,57.162,805.6188841611686,,,,,,,1985.509636094718,,,,,,,,,,1626.1724175021104,,,1.7894940000000001,,,,,,,1.645116,,,,,,,,,,9.1187,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,567,IDAHO,BONNEVILLE,1569.6170000000002,,15.24,,,,20.328,,,,,,,,,,4491.3,,2.54,,,4044.8920000000003,1617.5110000000002,,,15.24,,,26.136,,,,,,,4817.9400000000005,112220.53321531521,,,7.275685756249523,,,,1720.677473874273,,,,,,,,,,128790.13383869016,,,3.0673930000000005,,,5.55244,,,,2.1678360000000003,,,,,,,,,,9.869972,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,568,IDAHO,BOUNDARY,352.67400000000004,,,,,,26.136,,,,,,,,,,601.562,,,,,596.118,363.559,,,,,,29.04,,,,,,,634.226,24930.638442284813,,,,,,,1975.2675082740377,,,,,,,,,,19085.412682399252,,,3.0325610000000003,,,,,,,2.0691,,,,,,,,,,9.121422,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,569,IDAHO,BUTTE,487.648,,,,,,17.424,,,,,,,,,,323.918,,,,,217.76000000000002,529.0110000000001,,,,,,26.136,,,,,,,340.25,36405.264170742535,,,,,,,1439.7505393641875,,,,,,,,,,9871.342859046285,,,3.1218179999999998,,,,,,,1.9848839999999999,,,,,,,,,,8.269436,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,570,IDAHO,CAMAS,463.701,,,,,,7.26,,,,,,,,,,536.234,,,,,362.026,468.055,,,,,,14.52,,,,,,,547.1220000000001,23101.665840405403,,,,,,,329.2112513790063,,,,,,,,,,6797.264623784972,,,2.157407,,,,,,,0.9801,,,,,,,,,,3.993174,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,571,IDAHO,CANYON,607.383,498.94899999999996,815.3399999999999,,,,14.52,,,,,,26700.0,,,,1774.7440000000001,,434.34,,,1415.44,611.7370000000001,970.6826,,830.5799999999999,,,30.492,,,,,26950.0,,1889.068,58037.2198846377,13453.746396819397,,894.5700673357572,,,,1316.8450055160251,,,,,,677674.1153827629,,,,80628.21400585778,15.27,,4.145008000000001,120.110632,,6.621779999999999,,,,1.929708,,,,,,27.8,,,,14.668858,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,572,IDAHO,CARIBOU,2174.8230000000003,,,,,,26.136,,,,,,,,,,2188.4880000000003,,,,,2052.388,2301.089,,,,,,33.396,,,,,,,2389.916,134298.8453380024,,,,,,,1948.9306081637174,,,,,,,,,,47733.263505206305,,,2.614577,,,,,,,1.9151880000000001,,,,,,,,,,6.834942,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,573,IDAHO,CASSIA,1071.084,766.5671,170.18,,,,17.424,,,,,,19300.0,,,,7216.022,,10.16,,,6295.986,1099.385,1514.9905999999999,,172.72,,,27.588,,,,,19350.0,,7607.990000000001,93495.33752940698,19875.462336477707,,68.23311512337634,,,,1246.6132718885037,,,,,,373391.773126162,,,,258211.68525204225,15.73,,3.7509710000000003,113.07998699999999,,5.9436,,,,1.681416,,,,,,21.2,,,,11.8407,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,574,IDAHO,CLARK,128.443,,,,,,,,,,,,,,,,1233.066,,,,,917.3140000000001,137.151,,,,,,,,,,,,,1298.394,9536.785709799778,,,,,,,,,,,,,,,,,40715.547055785064,,,3.128349,,,,,,,,,,,,,,,,,9.810088,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
1982,575,IDAHO,CLEARWATER,137.151,,,,,,8.712,,,,,,,,,,468.184,,,,,484.516,150.213,,,,,,10.164,,,,,,,495.404,6466.7245566450565,,,,,,,491.62213539264945,,,,,,,,,,11795.533485278907,,,1.961477,,,,,,,1.51008,,,,,,,,,,7.55355,"种类：PRODUCTION_BEANS,FAO总量：1159500.0,国家总量：1568382.22531; 种类：PRODUCTION_CORN,FAO总量：3140840.0,国家总量：211623018.968; 种类：PRODUCTION_RYE,FAO总量：495300.0,国家总量：341073.74; 种类：PRODUCTION_COTTON,FAO总量：6908180.0,国家总量：2603363.273; 种类：PRODUCTION_SOYBEANS,FAO总量：59611104.0,国家总量：2699028.75376742; 种类：PRODUCTION_SUNFLOWER,FAO总量：2419000.0,国家总量：4836703.2336; 种类：PRODUCTION_WHEAT,FAO总量：75251296.0,国家总量：150523192.056; "
