year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1977,-37,KANSAS,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,6.988243406800001,,,,,,,,,,,,,,,,,,,,6.988243406800001,,,,,,,,,,,,,,,5832.23943219479,,,,,,,,,,,,,,,,,,,0.275702253134,,,,,,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,107,ARIZONA,GRAHAM,54.425000000000004,,45.72,4832.9400000000005,,15000.0,,,,,104.14,,,,,,136.1,,60.96,,109.22,,65.31,,101.6,4876.4800000000005,,,,,127.0,,,,163.32,4071.4571636157584,,91.80892405459875,19239.35271501927,,81200.0,,,,,8735.220657504049,,,,,,4493.4276308215385,,,2.984667,,5.334,349.8439,,13.61,,,,,4.18846,,,,,,9.883582,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,108,ARIZONA,GREENLEE,,,12.7,217.70000000000002,,4600.0,,,,,7.62,,,,,,43.552,,12.7,,7.62,,4.354,,15.24,217.70000000000002,,,,,12.7,,,,48.996,,,20.189462465710378,990.2608015083449,,24600.0,,,,,416.56399089253415,,,,,,1333.603597275926,,,,,4.826,201.1548,,13.989999999999998,,,,,2.794,,,,,,9.382734,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,110,ARIZONA,MARICOPA,566.02,,7.62,50364.895000000004,,156000.0,,,,,152.4,,5540.0,,,,2422.58,,15.24,,154.94,,609.5600000000001,,177.79999999999998,50560.825000000004,,,,,185.42,,5580.0,,2558.6800000000003,43762.72138431911,,3.825371835608282,290768.86448860745,,1070000.0,,,,,11259.85090533759,,121155.7477998943,,,,87201.34542187893,14.73,,3.245907,,1.143,446.04553000000004,,16.95,,,,,3.743959999999999,,23.9,,,,11.467786,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,111,ARIZONA,MOHAVE,,,2.54,696.64,,10200.0,,,,,2.54,,,,,,32.664,,5.08,,5.08,,,,7.62,696.64,,,,,7.62,,,,38.108000000000004,,,1.0626032876689673,3423.473056643135,,56600.0,,,,,113.60836115250932,,,,,,751.1726384656237,,,,,0.9525,217.43876,,13.72,,,,,1.7145,,,,,,4.649176000000001,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,112,ARIZONA,NAVAJO,4.354,,190.5,,,11400.0,,,,,12.7,,,,,,27.220000000000002,,193.04,,15.24,,6.531000000000001,,203.2,,,,,,30.48,,,,32.664,261.2699784138455,,47.81714794510353,,,36000.0,,,,,454.43344461003727,,,,,,707.6263985545729,,,2.177,,0.75692,,,8.25,,,,,1.6764,,,,,,5.188132,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,113,ARIZONA,PIMA,39.186,,10.16,5997.635,,4800.0,,,,,27.939999999999998,,,,,,315.752,,10.16,,30.48,,43.54,,12.7,6019.405,,,,,38.1,,,,326.64,3135.2397409661453,,8.500826301351738,22351.600948331212,,26400.0,,,,,1943.965290831826,,,,,,12002.432375483333,,,3.30904,,2.54,306.69576,,14.5,,,,,3.4086799999999995,,,,,,11.873364,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,114,ARIZONA,PINAL,435.40000000000003,,2.54,29247.995,,27200.0,,,,,104.14,,3630.0,,,,2749.2200000000003,,2.54,,106.67999999999999,,492.002,,12.7,29335.075,,,,,127.0,,3650.0,,2830.88,33094.19726575376,,1.487644602736554,163279.85958584736,,164000.0,,,,,8015.701036871491,,62399.4207277032,,,,96209.97380347751,14.91,,3.1196410000000006,,1.778,440.77719,,15.03,,,,,3.8861999999999997,,18.8,,,,11.236416,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,115,ARIZONA,SANTA CRUZ,13.062000000000001,,7.62,,,3200.0,,,,,2.54,,,,,,,,10.16,,5.08,,17.416,,10.16,,,,,,5.08,,,,,849.1274298449979,,7.013181698615185,,,12600.0,,,,,151.47781487001245,,,,,,,,,2.477426,,2.44602,,,11.36,,,,,2.286,,,,,,,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,116,ARIZONA,YAVAPAI,,,25.4,21.77,,8800.0,,,,,,,,,,,32.664,,27.939999999999998,,,,,,50.8,21.77,,,,,2.54,,,,38.108000000000004,,,8.500826301351738,56.58633151476256,,23200.0,,,,,,,,,,,816.4919983321996,,,,,0.97028,114.9456,,8.33,,,,,,,,,,,5.057476,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,117,ARIZONA,YUMA,65.31,,15.24,21857.08,,,,,,,63.5,,1410.0,,,,1578.76,,17.779999999999998,,63.5,,87.08,,25.4,21922.39,,,,,76.2,,1410.0,,1633.2,4572.2246222422955,,8.925867616419325,115238.06412981397,,,,,,,4695.812260970385,,27918.18002339662,,,,61424.693034531374,16.6,,2.6668250000000002,,1.651,430.50175,,,,,,,3.77952,,21.6,,,,12.758014000000001,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,118,ARKANSAS,ARKANSAS,,,3.81,152.39000000000001,,,286.044,,4245.6024,,68.58,295.08660322,,,,,201.428,,,,,,,,3.81,152.39000000000001,,300.564,4259.210099999999,,86.36,295.70393921,,,228.648,,,4.165404887662351,492.30108417843434,,,23014.809378781036,,185194.88311212976,,3544.5808679582906,179858.73861865222,,,,,3701.4303924393053,,,,,1.6586199999999998,142.96359,,,2.260764,,216.98384829999998,,1.3208,0.034076946648000005,,,,,3.7672479999999995,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,119,ARKANSAS,ASHLEY,,,15.24,11690.49,,,13.068,,593.29572,,36.83,79.51287551200001,,,,,27.220000000000002,,,,,,,,20.32,11886.42,,20.328,594.2029,,43.18,80.377145898,,,35.386,,,11.476115506824843,33951.798908857534,,,988.2313187453689,,21102.756818278052,,1757.142652492144,28095.08887766952,,,,,476.2869990271165,,,,,1.143,128.15999000000002,,,1.788864,,176.9545308,,1.2191999999999998,0.019754751679999998,,,,,3.3698360000000003,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,120,ARKANSAS,BAXTER,,,5.08,,,,,,,,2.54,,,,,,2.722,,,,,,,,8.889999999999999,,,,,,7.62,,,,5.444,,,3.57034704656773,,,,,,,,98.46057966550806,,,,,,35.381319927728654,,,,,1.0668,,,,,,,,0.9905999999999999,,,,,,2.12316,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,121,ARKANSAS,BENTON,,,13.969999999999999,,,,2.178,,,,3.81,1.296405579,,,,,81.66,,,,,,,,26.669999999999998,,,9.438,,,10.16,1.481606376,,,103.436,,,15.301487342433129,,,,122.97989744386813,,,,146.42855437434534,580.7699855341235,,,,,1192.0783175650115,,,,,1.6637,,,,1.000428,,,,0.9829800000000001,0.025063841194,,,,,2.847212,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,122,ARKANSAS,BOONE,,,3.81,,,,,,,,3.81,,,,,,2.722,,,,,,,,6.35,,,,,,7.62,,,,5.444,,,3.1878098630069016,,,,,,,,141.37929387867825,,,,,,40.824599916609976,,,,,1.27,,,,,,,,0.9474199999999999,,,,,,2.4498,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,123,ARKANSAS,BRADLEY,,,10.16,,,,,,,,1.27,0.740803188,,,,,19.054000000000002,,,,,,,,15.24,,,,,,2.54,0.740803188,,,38.108000000000004,,,6.800661041081391,,,,,,,,53.01723520450435,392.63322965687223,,,,,299.3803993884732,,,,,1.016,,,,,,,,1.0668,0.029632127520000003,,,,,2.564124,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,124,ARKANSAS,CALHOUN,,,30.48,,,,,,,,3.81,0.740803188,,,,,,,,,,,,,44.449999999999996,,,,,,5.08,0.740803188,,,,,,17.93674349585217,,,,,,,,159.05170561351304,433.5325244127965,,,,,,,,,,0.89408,,,,,,,,1.0668,0.03271880747,,,,,,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,125,ARKANSAS,CARROLL,,,6.35,,,,,,,,5.08,,,,,,13.610000000000001,,,,,,,,12.7,,,,,,10.16,,,,21.776,,,6.50313212053408,,,,,,,,201.9704198266832,,,,,,195.9580795997279,,,,,1.55448,,,,,,,,1.016,,,,,,2.547792,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,126,ARKANSAS,CHICOT,,,24.13,5790.82,,,11.616,,735.2693899999999,,30.48,246.19359281200002,,,,,631.504,,,,,,,,31.75,5877.900000000001,,37.752,737.0837499999999,,35.559999999999995,248.90987116800002,,,783.936,,,18.149264153385957,17315.417443517345,,,878.4278388847723,,26924.20697504441,,1391.0712665562805,106479.95058722344,,,,,11703.051976094861,,,,,1.1404599999999998,131.99151,,,1.424412,,182.1753517,,1.16586,0.024199570808,,,,,3.6474800000000003,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,127,ARKANSAS,CLARK,,,21.59,174.16,,,7.26,,85.72851,,27.939999999999998,35.435085826,,,,,27.220000000000002,,,,,,,,30.48,174.16,,9.438,86.18209999999999,,40.64,35.80548742,,,48.996,,,14.451404712297952,339.5179890885754,,,402.612759488854,,3197.2495782865235,,1295.1353171386063,15479.01975529211,,,,,421.85419913830316,,,,,1.016,88.12496,,,1.412796,,185.51830999999999,,1.18364,0.024446505203999998,,,,,2.6240080000000003,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,128,ARKANSAS,CLAY,,,111.75999999999999,5442.5,,,,,1259.61943,,1435.1,195.201640038,,,,,2754.664,,,,,,,,121.92,5703.74,,,1265.5160999999998,,1524.0,198.53525438399998,,,3250.068,,,141.83628683805372,11656.784292041088,,,,,52029.21077609933,,77157.74963428866,101525.68268245581,,,,,50731.369496374,,,,,1.92532,94.43826,,,,,205.47626999999997,,1.37414,0.029138258728000004,,,,,3.7019200000000003,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,129,ARKANSAS,CLEBURNE,,,7.62,,,,2.178,,,,7.62,1.543339975,,,,,10.888,,,,,,,,15.24,,,8.712,,,20.32,1.666807173,,,21.776,,,5.610545358892146,,,,105.41134066617268,,,,275.1846970138559,648.9354767939973,,,,,146.96855969979595,,,,,1.1176,,,,0.8712,,,,0.9220199999999998,0.02345876762,,,,,2.2048200000000002,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,130,ARKANSAS,CLEVELAND,,,5.08,,,,,,,,3.81,1.85200797,,,,,13.610000000000001,,,,,,,,6.35,,,,,,5.08,1.975475168,,,27.220000000000002,,,3.9953883616353165,,,,,,,,166.62559635701365,758.0002628097952,,,,,204.1229995830499,,,,,1.1938,,,,,,,,1.1176,0.02284143163,,,,,2.4498,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,131,ARKANSAS,COLUMBIA,,,17.779999999999998,74.018,,,,,,,1.27,0.987737584,,,,,5.444,,,,,,,,22.86,78.372,,,,,2.54,0.987737584,,,10.888,,,11.0085700602505,113.17266302952513,,,,,,,55.54186545233789,370.82027245371273,,,,,89.81411981654196,,,,,0.9398,71.47091,,,,,,,1.1176,0.02098942366,,,,,2.69478,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,132,ARKANSAS,CONWAY,,,15.24,348.32,,,7.26,,45.358999999999995,,33.019999999999996,30.372930707999995,,,,,163.32,,,,,,,,19.05,359.205,,14.52,45.358999999999995,,48.26,30.8667995,,,223.204,,,11.731140295865398,1035.529866720155,,,358.69136754461533,,1750.983054964881,,1648.583551835302,16768.710849928917,,,,,3021.0203938291384,,,,,1.1683999999999999,131.33840999999998,,,1.06722,,192.095365,,1.27508,0.0308667995,,,,,3.489604,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,133,ARKANSAS,CRAIGHEAD,,,63.5,18722.2,,,18.876,,2444.39651,,381.0,202.115803126,,,,,2368.14,,,,,,,,76.2,19353.53,,20.328,2449.386,,406.4,203.7208767,,,2868.9880000000003,,,61.6309906848001,44929.54722272148,,,1027.7605714951835,,104877.06298049394,,19777.953361527954,91696.21884278202,,,,,42920.26271232929,,,,,1.4731999999999998,105.75866,,,1.5115319999999999,,213.459454,,1.32588,0.02531077559,,,,,3.6039279999999994,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
1977,134,ARKANSAS,CRAWFORD,,,5.08,,,,3.63,,,,8.889999999999999,27.656652352000002,,,,,283.088,,,,,,,,6.35,,,12.342,,,12.7,28.150521144,,,321.196,,,4.080396624648834,,,,204.9664957397802,,,,406.4654699012,13687.630644982632,,,,,4281.139711255167,,,,,1.2191999999999998,,,,1.0527,,,,1.1683999999999999,0.027656652352000002,,,,,3.1030800000000003,"种类：PRODUCTION_CORN,FAO总量：2806230.0,国家总量：167697208.42; 种类：PRODUCTION_RYE,FAO总量：420209.0,国家总量：274294.6; 种类：PRODUCTION_COTTON,FAO总量：8141767.0,国家总量：3132315.9294; 种类：PRODUCTION_SOYBEANS,FAO总量：48097936.0,国家总量：2177977.917324532; 种类：PRODUCTION_SUNFLOWER,FAO总量：1330000.0,国家总量：2503935.5039999997; 种类：PRODUCTION_WHEAT,FAO总量：55671056.0,国家总量：111356839.80360001; "
