year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_TOBACCO,YIELD_WHEAT,标记
1965,-26,ARIZONA,OTHER (COMBINED) COUNTIES,8.708,,,45.717,,135400.0,,,,,,,,,,,51.1595,,7.62,50.071,,,,,,,,,,256.90807483245646,,,294.462138625757,,729600.0,,,,,,,,,,,0.5986750000000001,,,159.3564,,14.0,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1158,LOUISIANA,OUACHITA,,,86.36,3211.0750000000003,,,,,,,,6.1733599,,,,,,,104.14,3330.81,,,,,,,,,,,,59.9065223667304,16959.178796477194,,,,,,,,2616.506784188783,,,,,,,0.889,130.62,,,,,,,,0.02222409564,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1160,LOUISIANA,POINTE COUPEE,,,314.96,1502.13,,,,,,,,3.70401594,,,13.610000000000001,,,,342.9,1545.67,,,,,,,,,32.664,,,237.10900869521024,5521.165099232944,,,,,,,,1657.1209633195629,,,135.75352049596185,,,,0.9652,90.9986,,,,,,,,0.02345876762,,,0.9581440000000001,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1161,LOUISIANA,RAPIDES,,,147.32,4256.035,,,,,27.2154,,,16.050735739999997,,,12.5212,,,,185.42,4364.885,,,,27.2154,,,,,119.768,,,116.79254780740717,25489.37887479209,,,,,1435.8884751056605,,,9448.496720681716,,,126.49759864396445,,,,1.016,148.036,,,,,172.36419999999998,,,0.0308667995,,,0.9690320000000001,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1162,LOUISIANA,RED RIVER,,,30.48,1513.015,,,,,,,,3.70401594,,,25.0424,,,,35.559999999999995,1578.325,,,,,,,,,43.552,,,22.70406856083648,6441.359282438435,,,,,,,,1657.1209633195629,,,327.0425721039081,,,,0.95504,105.1491,,,,,,,,0.02345876762,,,1.2521200000000001,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1163,LOUISIANA,RICHLAND,,,101.6,10797.92,,,,,,,,53.09089514,,,81.66,,,,144.78,11102.7,,,,,,,,,130.656,,,56.3826092863345,48015.7324796625,,,,,,,,23868.35633132212,,,870.0566540877554,,,,0.7111999999999999,109.9385,,,,,,,,0.023582234818,,,1.0234720000000002,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1164,LOUISIANA,SABINE,,,15.24,56.602000000000004,,,,,,,,,,,,,,,15.24,57.6905,,,,,,,,,,,,7.80295039230522,193.24077847315303,,,,,,,,,,,,,,,0.65532,84.4676,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1167,LOUISIANA,SAINT HELENA,,,73.66,261.24,,,,,,,,,,,,,,,86.36,278.656,,,,,,,,,,,,49.58649120271382,616.5301027476788,,,,,,,,,,,,,,,0.8635999999999999,58.3436,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1168,LOUISIANA,SAINT JAMES,,,12.7,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,8.35670816208172,,,,,,,,,,,,,,,,0.84328,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1169,LOUISIANA,ST. JOHN THE BAPTIST,,,10.16,,,,,,,,,,,,,,,,13.969999999999999,,,,,,,,,,,,,6.292701929278404,,,,,,,,,,,,,,,,0.79502,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1170,LOUISIANA,SAINT LANDRY,,,589.28,6770.47,,,,,766.5671,,,59.26425504,,,,,,,693.42,6988.17,,,,771.103,,,,,,,,431.93106042566967,27771.46044914171,,,,,41502.2151357294,,,34886.75712251711,,,,,,,0.9398,101.4482,,,,,176.90009999999998,,,0.0308667995,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1171,LOUISIANA,SAINT MARTIN,,,264.15999999999997,761.95,,,,,181.43599999999998,,,,,,,,,,312.41999999999996,805.49,,,,185.06472,,,,,,,,157.06584015478893,2438.51458549455,,,,,7557.307763714002,,,,,,,,,,0.762,79.0251,,,,,136.077,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1172,LOUISIANA,SAINT MARY,,,,,,,,,136.077,,,,,,,,,,,,,,,140.6129,,,,,,,,,,,,,,5479.048128692652,,,,,,,,,,,,,,,,131.5411,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1173,LOUISIANA,SAINT TAMMANY,,,15.24,,,,,,,,,,,,,,,,20.32,,,,,,,,,,,,,10.873788933793081,,,,,,,,,,,,,,,,0.9144,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1174,LOUISIANA,TANGIPAHOA,,,58.419999999999995,119.735,,,,,,,,,,,,,,,73.66,121.912,,,,,,,,,,,,42.79037311909315,147.2310693128785,,,,,,,,,,,,,,,0.9398,30.478,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1175,LOUISIANA,TENSAS,,,63.5,4528.16,,,,,,,,37.0401594,,,416.466,,,,81.28,4832.9400000000005,,,,,,,,,865.596,,,49.838199279884954,26961.68956792088,,,,,,,,20059.885345447336,,,5183.3162371185435,,,,1.00584,147.1652,,,,,,,,0.028397455540000005,,,1.19768,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1176,LOUISIANA,TERREBONNE,,,12.7,,,,,,,,,,,,,,,,16.509999999999998,,,,,,,,,,,,,8.860124316423992,,,,,,,,,,,,,,,,0.89408,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1177,LOUISIANA,UNION,,,50.8,452.81600000000003,,,,,,,,,,,,,,,50.8,463.701,,,,,,,,,,,,32.218633877905425,1729.9650644263224,,,,,,,,,,,,,,,0.8128,94.4818,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1178,LOUISIANA,VERMILION,,,83.82,359.205,,,,,5134.6388,,,0.740803188,,,,,,,96.52,372.267,,,,5152.7824,,,,,,,,58.39627390370359,1150.2427290068633,,,,,256633.57614278802,,,386.6615581078979,,,,,,,0.89408,79.2428,,,,,163.2924,,,0.027409717955999995,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1179,LOUISIANA,VERNON,,,40.64,19.593,,,,,,,,,,,,,,,45.72,22.2054,,,,,,,,,,,,24.16397540842907,46.00970916027453,,,,,,,,,,,,,,,0.762,58.1259,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1180,LOUISIANA,WASHINGTON,,,175.26,696.64,,,,,,,,,,,,,,,208.28,748.888,,,,,,,,,,,,116.28913165306489,1739.1670062583771,,,,,,,,,,,,,,,0.8509,61.8268,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
1965,1181,LOUISIANA,WEBSTER,,,48.26,380.975,,,,,,,,,,,,,,,50.8,402.745,,,,,,,,,,,,33.47717426376111,1343.4835074800164,,,,,,,,,,,,,,,0.889,87.08,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：750719.0,国家总量：435401.04099999997; 种类：PRODUCTION_CORN,FAO总量：2060251.0,国家总量：103950528.69999999; 种类：PRODUCTION_OATS,FAO总量：13493086.0,国家总量：10264943.040000001; 种类：PRODUCTION_RICE,FAO总量：3460000.0,国家总量：2492032.5317999995; 种类：PRODUCTION_RYE,FAO总量：846031.0,国家总量：411886.4000000001; 种类：PRODUCTION_COTTON,FAO总量：8777194.0,国家总量：2076512.9455; 种类：PRODUCTION_SORGHUM,FAO总量：17087008.0,国家总量：9034907.0; 种类：PRODUCTION_SOYBEANS,FAO总量：23014000.0,国家总量：977382.0197021461; 种类：PRODUCTION_SUGARBEETS,FAO总量：18570000.0,国家总量：6652800.0; 种类：PRODUCTION_TOBACCO,FAO总量：841200.0,国家总量：514772.40528000006; 种类：PRODUCTION_WHEAT,FAO总量：35805008.0,国家总量：63177649.942; "
