year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1988,-43,NEW JERSEY,OTHER (COMBINED) COUNTIES,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1025,KENTUCKY,CHRISTIAN,22.858500000000003,,1168.3999999999999,,,56600.0,,,,,15.24,59.88159103000001,,,,1.4669424,2150.38,,,,,,26.124000000000002,,,1244.6,,,,,,25.4,67.9069589,,,2395.36,1714.774785307207,,,1416.7741605353303,,,95700.0,,,,,758.471575525173,24615.67351580829,,,,3418.2336447825664,59132.84607337332,,,1.6327500000000001,,,1.3716,,,6.19,,,,,1.27,0.025928111580000003,,,,3.2523120000000003,5.683536,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1026,KENTUCKY,CLARK,,,104.14,,,73800.0,,,,,,0.6173359900000001,,,,1.206576,38.108000000000004,,,,,,,,,139.7,,,,,,,0.740803188,,,92.548,,,,116.92379344192541,,,83420.0,,,,,,302.1069405474753,,,,2591.7670991027076,952.6580495134942,,,,,,1.27,,,4.43,,,,,,0.0308667995,,,,0.9729720000000001,3.843464,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1027,KENTUCKY,CLAY,,,30.48,,,5400.0,,,,,,,,,,0.4536,,,,,,,,,,33.019999999999996,,,,,,,,,,,,,,42.434781619898786,,,6480.0,,,,,,,,,,989.6333698887968,,,,,,,1.5748,,,2.4,,,,,,,,,,0.9888480000000001,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1028,KENTUCKY,CLINTON,,,50.8,,,27600.0,,,,,,0.6173359900000001,,,,0.39690000000000003,,,,,,,,,,76.2,,,,,,,0.740803188,,,,,,,57.03599680093922,,,44440.0,,,,,,350.44405103507137,,,,796.9774705165057,,,,,,,1.27,,,5.41,,,,,,0.035805487420000004,,,,0.909468,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1029,KENTUCKY,CRITTENDEN,,,248.92,,,35000.0,,,,,,8.395769464,,,,,108.88000000000001,,,,,,,,,279.4,,,,,,,8.64270386,,,179.65200000000002,,,,408.03552111391923,,,56100.0,,,,,,4108.654391445664,,,,,2885.1929499551543,,,,,,1.8541999999999998,,,5.6,,,,,,0.0308667995,,,,,4.6328439999999995,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1030,KENTUCKY,CUMBERLAND,,,55.879999999999995,,,27000.0,,,,,,1.2346719800000001,,,,0.449064,,,,,,,,,,76.2,,,,,,,1.481606376,,,,,,,77.79709963648111,,,40360.0,,,,,,652.5509915825467,,,,881.9459921736249,,,,,,,1.5748,,,5.09,,,,,,0.033336143459999995,,,,0.8890560000000001,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1031,KENTUCKY,DAVIESS,,,1602.74,,,36000.0,,,,,,83.95769464,,,,1.249668,272.2,,,,,,,,,1676.3999999999999,,,,,,,86.4270386,,,397.41200000000003,,,,3383.0331142509094,,,60440.0,,,,,,49303.85269734797,,,,2799.4174434733136,8982.204466841518,,,,,,2.3876,,,6.08,,,,,,0.037040159399999995,,,,2.088828,6.053728,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1032,KENTUCKY,EDMONSON,,,134.62,,,42200.0,,,,,,2.839745554,,,,0.276696,,,,,,,,,,152.4,,,,,,,3.08667995,,,,,,,166.25993067473783,,,84800.0,,,,,,1556.454957700593,,,,679.2937961357903,,,,,,,1.397,,,6.91,,,,,,0.03457081544,,,,1.11132,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1033,KENTUCKY,ELLIOTT,,,10.16,,,9800.0,,,,,,,,,,0.390096,,,,,,,,,,12.7,,,,,,,,,,,,,,19.620382899523094,,,18100.0,,,,,,,,,,704.7389149208099,,,,,,,2.1844,,,6.15,,,,,,,,,,0.818748,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1034,KENTUCKY,ESTILL,,,71.11999999999999,,,16400.0,,,,,,0.740803188,,,,0.285768,,,,,,,,,,76.2,,,,,,,0.8642703860000001,,,,,,,105.4025220881357,,,26160.0,,,,,,406.0317280958068,,,,542.071905545149,,,,,,,1.6764,,,5.2,,,,,,0.03457081544,,,,0.859572,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1035,KENTUCKY,FAYETTE,,,109.22,,,45000.0,,,,,,1.85200797,,,,1.7781120000000001,81.66,,,,,,,,,177.79999999999998,,,,,,,2.345876762,,,190.54000000000002,,,,127.5324888469001,,,79000.0,,,,,,870.067988776729,,,,3956.715971070543,1837.26909549031,,,,,,1.3208,,,6.56,,,,,,0.029632127520000003,,,,1.006992,3.500492,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1036,KENTUCKY,FLEMING,,,187.95999999999998,,,81400.0,,,,,,1.2346719800000001,,,,1.254204,81.66,,,,,,,,,330.2,,,,,,,1.3581391779999998,,,228.648,,,,274.3431446125177,,,171120.0,,,,,,725.0566573139407,,,,2696.728214090913,1796.4408933683035,,,,,,1.651,,,6.7,,,,,,0.037040159399999995,,,,0.9729720000000001,3.250068,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1037,KENTUCKY,FLOYD,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1038,KENTUCKY,FRANKLIN,,,27.939999999999998,,,39200.0,,,,,,0.493868792,,,,0.886788,,,,,,,,,,38.1,,,,,,,0.6173359900000001,,,,,,,39.52594578305089,,,49920.0,,,,,,261.02039663301866,,,,1910.201417361112,,,,,,,1.6001999999999998,,,5.17,,,,,,0.033336143459999995,,,,0.97524,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1039,KENTUCKY,FULTON,,,332.74,,,4000.0,,,,,,54.32556712,,,,,762.1600000000001,,,,,,,,,355.59999999999997,,,,,,,58.02958306,,,952.7,,,,717.2846957686118,,,9760.0,,,,,,29775.66006035916,,,,,22482.729968518466,,,,,,2.4383999999999997,,,7.640000000000001,,,,,,0.03457081544,,,,,5.781528000000001,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1040,KENTUCKY,GALLATIN,,,30.48,,,17000.0,,,,,,0.8642703860000001,,,,0.37648800000000004,,,,,,,,,,38.1,,,,,,,0.987737584,,,,,,,41.065917696676244,,,26080.0,,,,,,507.5396601197585,,,,803.3387502127607,,,,,,,1.524,,,4.93,,,,,,0.037040159399999995,,,,0.966168,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1041,KENTUCKY,GARRARD,,,68.58,,,57200.0,,,,,,,,,,1.1566800000000002,48.996,,,,,,,,,127.0,,,,,,,,,,130.656,,,,115.49789352190194,,,108240.0,,,,,,,,,,2781.242358626871,1077.864536020982,,,,,,1.905,,,6.99,,,,,,,,,,1.08864,3.29362,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1042,KENTUCKY,GRANT,,,27.939999999999998,,,44600.0,,,,,,,,,,0.8210160000000001,,,,,,,,,,40.64,,,,,,,,,,,,,,47.05469736077486,,,62120.0,,,,,,,,,,2203.729037631159,,,,,,,1.905,,,4.79,,,,,,,,,,1.215648,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1043,KENTUCKY,GRAVES,,,1021.0799999999999,,,24800.0,,,,,40.64,61.733599,,,,0.8096760000000001,1469.88,,,,,,,,,1092.2,,,,,,45.72,67.9069589,,,1796.52,,,,1604.9929499784298,,,51800.0,,,,,2346.205406957868,32627.54957912733,,,,2124.6674185491343,34540.65899521784,,,,,,1.778,,,7.19,,,,,1.4731999999999998,0.033336143459999995,,,,3.309012,4.65462,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1044,KENTUCKY,GRAYSON,,,393.7,,,82400.0,,,,,,5.926425504,,,,0.70308,136.1,,,,,,,,,457.2,,,,,,,6.2968270980000005,,,212.316,,,,716.086939835792,,,137660.0,,,,,,3132.244759596224,,,,1410.840961205103,2994.0681556138397,,,,,,2.0574,,,6.57,,,,,,0.033336143459999995,,,,0.909468,3.9305680000000005,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1045,KENTUCKY,GREEN,,,182.88,,,64000.0,,,,,,1.481606376,,,,0.966168,43.552,,,,,,,,,228.6,,,,,,,1.6050735740000002,,,114.324,,,,324.4207498037423,,,123700.0,,,,,,812.0634561916136,,,,2051.0583249210417,1001.6518920599026,,,,,,2.0065999999999997,,,6.03,,,,,,0.03457081544,,,,0.961632,3.4569400000000003,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1046,KENTUCKY,GREENUP,,,68.58,,,17800.0,,,,,,0.987737584,,,,0.335664,,,,,,,,,,71.11999999999999,,,,,,,1.2346719800000001,,,,,,,89.31837099027084,,,30020.0,,,,,,541.3756374610757,,,,738.8171990078896,,,,,,,1.4731999999999998,,,5.59,,,,,,0.03457081544,,,,0.9956520000000001,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1047,KENTUCKY,HANCOCK,,,160.01999999999998,,,14200.0,,,,,,11.235515018000001,,,,0.3669624,108.88000000000001,,,,,,,,,177.79999999999998,,,,,,,12.3467198,,,141.544,,,,344.9537086520805,,,26260.0,,,,,,6598.015581556861,,,,798.2497264557569,3266.2561697605515,,,,,,2.4383999999999997,,,6.15,,,,,,0.037040159399999995,,,,1.982232,5.781528000000001,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1048,KENTUCKY,HARDIN,,,863.5999999999999,,,83200.0,,,,,,12.593654196000001,,,,0.71442,408.3,,,,,,,,,1016.0,,,,,,,13.828326176000001,,,549.844,,,,1299.2800071253955,,,157840.0,,,,,,7395.577904602195,,,,1483.0869234697118,11227.755583551898,,,,,,1.7018,,,6.3,,,,,,0.037040159399999995,,,,0.938952,5.215352,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1049,KENTUCKY,HARLAN,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.0,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
1988,1050,KENTUCKY,HARRISON,,,116.83999999999999,,,80600.0,,,,,,1.111204782,,,,1.40616,59.884,,,,,,,,,165.1,,,,,,,1.3581391779999998,,,190.54000000000002,,,,167.91397458196505,,,133360.0,,,,,,587.295892424292,,,,3506.8826211210903,1556.9154409191965,,,,,,1.6256,,,6.25,,,,,,0.033336143459999995,,,,1.129464,3.718252,"种类：PRODUCTION_BEANS,FAO总量：873300.0,国家总量：1165781.18439; 种类：PRODUCTION_CORN,FAO总量：2849000.0,国家总量：126875313.94; 种类：PRODUCTION_RYE,FAO总量：373100.0,国家总量：202692.0; 种类：PRODUCTION_COTTON,FAO总量：8854000.0,国家总量：3354005.935; 种类：PRODUCTION_SOYBEANS,FAO总量：42153008.0,国家总量：2153423.625256678; 种类：PRODUCTION_SUNFLOWER,FAO总量：813000.0,国家总量：1405044.1439999999; 种类：PRODUCTION_WHEAT,FAO总量：49320000.0,国家总量：98644343.632; "
