year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_TOBACCO,YIELD_WHEAT,标记
1964,-24,NORTH DAKOTA,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,302.142,,,,,,,,,,,,,329.362,,,,,,,,,,,,,,,3567.7835334590322,,,,,,,,,,,,,,,,5.678092,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1755,NEBRASKA,WAYNE,5.2248,,2275.8399999999997,,,53520.0,421.6608,,,0.508,208.534,22.594497234,,,13.610000000000001,,5.8779,,2295.3979999999997,,,468.5604,,1.016,216.408,,,14.6988,177.10682478516188,,1858.708285068542,,,129300.0,19033.21576557962,,,18.903050264929114,19229.604769183734,11735.571567438095,,,215.66912551134044,,0.6531,,1.2268199999999998,,,6.41,0.47916,,,0.4064,1.82626,0.027286250758,,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1756,NEBRASKA,WEBSTER,1.5239,,375.91999999999996,,,47200.0,7.6956,,,6.858,1045.464,0.0740803188,,,1902.678,,2.177,,385.06399999999996,,,11.1804,,51.053999999999995,1169.162,,,2162.3568,27.549950522136292,,377.08386996240256,,,74780.0,273.6848998765414,,,255.19117857654302,77892.60275145216,17.41958077399153,,,24097.94378838499,,0.34832,,1.5493999999999999,,,4.58,0.37752,,,0.4064,1.22428,0.012346719799999998,,,1.2194559999999999,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1757,NEBRASKA,WHEELER,0.2177,,213.35999999999999,,,170060.0,23.6676,,,24.637999999999998,16.256,0.061733599,,,,,0.2177,,218.44,,,27.8784,,41.656,23.368,,,,4.67365232071955,,167.7332333051491,,,132000.0,744.5897602591828,,,572.9987111556637,685.1234484867014,29.032634623319215,,,,,0.41363,,1.19634,,,3.49,0.33396,,,0.254,1.1811,0.024693439600000002,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1758,NEBRASKA,YORK,2.3947000000000003,,2162.81,,,33460.0,23.232,,,1.016,1601.724,3.518815143,,,2564.1240000000003,,4.7894000000000005,,2180.5899999999997,,,36.8808,,60.96,1638.3,,,2699.1352,62.233370375897174,,3119.4289673187363,,,85180.0,802.3853378093087,,,47.25762566232278,173194.74509324363,1567.762269659238,,,40671.49988643005,,0.50071,,1.9837399999999998,,,6.3,0.367356,,,0.508,1.72466,0.023335300421999997,,,1.5243200000000001,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1786,NEW JERSEY,ATLANTIC,1.0885,,8.889999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,49.196340218100524,,9.025856405227671,,,,,,,,,,,,,,0.8708,,1.27,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1787,NEW JERSEY,BERGEN,,,1.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36650447221227506,,,,,,,,,,,,,,,,1.7018,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1788,NEW JERSEY,BURLINGTON,91.43400000000001,,407.66999999999996,,,,7.986,,,,,,,,,,,,,,,,,,,,,,5578.8649807326,,282.37255008354686,,,,513.4074500586789,,,,,,,,,,1.17558,,1.4731999999999998,,,,0.68244,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1789,NEW JERSEY,CAMDEN,1.0885,,23.622,,,,,,,,,,,,,,,,,,,,,,,,,,50.426248723553044,,15.60105604103595,,,,,,,,,,,,,,0.8925700000000001,,1.1683999999999999,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1790,NEW JERSEY,CAPE MAY,,,34.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.78135059603631,,,,,,,,,,,,,,,,0.7365999999999999,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1791,NEW JERSEY,CUMBERLAND,59.8675,,166.878,,,,2.3232,,,,,,,,,,,,,,,,,,,,,,3111.6685187948583,,131.28518407603883,,,,127.11054856385088,,,,,,,,,,1.00142,,1.2191999999999998,,,,0.5808,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1792,NEW JERSEY,ESSEX,,,2.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.494418497444738,,,,,,,,,,,,,,,,1.4478,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1793,NEW JERSEY,GLOUCESTER,35.920500000000004,,116.83999999999999,,,,0.8712,,,,,,,,,,,,,,,,,,,,,,1664.0662078772505,,54.64745787165116,,,,35.74984178358306,,,,,,,,,,0.8925700000000001,,0.762,,,,0.4356,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1795,NEW JERSEY,HUNTERDON,26.124000000000002,,445.77,,,,67.518,,,,,,,,,,,,,,,,,,,,,,1239.7477734961333,,291.30541281672066,,,,3232.381527932302,,,,,,,,,,0.91434,,1.5493999999999999,,,,0.5082,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1796,NEW JERSEY,MERCER,34.832,,125.476,,,,6.8244,,,,,,,,,,,,,,,,,,,,,,2203.9960417709035,,132.0510143164824,,,,298.7097891250496,,,,,,,,,,1.21912,,1.7271999999999998,,,,0.46464,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1797,NEW JERSEY,MIDDLESEX,8.708,,79.24799999999999,,,,1.0164,,,,,,,,,,,,,,,,,,,,,,550.9990104427259,,59.351843634375896,,,,62.562223121270364,,,,,,,,,,1.21912,,1.5748,,,,0.6534,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1798,NEW JERSEY,MONMOUTH,26.124000000000002,,176.27599999999998,,,,1.7424,,,,,,,,,,,,,,,,,,,,,,1328.3011858887144,,195.7462094573739,,,,78.64965192388274,,,,,,,,,,0.97965,,1.6001999999999998,,,,0.47916,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1799,NEW JERSEY,MORRIS,1.0885,,49.022,,,,9.438,,,,,,,,,,,,,,,,,,,,,,39.35707217448042,,15.852685977181688,,,,451.8382780980637,,,,,,,,,,0.69664,,1.7526,,,,0.5082,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1800,NEW JERSEY,OCEAN,4.354,,30.226,,,,,,,,,,,,,,,,,,,,,,,,,,270.5798711995529,,33.25891329926317,,,,,,,,,,,,,,1.1973500000000001,,1.6256,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
1964,1801,NEW JERSEY,PASSAIC,,,1.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3008618801742557,,,,,,,,,,,,,,,,1.397,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：791749.0,国家总量：485477.377; 种类：PRODUCTION_CORN,FAO总量：1903354.0,国家总量：88378944.39999999; 种类：PRODUCTION_PEANUTS,FAO总量：952000.0,国家总量：746180.1648; 种类：PRODUCTION_OATS,FAO总量：12371054.0,国家总量：9044232.12; 种类：PRODUCTION_RICE,FAO总量：3319000.0,国家总量：2445156.7268399997; 种类：PRODUCTION_RYE,FAO总量：825000.0,国家总量：354736.4; 种类：PRODUCTION_COTTON,FAO总量：8955408.0,国家总量：2220039.5077; 种类：PRODUCTION_SORGHUM,FAO总量：12441000.0,国家总量：6231255.0; 种类：PRODUCTION_SOYBEANS,FAO总量：19076000.0,国家总量：811245.7927453261; 种类：PRODUCTION_SUGARBEETS,FAO总量：21448000.0,国家总量：7032700.0; 种类：PRODUCTION_TOBACCO,FAO总量：1010600.0,国家总量：660879.91368; 种类：PRODUCTION_WHEAT,FAO总量：34928000.0,国家总量：61716586.5; "
