year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_FLAXSEED","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1975,-36,UTAH,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,4866.606445829222,,,,,,,,,,,,,,,,,,,18.6,,,,,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,695,ILLINOIS,WABASH,1.0885,,1084.58,,,4000.0,3.63,,,,8.889999999999999,37.0401594,,,,,816.6,,,,,,1.0885,,1158.24,,,5.082,,,10.16,37.163626598,,,838.3760000000001,45.722625003105634,,1751.3835048630776,,,7900.0,144.30385544124445,,,,612.0316094017275,24203.724543741548,,,,,15154.073295837734,,,0.91434,,2.1844,,,1.98,0.56628,,,,1.7526,0.03642282341,,,,,2.0142800000000003,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,696,ILLINOIS,WARREN,2.177,,4343.4,,,15800.0,164.076,,,,1.27,81.48835068,,,,,81.66,,,,,,2.177,,4376.42,,,204.732,,,2.54,81.73528507600001,,,81.66,93.62251786350201,,10880.945943392539,,,50200.0,9137.260619795086,,,,91.04602453909996,74583.87390924658,,,,,1524.1165671101169,,,0.93611,,3.4036,,,3.18,0.78408,,,,1.8288,0.051238887170000004,,,,,2.0142800000000003,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,697,ILLINOIS,WASHINGTON,4.354,,1663.7,,,19000.0,6.534,,,,106.67999999999999,132.10990185999998,,,,,3239.1800000000003,,,,,,5.4425,,1757.6799999999998,,,10.164,,,134.62,132.603770652,,,3326.284,167.64962501138731,,2580.9586644627598,,,58400.0,199.3475941147088,,,,7078.828407915022,90874.99954777306,,,,,60910.229949865025,,,0.838145,,2.1082,,,3.07,0.4356,,,,1.7018,0.03827483138,,,,,2.06872,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,698,ILLINOIS,WAYNE,1.0885,,1651.0,,,22700.0,7.986,,,,35.559999999999995,165.44604532,,,,,2395.36,,,,,,1.0885,,1704.34,,,10.89,,,50.8,166.186848508,,,2498.7960000000003,47.89989286039637,,2495.5787186006846,,,45200.0,273.73102475452555,,,,2410.1905940489514,93141.97003301373,,,,,45650.01282167498,,,0.9578800000000001,,2.0574,,,1.99,0.47916,,,,1.7271999999999998,0.03148413549,,,,,2.06872,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,699,ILLINOIS,WHITE,2.177,,2037.08,,,6500.0,2.904,,,,40.64,116.67650210999999,,,,,2221.152,,,,,,2.177,,2044.6999999999998,,,4.356,,,53.339999999999996,117.046903704,,,2259.26,91.44525000621125,,3232.1116295045163,,,14800.0,111.57514595972509,,,,2797.136198340126,78818.09522422736,,,,,36761.14727135063,,,0.91434,,2.159,,,2.28,0.55176,,,,1.7526,0.037657495390000004,,,,,1.7965200000000001,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,700,ILLINOIS,WHITESIDE,1.0885,,5593.08,,,19300.0,248.292,,,,2.54,82.72302266,,,,,244.98000000000002,,,,,,1.0885,,5722.62,,,284.592,,,3.81,82.969957056,,,272.2,47.89989286039637,,12227.322012756029,,,66200.0,14777.01233090599,,,,179.56299284100268,70968.16497425333,,,,,4283.856208270221,,,0.9578800000000001,,2.9718,,,3.43,0.84216,,,,1.8034,0.04815220722,,,,,1.9054,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,701,ILLINOIS,WILL,2.177,,3627.12,,,12300.0,166.98,,,,1.27,145.69129363999997,,,,,816.6,,,,,,2.177,,3688.08,,,182.952,,,2.54,146.18516243200003,,,843.82,95.79978572079273,,5963.793977660248,,,33500.0,8345.820917787436,,,,83.45885582750829,106504.01722005737,,,,,15448.010062351826,,,0.9578800000000001,,2.2352,,,2.72,0.71148,,,,1.6764,0.040744175339999994,,,,,2.06872,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,702,ILLINOIS,WILLIAMSON,1.0885,,243.84,,,5500.0,2.178,,,,7.62,20.98942366,,,,,234.092,,,,,,1.0885,,254.0,,,2.904,,,12.7,21.112890858,,,244.98000000000002,39.190821431233395,,345.9934260965917,,,11800.0,75.87109925261305,,,,490.63691001626086,11550.105633335634,,,,,3589.8388428897215,,,0.7837200000000001,,1.9304,,,2.15,0.49368,,,,1.651,0.0308667995,,,,,1.68764,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,703,ILLINOIS,WINNEBAGO,2.177,,2463.7999999999997,,,20000.0,172.788,,,,,33.95347945,,,,,272.2,,,,,,2.177,,2621.2799999999997,,,191.664,,,1.27,34.076946647999996,,,283.088,100.15432143537421,,4879.839882367817,,,66600.0,9916.798972900366,,,,,25309.96254495274,,,,,4624.060799143015,,,1.00142,,2.6923999999999997,,,3.33,0.81312,,,,0.0,0.04197884732,,,,,1.8509600000000002,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,704,ILLINOIS,WOODFORD,3.2655000000000003,,4091.94,,,9800.0,62.436,,,,,111.12047820000001,,,,,266.75600000000003,,,,,,4.354,,4119.88,,,75.504,,,,111.49087979400001,,,272.2,139.34514286660763,,10208.233828141461,,,26900.0,3857.5247129808954,,,,,99768.49914371726,,,,,5252.758883075939,,,0.9295790000000002,,3.3781999999999996,,,2.74,0.8712,,,,,0.05000421519,,,,,2.12316,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,705,INDIANA,ADAMS,,,1422.3999999999999,,,11700.0,95.832,,,,5.08,81.48835068,,,,,1448.104,,1430.02,,,,,,1483.36,,,,,,5.08,81.982219472,,,1486.212,,,1866.413231255851,,,31000.0,5871.828014707132,,,,306.0158047008637,47203.12101719898,,,,,34205.5303847142,,,,,3.4848799999999995,,,2.65,0.868296,,,,1.5367,0.032348405876,,,,,5.0738080000000005,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,706,INDIANA,ALLEN,2.177,,2204.72,,,14000.0,201.828,,,,2.54,106.058323082,,,,,2226.596,,2214.88,,,,2.177,,2278.38,,,,,,5.08,106.428724676,,,2286.48,87.09071429162977,,3306.2122848597282,,,35600.0,12779.073383920515,,,,134.0399805714527,75349.5213928435,,,,,52592.908112206955,,,0.8708,,3.99796,,,2.54,0.8973359999999999,,,,1.3461999999999998,0.039756437756,,,,,5.0738080000000005,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,707,INDIANA,BARTHOLOMEW,2.177,,1541.78,,,8000.0,8.712,,,,5.08,44.695125675999996,,,,0.0567,1170.46,,1544.32,,,,2.177,,1607.82,,,,,,10.16,44.942060072000004,,,1214.012,78.38164286246679,,2312.0641861345975,,,22900.0,293.0707167208779,,,,311.0739171752582,25890.328786967486,,,,118.70023462202626,26446.144076087512,,,0.7837200000000001,,3.9801799999999994,,,2.86,0.47625599999999996,,,,1.5621,0.032348405876,,,,0.943488,4.834272000000001,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,708,INDIANA,BENTON,,,2976.8799999999997,,,4400.0,45.012,,,,2.54,111.36741259600001,,,,,800.268,,2989.58,,,,,,3073.4,,,,,,5.08,111.49087979400001,,,822.044,,,6584.6308749683685,,,16700.0,2573.666700137659,,,,156.80148670622768,93528.88086102356,,,,,22600.471380861447,,,,,5.90296,,,3.8,0.8102159999999999,,,,1.5748,0.047041002438,,,,,6.070060000000001,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,709,INDIANA,BLACKFORD,,,556.26,,,3800.0,43.56,,,,2.54,35.80548742,,,,,381.08000000000004,,558.8,,,,,,574.04,,,,,,5.08,36.175889014000006,,,402.856,,,1011.4239740584275,,,8500.0,1689.9915441366359,,,,134.0399805714527,23871.308198550003,,,,,8415.300759829432,,,,,4.8514,,,2.24,0.550308,,,,1.3461999999999998,0.037287093796,,,,,4.68184,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,710,INDIANA,BOONE,,,2232.66,,,7800.0,34.848,,,,,79.265941116,,,,,843.82,,2240.2799999999997,,,,,,2306.3199999999997,,,,,,2.54,79.38940831400001,,,865.596,,,4854.758928371544,,,21500.0,1566.5150492745404,,,,,65842.95886519356,,,,,22096.968586369712,,,,,5.80136,,,2.76,0.637428,,,,,0.046423666448,,,,,5.63454,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,711,INDIANA,BROWN,,,71.11999999999999,,,4200.0,1.452,,,,,1.3581391779999998,,,,0.0190512,10.888,,71.11999999999999,,,,,,73.66,,,,,,2.54,1.481606376,,,10.888,,,103.98839560124524,,,5800.0,50.58073283507537,,,,,980.9006907291408,,,,43.38352157015641,157.85493016497637,,,,,3.8938200000000003,,,1.38,0.49368,,,,,0.040373773746,,,,1.027404,3.1575200000000003,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,712,INDIANA,CARROLL,2.177,,2720.3399999999997,,,7100.0,36.3,,,,5.08,66.178418128,,,,,816.6,,2722.88,,,,2.177,,2809.24,,,,,,5.08,66.548819722,,,827.488,87.09071429162977,,6629.129341735951,,,24000.0,2372.8314374101537,,,,230.14411758494708,59311.79509942204,,,,,21805.7534565826,,,0.8708,,6.5024,,,3.38,0.926376,,,,1.1557,0.050127682388,,,,,5.776084,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,713,INDIANA,CASS,,,2550.16,,,9900.0,40.656,,,,2.54,62.597869386000006,,,,,1306.56,,2560.3199999999997,,,,,,2633.98,,,,,,5.08,62.844803782,,,1339.2240000000002,,,5449.563032822053,,,26300.0,2615.321421295956,,,,151.7433742318333,54050.352783316564,,,,,36899.95074442672,,,,,5.6997599999999995,,,2.66,0.911856,,,,1.524,0.04827567441800001,,,,,6.075504,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,714,INDIANA,CLARK,4.354,,457.2,,,13700.0,2.904,,,,2.54,18.273145304,,,,0.251748,337.528,,457.2,,,,6.531000000000001,,474.97999999999996,,,,,,2.54,18.5200797,,,381.08000000000004,174.18142858325953,,694.1760815742623,,,26100.0,121.98882624929942,,,,123.92375562266382,13182.215393743285,,,,576.6222004697971,6932.008743624049,,,0.8708,,4.0386,,,1.91,0.59532,,,,1.2446,0.040373773746,,,,1.03194,4.2191,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,715,INDIANA,CLAY,,,1394.46,,,7300.0,10.164,,,,12.7,56.054107892000005,,,,,805.712,,1397.0,,,,,,1455.4199999999998,,,,,,15.24,56.17757509,,,843.82,,,2561.6363355775857,,,17100.0,352.5774612327313,,,,657.5546216712775,44110.55911726128,,,,,11583.28591003689,,,,,4.87426,,,2.34,0.492228,,,,1.3208,0.044077789686,,,,,3.064972,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,716,INDIANA,CLINTON,,,2956.56,,,5200.0,31.944,,,,,87.785177778,,,,,827.488,,2959.1,,,,,,3086.1,,,,,,2.54,88.032112174,,,849.264,,,6872.228986921837,,,10000.0,1794.1283470323797,,,,,74839.99797849252,,,,,22946.119245188205,,,,,6.1696599999999995,,,1.92,0.795696,,,,,0.047658338428,,,,,5.961180000000001,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,717,INDIANA,CRAWFORD,2.177,,149.85999999999999,,,10700.0,5.808,,,,,2.716278356,,,,0.0131544,92.548,,149.85999999999999,,,,2.177,,165.1,,,,,,2.54,2.839745554,,,92.548,87.09071429162977,,168.57066234307123,,,22700.0,184.4709079867455,,,,,1591.2388982939394,,,,31.2489088071053,1521.3949303831344,,,0.8708,,2.9082999999999997,,,2.12,0.45012,,,,,0.03271880747,,,,1.0704960000000001,3.582152,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
1975,718,INDIANA,DAVIESS,8.708,,1973.58,,,14500.0,7.26,,,,12.7,38.027896984,,,,,1377.332,,1981.1999999999998,,,,10.885,,2057.4,,,,,,15.24,39.015634568,,,1442.66,324.41291073632084,,3921.4809248290185,,,33800.0,318.3610831384156,,,,847.233839461069,27432.522650724964,,,,,27583.78822796613,,,0.812021,,5.27558,,,2.33,0.621456,,,,1.7018,0.040373773746,,,,,4.262652000000001,"种类：PRODUCTION_CORN,FAO总量：2824000.0,国家总量：150717947.99199998; 种类：PRODUCTION_RYE,FAO总量：404486.0,国家总量：267030.2; 种类：PRODUCTION_COTTON,FAO总量：4726756.0,国家总量：1807218.4808999998; 种类：PRODUCTION_SOYBEANS,FAO总量：42139728.0,国家总量：1909504.9155678279; 种类：PRODUCTION_SUGARCANE,FAO总量：25713104.0,国家总量：17821000.0; 种类：PRODUCTION_SUNFLOWER,FAO总量：544000.0,国家总量：347897.592; 种类：PRODUCTION_WHEAT,FAO总量：57886448.0,国家总量：115788348.896; "
