year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1989,-42,CONNECTICUT,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.285768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.6973217237765,,,,,,,,,,,,,,,,,,,0.77112,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,782,INDIANA,SULLIVAN,,,1567.1799999999998,,,4600.0,2.904,,,,,75.685392374,,,,,990.808,,,,,,,1625.6,,,,,,,76.54966276,,,1034.3600000000001,,,3760.179147750763,,,13200.0,187.4782918706938,,,,,51383.97388514984,,,,,29020.429633670512,,,,,3.4543999999999997,,,2.87,0.92928,,,,,0.04197884732,,,,,6.244268000000001,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,783,INDIANA,SWITZERLAND,,,149.85999999999999,,,11400.0,4.356,,,,,5.309089514,,,,0.5565672,76.21600000000001,,,,,,,162.56,,,,,,,5.55602391,,,81.66,,,346.2415038702892,,,27800.0,259.2473254774438,,,,,4120.098602657462,,,,1278.647477285331,2193.6102677237577,,,,,3.3274,,,2.44,0.85668,,,,,0.04790527282399999,,,,1.0401048,6.059172,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,784,INDIANA,TIPPECANOE,,,2618.74,,,6900.0,14.52,,,,,97.292152024,,,,,538.956,,,,,,,2667.0,,,,,,,98.279889608,,,582.508,,,6422.761975390973,,,21200.0,1189.3154140547138,,,,,71715.38915865903,,,,,19263.490663708137,,,,,3.5305999999999997,,,3.07,1.179024,,,,,0.045559396062,,,,,7.490944,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,785,INDIANA,TIPTON,,,1635.76,,,1900.0,5.808,,,,,83.463825848,,,,,234.092,,,,,,,1645.9199999999998,,,,,,,84.081161838,,,244.98000000000002,,,4041.007531065847,,,7300.0,487.73649369485184,,,,,64758.8655743039,,,,,8600.258617874782,,,,,3.55854,,,3.84,1.209516,,,,,0.04790527282399999,,,,,7.823028,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,786,INDIANA,UNION,,,982.9799999999999,,,3500.0,7.26,,,,,22.22409564,,,,0.0013608000000000001,266.75600000000003,,,,,,,1000.76,,,,,,,22.471030036,,,272.2,,,2183.767745877558,,,12600.0,519.9593251101275,,,,,16381.650285940634,,,,1.9949591432001668,7680.357537861594,,,,,3.19786,,,3.6,1.03092,,,,,0.045559396062,,,,0.6636168,6.206160000000001,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,787,INDIANA,VANDERBURGH,,,929.64,,,2400.0,1.452,,,,,37.287093796,,,,,424.632,,,,,,,944.88,,,,,,,37.65749539,,,446.408,,,2280.050482913952,,,5900.0,74.69838191722955,,,,,27485.42710724277,,,,,12225.43092135871,,,,,3.5305999999999997,,,2.46,0.74052,,,,,0.045559396062,,,,,6.1190560000000005,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,788,INDIANA,VERMILLION,,,990.5999999999999,,,2800.0,2.904,,,,,48.76954321,,,,,239.536,,,,,,,1016.0,,,,,,,49.3868792,,,261.312,,,2376.7812550226413,,,8900.0,213.84242666501012,,,,,35002.3235992092,,,,,7372.816644247717,,,,,3.4543999999999997,,,3.18,1.05996,,,,,0.04432472408199999,,,,,6.42392,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,789,INDIANA,VIGO,,,1059.18,,,2700.0,2.904,,,,,64.449877356,,,,,533.5120000000001,,,,,,,1076.96,,,,,,,65.808016534,,,587.952,,,2484.847314460418,,,8600.0,187.4782918706938,,,,,43755.99025290804,,,,,13771.300191913415,,,,,3.3781999999999996,,,3.19,0.92928,,,,,0.04197884732,,,,,5.3623400000000006,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,790,INDIANA,WABASH,,,1666.24,,,8300.0,26.136,,,,,82.352621066,,,,,832.932,,,,,,,1750.06,,,,,,,83.34035865,,,881.928,,,4086.7071084400313,,,25500.0,2087.160671216708,,,,,60702.95065269443,,,,,26051.163129840952,,,,,3.5305999999999997,,,3.07,1.1499840000000001,,,,,0.045559396062,,,,,6.625348000000001,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,791,INDIANA,WARREN,,,1889.76,,,4000.0,4.356,,,,,93.09426729200001,,,,,440.964,,,,,,,1922.78,,,,,,,94.32893927199999,,,473.62800000000004,,,4802.846367997834,,,11500.0,348.5924489470714,,,,,74038.3446919728,,,,,16416.696197158442,,,,,3.6601399999999997,,,2.88,1.151436,,,,,0.049139944803999996,,,,,7.8284720000000005,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,792,INDIANA,WARRICK,,,830.5799999999999,,,6500.0,4.356,,,,,38.398298578,,,,0.0018144,337.528,,,,,,,861.06,,,,,,,38.89216737,,,397.41200000000003,,,1845.2324452507582,,,15900.0,263.64134794316317,,,,,26813.967059356113,,,,2.476657706250777,8545.826601305955,,,,,3.19786,,,2.45,0.8712,,,,,0.043090052102,,,,0.6182568,5.095584,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,793,INDIANA,WASHINGTON,,,878.8399999999999,,,22700.0,14.52,,,,,22.22409564,,,,0.1097712,489.96000000000004,,,,,,,952.5,,,,,,,22.717964432,,,533.5120000000001,,,1796.2174083415848,,,57800.0,848.0463358838415,,,,,15949.644740425323,,,,200.06440951093774,11188.50100572254,,,,,2.94386,,,2.55,0.840708,,,,,0.04432472408199999,,,,0.8250984,4.768944,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,794,INDIANA,WAYNE,,,1694.1799999999998,,,13500.0,27.588,,,,,61.116263010000004,,,,,555.288,,,,,,,1750.06,,,,,,,61.486664604000005,,,582.508,,,3553.0077303211274,,,38700.0,1864.5301996202595,,,,,42677.210690678374,,,,,15436.919898919545,,,,,3.02006,,,2.87,0.97284,,,,,0.043090052102,,,,,5.912184,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,795,INDIANA,WELLS,,,1244.6,,,5500.0,27.588,,,,,112.10821578399998,,,,,963.5880000000001,,,,,,,1303.02,,,,,,,112.97248617000001,,,1028.916,,,2610.162724181588,,,20400.0,2232.163412585448,,,,,73937.13196416636,,,,,29657.28422752579,,,,,3.02006,,,3.71,1.164504,,,,,0.040744175339999994,,,,,6.494692,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,796,INDIANA,WHITE,,,3093.72,,,5200.0,17.424,,,,,114.82449414,,,,,359.30400000000003,,,,,,,3111.5,,,,,,,115.81223172400001,,,370.192,,,7862.70189424284,,,19900.0,1373.8643576149282,,,,,93547.7151274443,,,,,11594.019529160307,,,,,3.6601399999999997,,,3.83,1.135464,,,,,0.050251149586,,,,,6.919324,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,797,INDIANA,WHITLEY,,,1122.68,,,10100.0,43.56,,,,,59.26425504,,,,,958.144,,,,,,,1155.7,,,,,,,59.634656634,,,1034.3600000000001,,,2394.389033363871,,,34300.0,3613.351140976575,,,,,40235.762207737556,,,,,28062.42614205914,,,,,3.07086,,,3.4,1.193544,,,,,0.04197884732,,,,,6.146276,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,798,IOWA,ADAIR,,,2740.66,,,87600.0,164.076,,,,,82.72302266,,,,,10.888,,,,,,,2743.2,,,230.868,,,,83.834227442,,,16.332,,,6240.232486937615,,,298100.0,10604.240883936118,,,,,63517.15820633702,,,,,217.72806627531094,,,,,3.7541200000000003,,,6.82,0.9307319999999999,,,,,0.047411404032,,,,,2.1776,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,799,IOWA,ADAMS,,,1587.5,,,42200.0,91.476,,,,,53.831698328,,,,,48.996,,,,,,,1600.2,,,210.54,,,,53.955165526,,,65.328,,,2997.8026687320203,,,101400.0,5170.299767996477,,,,,38238.662285898194,,,,,734.8322236791745,,,,,3.1775399999999996,,,4.83,0.81312,,,,,0.043830855290000005,,,,,1.6332,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,800,IOWA,ALLAMAKEE,,,1899.9199999999998,,,126000.0,227.964,,,,,5.802958306,,,,,,,,,,,,1905.0,,,251.196,,,,5.802958306,,,,,,3646.5574534165166,,,379000.0,16477.5842464477,,,,,4912.520203288405,,,,,,,,,,3.4798,,,6.02,1.0410840000000001,,,,,0.052226624754,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,801,IOWA,APPANOOSE,,,855.98,,,88700.0,42.108,,,,,31.978004282,,,,,21.776,,,,,,,863.5999999999999,,,91.476,,,,32.101471479999994,,,24.498,,,1119.1916105952155,,,195200.0,2885.408085822397,,,,,17922.058631092375,,,,,430.0129308937391,,,,,2.3571199999999997,,,4.49,0.9859080000000001,,,,,0.03457081544,,,,,2.15038,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,802,IOWA,AUDUBON,,,2768.6,,,29600.0,100.188,,,,,89.143316956,,,,,,,,,,,,2768.6,,,177.144,,,,89.39025135199999,,,,,,6373.2989034095035,,,100200.0,7513.77841638015,,,,,72947.22211415699,,,,,,,,,,3.7515799999999997,,,6.81,1.078836,,,,,0.050498083982,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,803,IOWA,BENTON,,,4572.0,,,56000.0,171.336,,,,,162.729766964,,,,,16.332,,,,,,,4572.0,,,306.372,,,,162.97670136,,,21.776,,,8459.798235091615,,,161600.0,14178.04582272122,,,,,131230.94171196566,,,,,481.7233466341254,,,,,3.07848,,,5.779999999999999,1.19064,,,,,0.049757280794000006,,,,,3.21196,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,804,IOWA,BLACK HAWK,,,3832.8599999999997,,,31200.0,78.408,,,,,109.638871824,,,,,8.166,,,,,,,3835.3999999999996,,,197.472,,,,109.88580622,,,10.888,,,6201.25343564787,,,65400.0,6444.5662830551,,,,,77612.88200572235,,,,,182.3472555055729,,,,,2.63906,,,4.19,1.18338,,,,,0.043707388092,,,,,2.4334680000000004,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,805,IOWA,BOONE,,,3477.2599999999998,,,13300.0,62.436,,,,,144.333154462,,,,,16.332,,,,,,,3479.7999999999997,,,222.156,,,,144.45662166,,,19.054000000000002,,,7928.428639348653,,,36600.0,5228.886734206069,,,,,119751.9372168445,,,,,449.0641366928288,,,,,3.7541200000000003,,,5.54,1.20516,,,,,0.051238887170000004,,,,,2.9942,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,806,IOWA,BREMER,,,3070.8599999999997,,,45700.0,126.324,,,,,67.413090108,,,,,,,,,,,,3073.4,,,197.472,,,,67.783491702,,,,,,5090.574491426276,,,133400.0,10311.30605288816,,,,,46088.82019869072,,,,,,,,,,2.8447999999999998,,,5.84,1.174668,,,,,0.042225781716000006,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
1989,807,IOWA,BUCHANAN,,,4493.26,,,45700.0,113.256,,,,,92.35346410400001,,,,,,,,,,,,4495.8,,,238.128,,,,92.60039850000001,,,,,,8794.032399024376,,,107400.0,8670.87099901959,,,,,67911.27175500705,,,,,,,,,,3.2156399999999996,,,4.699999999999999,1.102068,,,,,0.04543592886399999,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1076330.0,国家总量：1707090.9544900001; 种类：PRODUCTION_CORN,FAO总量：3407000.0,国家总量：193149611.16; 种类：PRODUCTION_RYE,FAO总量：346650.0,国家总量：209753.2; 种类：PRODUCTION_COTTON,FAO总量：6898000.0,国家总量：2653816.3365; 种类：PRODUCTION_SOYBEANS,FAO总量：52350000.0,国家总量：2618285.52762735; 种类：PRODUCTION_SUNFLOWER,FAO总量：798000.0,国家总量：1479361.0608; 种类：PRODUCTION_WHEAT,FAO总量：55428000.0,国家总量：110872259.02; "
