year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_TOBACCO,YIELD_WHEAT,标记
1968,-27,OREGON,OTHER (COMBINED) COUNTIES,3.2655000000000003,,,,,,,,,,,,,,,,10.885,,,,,,,,,,,,,81.23275537132494,,,,,,,,,,,,,,,,0.511595,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,998,KANSAS,WICHITA,,,774.6999999999999,,,8000.0,,,,,1176.02,0.6420294296000001,,,2177.6,,,,939.8,,,,,,,1270.0,0.7161097484,,7294.96,,,2160.51560008693,,,14140.0,,,,,56841.063956714985,341.03205094826166,,,14825.887489175895,,,,2.8702,,,6.79,,,,,1.5595599999999998,0.028397455540000005,,,0.70772,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,999,KANSAS,WILSON,,,342.9,,,62800.0,,,,,495.29999999999995,41.60844572600001,,,2558.6800000000003,,,,355.59999999999997,,,,,,,508.0,41.97884732,,2722.0,,,575.4688295023363,,,126460.0,,,,,34761.998367439664,26816.48693956497,,,47633.95492127802,,,,1.7271999999999998,,,6.359999999999999,,,,,2.0980399999999997,0.03457081544,,,1.9054,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1000,KANSAS,WOODSON,,,203.2,,,104400.0,,,,,276.86,26.915849164,,,762.1600000000001,,,,215.89999999999998,,,,,,,279.4,27.16278356,,816.6,,,295.8837554739681,,,173260.0,,,,,17001.144291861336,13010.37274367618,,,14594.23299715752,,,,1.4986,,,5.98,,,,,1.8415,0.025928111580000003,,,1.95984,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1001,KANSAS,WYANDOTTE,,,101.6,,,9400.0,,,,,48.26,1.1976318206,,,163.32,,,,127.0,,,,,,,50.8,1.2346719800000001,,163.32,,,183.04673008135313,,,18520.0,,,,,2432.126460371785,827.0027235495344,,,3214.20607675493,,,,1.8541999999999998,,,6.46,,,,,1.8034,0.037040159399999995,,,2.0142800000000003,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1002,KENTUCKY,ADAIR,,,279.4,,,,,,,,,,,,,,,,325.12,,,,,,,,,,,,,427.52695176535224,,,,,,,,,,,,,,,,1.5748,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1003,KENTUCKY,ALLEN,,,223.51999999999998,,,,,,,,,,,,,,,,264.15999999999997,,,,,,,,,,,,,314.68992637273726,,,,,,,,,,,,,,,,1.4478,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1004,KENTUCKY,ANDERSON,,,60.96,,,,,,,,,,,,,,,,73.66,,,,,,,,,,,,,90.26962031409198,,,,,,,,,,,,,,,,1.524,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1005,KENTUCKY,BALLARD,,,375.91999999999996,,,,,,,,,,,,,,,,464.82,,,,,,,,,,,,,677.0221523556899,,,,,,,,,,,,,,,,1.8541999999999998,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1006,KENTUCKY,BARREN,,,558.8,,,,,,,,,,,,,,,,657.86,,,,,,,,,,,,,841.262711538274,,,,,,,,,,,,,,,,1.5493999999999999,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1007,KENTUCKY,BATH,,,127.0,,,,,,,,,,,,,,,,160.01999999999998,,,,,,,,,,,,,244.4802216839991,,,,,,,,,,,,,,,,1.9811999999999999,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1008,KENTUCKY,BELL,,,5.08,,,,,,,,,,,,,,,,7.62,,,,,,,,,,,,,6.268723632923054,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1009,KENTUCKY,BOONE,,,152.4,,,,,,,,,,,,,,,,190.5,,,,,,,,,,,,,252.00269004350673,,,,,,,,,,,,,,,,1.7018,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1010,KENTUCKY,BOURBON,,,226.06,,,,,,,,,,,,,,,,304.8,,,,,,,,,,,,,413.1088874096292,,,,,,,,,,,,,,,,1.8796,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1011,KENTUCKY,BOYD,,,22.86,,,,,,,,,,,,,,,,30.48,,,,,,,,,,,,,31.34361816461527,,,,,,,,,,,,,,,,1.41224,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1012,KENTUCKY,BOYLE,,,137.16,,,,,,,,,,,,,,,,172.72,,,,,,,,,,,,,220.03219951559916,,,,,,,,,,,,,,,,1.651,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1013,KENTUCKY,BRACKEN,,,53.339999999999996,,,,,,,,,,,,,,,,73.66,,,,,,,,,,,,,90.89649267738427,,,,,,,,,,,,,,,,1.7526,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1014,KENTUCKY,BREATHITT,,,53.339999999999996,,,,,,,,,,,,,,,,71.11999999999999,,,,,,,,,,,,,75.22468359507664,,,,,,,,,,,,,,,,1.45034,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1015,KENTUCKY,BRECKINRIDGE,,,381.0,,,,,,,,,,,,,,,,408.94,,,,,,,,,,,,,592.3943833112286,,,,,,,,,,,,,,,,1.6001999999999998,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1016,KENTUCKY,BULLITT,,,147.32,,,,,,,,,,,,,,,,180.34,,,,,,,,,,,,,214.39034824596843,,,,,,,,,,,,,,,,1.4986,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1017,KENTUCKY,BUTLER,,,213.35999999999999,,,,,,,,,,,,,,,,241.29999999999998,,,,,,,,,,,,,300.27186201701426,,,,,,,,,,,,,,,,1.4478,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1018,KENTUCKY,CALDWELL,,,317.5,,,,,,,,,,,,,,,,330.2,,,,,,,,,,,,,540.3639771579672,,,,,,,,,,,,,,,,1.7526,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1019,KENTUCKY,CALLOWAY,,,421.64,,,,,,,,,,,,,,,,480.06,,,,,,,,,,,,,739.082516321628,,,,,,,,,,,,,,,,1.8034,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1020,KENTUCKY,CAMPBELL,,,15.24,,,,,,,,,,,,,,,,20.32,,,,,,,,,,,,,21.31366035193838,,,,,,,,,,,,,,,,1.44018,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1021,KENTUCKY,CARLISLE,,,215.89999999999998,,,,,,,,,,,,,,,,248.92,,,,,,,,,,,,,319.7049052790757,,,,,,,,,,,,,,,,1.524,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1022,KENTUCKY,CARROLL,,,73.66,,,,,,,,,,,,,,,,88.89999999999999,,,,,,,,,,,,,123.49385556858417,,,,,,,,,,,,,,,,1.72466,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1023,KENTUCKY,CARTER,,,68.58,,,,,,,,,,,,,,,,73.66,,,,,,,,,,,,,103.43393994323038,,,,,,,,,,,,,,,,1.5519399999999999,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1024,KENTUCKY,CASEY,,,299.71999999999997,,,,,,,,,,,,,,,,360.68,,,,,,,,,,,,,436.3031648514445,,,,,,,,,,,,,,,,1.4986,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
1968,1025,KENTUCKY,CHRISTIAN,,,1447.8,,,,,,,,,,,,,,,,1524.0,,,,,,,,,,,,,2179.635207167346,,,,,,,,,,,,,,,,1.5493999999999999,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：790834.0,国家总量：441433.788; 种类：PRODUCTION_CORN,FAO总量：2793615.0,国家总量：113193410.9; 种类：PRODUCTION_RYE,FAO总量：583486.0,国家总量：185572.4; 种类：PRODUCTION_COTTON,FAO总量：6587636.0,国家总量：2293250.2761000004; 种类：PRODUCTION_SOYBEANS,FAO总量：30126976.0,国家总量：1308859.962196656; 种类：PRODUCTION_SUGARBEETS,FAO总量：23287008.0,国家总量：9986630.0; 种类：PRODUCTION_TOBACCO,FAO总量：775803.0,国家总量：476634.62448000006; 种类：PRODUCTION_WHEAT,FAO总量：42365376.0,国家总量：79648654.316; "
