year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1990,-45,NEVADA,OTHER (COMBINED) COUNTIES,34.832,,,,,,,,,,,,,,,,136.1,50.071000000000005,,,146.988,50.071000000000005,,,,,,,,,,,,146.988,2352.798696776437,,,,,,,,,,,,,,,,3984.460640954051,,,7.872032000000001,,,,,,,,,,,,,,,,26.798090000000002,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,547,GEORGIA,WHITE,,,30.48,,,,,,,,2.54,0.185200797,,,,,10.888,,,,,,,35.559999999999995,,,,,,3.81,0.246934396,,,10.888,,,45.23983173684777,,,,,,,,106.29694943132982,85.69463895149626,,,,,136.08130604351268,,,,,2.11582,,,,,,,,1.0668,0.028767857134,,,,,2.722,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,548,GEORGIA,WHITFIELD,,,15.24,,,,,,,,5.08,0.370401594,,,,,32.664,,,,,,,17.779999999999998,,,,,,6.35,0.370401594,,,38.108000000000004,,,21.26272091631845,,,,,,,,177.16158238554968,176.2861144145066,,,,,517.1089629653482,,,,,1.9888199999999998,,,,,,,,0.889,0.029632127520000003,,,,,3.201072,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,549,GEORGIA,WILCOX,,,152.4,1415.05,,,5.082,9.02664,,35.559999999999995,22.86,6.9141630880000005,,,,0.058968,435.52000000000004,,,,,,,177.79999999999998,1480.3600000000001,,8.712,,193.04,50.8,9.26003985,,,500.848,,,180.5069286300226,3884.386923371711,,,291.9617675812158,14151.657699523052,,1663.6994316282182,531.4847471566491,1510.6740638020915,,,,127.69549366535294,6096.442510749368,,,,,1.6890999999999998,110.1562,,,1.312608,0.700812,,0.82804,0.59182,0.01358139178,,,,0.9797760000000001,2.847212,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,550,GEORGIA,WILKES,,,5.08,,,,2.904,,,,2.54,,,,,,54.440000000000005,,,,,,,7.62,,,9.438,,,11.43,,,,119.768,,,5.428779808421733,,,,131.3827954115471,,,,139.19838616007476,,,,,,1292.7724074133705,,,,,1.524,,,,0.853776,,,,1.397,,,,,,3.7618039999999997,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,551,GEORGIA,WILKINSON,,,7.62,,,,2.178,0.27216,,,,0.555602391,,,,,46.274,,,,,,,15.24,,,3.63,,,,1.049471183,,,48.996,,,7.238373077895642,,,,124.08375122201672,238.26817552990116,,,,110.17882150906664,,,,,789.2715750523736,,,,,1.3538199999999998,,,,1.316964,0.392364,,,,0.012346719799999998,,,,,3.609372000000001,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,552,GEORGIA,WORTH,,,368.3,1893.99,,,10.164,19.23264,,27.939999999999998,38.1,24.940373996,,,,0.4536,854.7080000000001,,,,,,,381.0,1893.99,,15.972,,215.89999999999998,55.879999999999995,27.780119550000002,,,903.7040000000001,,,439.2787661647919,7088.2973054228305,,,569.3254467833708,32434.83036547384,,1231.569709127382,1214.822279215198,7411.362060176549,,,,1112.4504216825053,14587.91600786456,,,,,1.7018,150.213,,,1.324224,0.755244,,0.74422,0.8128,0.018520079699999997,,,,1.11132,3.6148160000000003,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,553,HAWAII,HAWAII,,,,,,,,,,,,,,20600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875134.2776203966,,,,,10.91,,,,,,,,,,,,,,94.4,,,,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,554,HAWAII,HONOLULU,,,,,,,,,,,,,,11500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074948.4419263457,,,,,12.51,,,,,,,,,,,,,,97.0,,,,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,555,HAWAII,MAUI & KALWAO,,,,,,,,,,,,,,20200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834642.9461756374,,,,,14.04,,,,,,,,,,,,,,94.2,,,,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,556,HAWAII,KAUAI,,,,,,,,,,,,,,19700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518424.9291784703,,,,,12.72,,,,,,,,,,,,,,79.9,,,,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,558,IDAHO,ADA,137.151,117.93339999999999,228.6,,,27000.0,5.808,,,,,,4600.0,,,,1028.916,,,,816.6,139.328,122.46929999999999,236.22,,,14.52,,,,,4600.0,,1045.248,13201.814909690007,1423.404279827918,202.22204786370952,,,141600.0,554.72735840431,,,,,,131153.4698959302,,,,42892.8276649152,14.93,,4.155893000000001,74.84235,4.19862,,,5.24,1.93116,,,,,,31.2,,,,13.454846000000002,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,559,IDAHO,ADAMS,19.593,,,,,9200.0,4.356,,,,,,,,,,5.444,,,,5.444,19.593,,,,,13.068,,,,,,,5.444,653.5551935490103,,,,,24000.0,291.9617675812158,,,,,,,,,,108.86504483481013,,,1.449882,,,,,2.61,1.290828,,,,,,,,,,4.3552,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,560,IDAHO,BANNOCK,278.656,,,,,22000.0,5.808,,,,,,,,,,1889.068,,,,1423.606,283.01,,,,,8.712,,,,,,,1927.1760000000002,11132.223463451473,,,,,66300.0,335.75603271839816,,,,,,,,,,38266.06325943577,,,1.724184,,,,,3.01,1.391016,,,,,,,,,,6.543688,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,561,IDAHO,BEAR LAKE,200.28400000000002,,,,,37000.0,11.616,,,,,,,,,,484.516,,,,321.196,217.70000000000002,,,,,23.232,,,,,,,517.1800000000001,7276.247821512314,,,,,81500.0,467.13882812994524,,,,,,,,,,6314.172600418989,,,1.5173689999999997,,,,,2.2,0.8712,,,,,,,,,,4.289872,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,562,IDAHO,BENEWAH,139.328,,,,,1700.0,17.424,,,,,,,,,,1703.972,,,,1752.968,141.505,,,,,18.876,,,,,,,1850.96,7624.810591405119,,,,,3200.0,1153.2489819458024,,,,,,,,,,54133.14354410935,,,2.362045,,,,,1.88,1.8382319999999999,,,,,,,,,,9.339182000000001,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,563,IDAHO,BINGHAM,502.887,,20.32,,,37000.0,7.26,,,,,,9600.0,,,,7425.616,,,,5969.3460000000005,509.418,,22.86,,,13.068,,,,,9600.0,,7518.164000000001,44724.9604118706,,6.333576443158688,,,177000.0,613.1197119205532,,,,,,230683.8731828069,,,,317967.5797012717,16.24,,3.844582000000001,,0.4445,,,4.78,1.8977639999999998,,,,,,26.3,,,,13.898532000000001,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,564,IDAHO,BLAINE,433.223,,,,,22400.0,5.808,,,,,,,,,,119.768,,,,84.382,435.40000000000003,,,,,18.876,,,,,,,130.656,34573.06973874265,,,,,79500.0,481.73691650900605,,,,,,,,,,4191.304226140191,,,3.4636070000000005,,,,,3.55,1.566708,,,,,,,,,,11.09215,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,565,IDAHO,BOISE,4.354,,,,,1600.0,2.904,,,,,,,,,,5.444,,,,5.444,4.354,,,,,5.808,,,,,,,5.444,304.9924236562048,,,,,4200.0,175.1770605487295,,,,,,,,,,244.94635087832282,,,3.0478,,,,,2.63,1.3068,,,,,,,,,,9.7992,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,566,IDAHO,BONNER,10.885,,,,,7400.0,14.52,,,,,,,,,,,,,,5.444,10.885,,,,,23.232,,,,,,,5.444,588.1996741941092,,,,,13700.0,875.8853027436473,,,,,,,,,,,,,2.35116,,,,,1.85,1.4157,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,567,IDAHO,BONNEVILLE,1606.626,,17.779999999999998,,,43700.0,40.656,,,,,,,,,,3810.8,,,,3290.898,1632.75,,17.779999999999998,,,55.176,,,,,,,4023.116,117944.92726247803,,6.333576443158688,,,147000.0,2043.7323730685105,,,,,,,,,,102224.27709988673,,,3.1697120000000005,,0.508,,,3.36,1.260336,,,,,,,,,,8.854666,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,568,IDAHO,BOUNDARY,259.063,,,,,10300.0,14.52,,,,,,,,,,892.816,,,,876.484,261.24,,,,,20.328,,,,,,,979.9200000000001,19693.79649894351,,,,,37400.0,1065.6604516714376,,,,,,,,,,31924.674397808078,,,3.293801,,,,,3.63,1.816452,,,,,,,,,,10.64302,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,569,IDAHO,BUTTE,280.833,,,,,28000.0,13.068,,,,,,,,,,375.636,,,,195.984,283.01,,,,,18.876,,,,,,,386.524,21915.884157010147,,,,,115600.0,992.6700097761337,,,,,,,,,,12982.15659655111,,,3.383058,,,,,4.13,1.857108,,,,,,,,,,7.44467,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,570,IDAHO,CAMAS,230.762,,,,,43400.0,2.904,,,,,,,,,,391.968,,,,215.038,230.762,,,,,11.616,,,,,,,424.632,7450.529206458716,,,,,77600.0,102.18661865342553,,,,,,,,,,3238.7350838356024,,,1.406342,,,,,1.79,0.635976,,,,,,,,,,2.81727,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,571,IDAHO,CANYON,322.196,857.2850999999999,543.56,,,30000.0,7.26,,,,,,32300.0,,,,1910.844,,,,1807.4080000000001,328.72700000000003,866.3568999999999,558.8,,,40.656,,,,,32700.0,,1927.1760000000002,35466.26183659296,12555.155698994966,621.1428897469199,,,169900.0,802.8948608483435,,,,,,922095.719707345,,,,99366.56967297295,14.82,,4.741506,90.71799999999999,3.9623999999999997,,,5.66,1.881792,,,,,,31.2,,,,16.1959,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,572,IDAHO,CARIBOU,1693.7060000000001,,,,,21000.0,11.616,,,,,,,,,,1616.8680000000002,,,,1442.66,1708.9450000000002,,,,,13.068,,,,,,,1747.5240000000001,106943.41483773636,,,,,52600.0,554.72735840431,,,,,,,,,,34836.81434713925,,,2.734312,,,,,2.51,1.302444,,,,,,,,,,6.677066000000001,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
1990,573,IDAHO,CASSIA,559.489,739.3516999999999,60.96,,,41500.0,5.808,,,,,,25200.0,,,,5405.892,,,,4526.686000000001,566.02,748.4235,63.5,,,30.492,,,,,25300.0,,5503.884,54092.58485273975,11088.617956141961,35.28706875474126,,,189800.0,394.1483862346413,,,,,,522511.76821953524,,,,218628.2262895075,16.21,,4.182017,92.98594999999999,4.01828,,,4.57,1.167408,,,,,,22.7,,,,13.057434,"种类：PRODUCTION_BEANS,FAO总量：1469000.0,国家总量：2008233.89139; 种类：PRODUCTION_CORN,FAO总量：3622700.0,国家总量：203397264.01999998; 种类：PRODUCTION_RYE,FAO总量：258500.0,国家总量：151942.8; 种类：PRODUCTION_COTTON,FAO总量：8789500.0,国家总量：3374354.3540000003; 种类：PRODUCTION_SOYBEANS,FAO总量：52416000.0,国家总量：2643198.985774186; 种类：PRODUCTION_SUNFLOWER,FAO总量：1032000.0,国家总量：2041345.1519999998; 种类：PRODUCTION_WHEAT,FAO总量：74294000.0,国家总量：148608412.044; "
