year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1979,-38,MASSACHUSETTS,OTHER (COMBINED) COUNTIES,,,,,,,,,,,,,,,,0.099792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.47103163855124,,,,,,,,,,,,,,,,,,,,0.83916,,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,960,KANSAS,MORRIS,6.7487,,119.38,,,84000.0,21.78,,,1.016,1021.0799999999999,6.049892702,,,,,2830.88,,,,,,8.708,,,121.92,,,30.492,,2.54,1056.6399999999999,6.049892702,,,2994.2000000000003,278.90941837457456,,,124.88027122760697,,,175200.0,897.0158858642592,,,51.97089617350118,71447.60812617236,4030.8808242696077,,,,,55401.70359084361,,,0.899101,,,2.46888,,,6.7,0.5924159999999999,,,0.9525,2.20726,0.037287093796,,,,,4.142884,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,961,KANSAS,MORTON,11.5381,,251.45999999999998,,,6400.0,2.7588,,,1.016,2727.96,0.27162783560000003,,,,,3228.292,,,,,,17.416,,,259.08,,,5.808,,7.62,2870.2,0.30866799500000003,,,5280.68,536.0290384386356,,,407.651022992412,,,18000.0,112.85984184893456,,,41.57671693880095,154930.73144321796,193.6350057666727,,,,,58120.6219386159,,,1.010128,,,3.67284,,,8.6,0.58806,,,0.762,1.90246,0.039879904954,,,,,3.1575200000000003,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,962,KANSAS,NEMAHA,6.7487,,515.62,,,64600.0,41.5272,,,1.016,2336.7999999999997,25.804644382000003,,,,,1758.412,,,,,,8.708,,,530.86,,,62.436,,7.62,2387.6,25.92811158,,,1850.96,272.3724788814205,,,503.35198772618304,,,140400.0,1868.7830955505397,,,48.50616976193443,174982.34438821385,16941.699377782686,,,,,33903.46932752696,,,0.877331,,,2.4155399999999996,,,6.5,0.6475920000000001,,,0.889,2.3367999999999998,0.036669757806,,,,,4.093888000000001,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,963,KANSAS,NEOSHO,3.2655000000000003,,139.7,,,46400.0,36.7356,,,1.016,665.48,62.350934990000006,,,,,1894.5120000000002,,,,,,4.354,,,142.23999999999998,,,47.916,,2.54,690.88,64.20294296,,,1959.8400000000001,132.9177696941332,,,143.2113202151456,,,88800.0,1999.2314841811267,,,38.111990527234205,48783.752799278256,26151.634792910198,,,,,40125.13833954644,,,0.8860390000000001,,,2.38506,,,6.8,0.782628,,,0.6985,2.20726,0.02345876762,,,,,4.5402960000000006,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,964,KANSAS,NESS,5.660200000000001,,17.779999999999998,,,18000.0,1.7424,,,1.27,919.48,0.246934396,,,,,6385.812,,,,,,6.531000000000001,,,17.779999999999998,,,4.356,,7.62,1229.36,0.246934396,,,10180.28,228.79288226039318,,,20.156993320281742,,,49600.0,76.21703605382594,,,41.57671693880095,42884.73349392793,133.63542651502763,,,,,97380.27876205464,,,0.8795080000000001,,,3.1496,,,8.3,0.6287159999999999,,,0.6095999999999999,1.54432,0.03024946351,,,,,2.7002240000000004,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,965,KANSAS,NORTON,5.0071,,134.62,,,24400.0,15.3912,,,4.572,518.16,0.037040159399999995,,,,,6124.5,,,,,,6.531000000000001,,,137.16,,,23.232,,22.86,927.0999999999999,0.037040159399999995,,,7022.76,209.18206378093092,,,230.6060283764382,,,76400.0,690.3504611798465,,,187.09522622460423,32354.920875212665,21.818028818780018,,,,,121175.57717504076,,,0.9078090000000001,,,3.6957,,,9.1,0.6446879999999999,,,0.762,1.9964399999999998,0.032965741866,,,,,4.0340039999999995,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,966,KANSAS,OSAGE,3.2655000000000003,,266.7,,,87000.0,14.52,,,1.778,1285.24,58.39998465400001,,,,,1497.1000000000001,,,,,,4.354,,,271.78,,,17.424,,5.08,1320.8,59.26425504,,,1524.3200000000002,141.63368901833863,,,302.14008282390347,,,147800.0,649.3105186893248,,,90.08288670073537,105432.02255682442,34666.1205394391,,,,,31170.942779815872,,,0.942641,,,2.70256,,,6.0,0.6432359999999999,,,0.94234,2.51206,0.033212676261999995,,,,,4.4913,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,967,KANSAS,OSBORNE,2.8301000000000003,,101.6,,,39800.0,7.1148,,,3.556,662.9399999999999,0.6420294296000001,,,,,7708.704000000001,,,,,,4.354,,,104.14,,,8.712,,17.779999999999998,1026.1599999999999,0.6420294296000001,,,7839.360000000001,128.55981003203047,,,138.12731834750792,,,95600.0,255.03392833395606,,,138.58905646266982,42139.4612476417,501.8146628319404,,,,,153094.97095149066,,,0.9883580000000001,,,3.5864799999999994,,,6.9,0.51546,,,0.72644,2.19202,0.043707388092,,,,,4.289872000000001,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,968,KANSAS,OTTAWA,2.8301000000000003,,38.1,,,42000.0,12.1968,,,,723.9,0.8642703860000001,,,,,7850.2480000000005,,,,,,4.354,,,38.1,,,21.78,,,762.0,0.8642703860000001,,,8057.12,119.843890707825,,,39.99176117007941,,,111600.0,545.2449502312164,,,,31447.96244668129,441.8150835802954,,,,,160304.59527906706,,,0.920871,,,3.00228,,,7.800000000000001,0.6432359999999999,,,,1.7297399999999998,0.028520922738,,,,,4.3878639999999995,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,969,KANSAS,PAWNEE,3.4832,,231.14,,,72800.0,2.904,,,4.064,835.66,13.334457384,,,,,9891.748,,,,,,4.354,,,231.14,,,5.808,,15.24,967.74,13.334457384,,,10289.16,167.78144699095503,,,388.89034004422786,,,231000.0,120.18840300795628,,,145.5185092858033,54695.40383761648,9643.568737900769,,,,,170589.6727928123,,,1.047137,,,3.9116,,,9.3,0.59532,,,0.66802,1.9558,0.040373773746,,,,,3.6855880000000005,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,970,KANSAS,PHILLIPS,4.1363,,111.75999999999999,,,59000.0,5.3724,,,7.874,889.0,0.32101471480000004,,,,,5514.772,,,,,,6.531000000000001,,,114.3,,,17.424,,43.18,1193.8,0.32101471480000004,,,5661.76,163.42348732885227,,,174.28817670183219,,,155400.0,237.4453815523039,,,273.7133865137729,45883.50690525592,212.7257809831052,,,,,109371.82454812544,,,0.8599150000000001,,,3.7007799999999995,,,7.5,0.635976,,,0.6476999999999999,1.88976,0.037040159399999995,,,,,4.262652000000001,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,971,KANSAS,POTTAWATOMIE,1.7416,,482.59999999999997,,,98000.0,16.8432,,,1.016,1056.6399999999999,17.161940522000002,,,,,1350.112,,,,,,2.177,,,492.76,,,24.684,,7.62,1087.12,17.28540772,,,1415.44,69.72735459364364,,,660.1683833617674,,,199600.0,672.7619143981943,,,48.50616976193443,92067.6490556239,11607.191331590971,,,,,28598.992991382624,,,0.8708,,,3.0429199999999996,,,6.9,0.5749920000000001,,,0.889,2.6492199999999997,0.037780962588000004,,,,,4.507632,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,972,KANSAS,PRATT,17.416,,546.1,,,29000.0,11.0352,,,10.921999999999999,797.56,16.050735739999997,,,,,9864.528,,,,,,21.77,,,558.8,,,13.068,,45.72,932.18,16.050735739999997,,,10180.28,756.1060013748232,,,719.3504614406764,,,120600.0,457.30221632295564,,,429.62607503427637,50041.87340487331,12376.276847452966,,,,,187540.04663658186,,,0.944818,,,3.9141399999999997,,,10.4,0.596772,,,0.73152,1.8618199999999998,0.043090052102,,,,,4.072112,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,973,KANSAS,RAWLINS,6.531000000000001,22.679499999999997,231.14,,,28000.0,8.8572,,,7.62,472.44,0.46917535239999997,,,,,6554.576,,,,,,8.708,22.679499999999997,,233.67999999999998,,,14.52,,38.1,759.4599999999999,0.46917535239999997,,,8329.32,244.04574107775275,184.9044519143697,,392.7570456900368,,,97600.0,398.67372705078185,,,249.46030163280565,24955.251690899564,302.7251498605728,,,,,121537.55529341286,,,0.812021,49.89489999999999,,3.7160200000000003,,,10.0,0.6475920000000001,,,0.6095999999999999,1.85166,0.036052421816,,,,,3.609372,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,974,KANSAS,RENO,38.315200000000004,,187.95999999999998,,,59000.0,23.232,,,9.144,2359.66,5.185622316,,,,,17306.476000000002,,,,,,45.717000000000006,,,190.5,,,43.56,,38.1,2463.7999999999997,5.185622316,,,18346.280000000002,1736.646925347937,,,166.948596540806,,,188400.0,948.315813977411,,,336.0784619219743,137132.61966326376,3253.6135476005707,,,,,307961.7295350131,,,0.986181,,,3.34264,,,8.7,0.586608,,,0.68326,1.95326,0.035064684232,,,,,3.7672480000000004,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,975,KANSAS,REPUBLIC,2.8301000000000003,,960.12,,,43000.0,17.7144,,,1.27,2021.84,12.3467198,,,,,5215.352,,,,,,4.354,,,977.9,,,24.684,,7.62,2108.2,12.3467198,,,5552.88,104.59103189046546,,,1421.5513672855889,,,133400.0,622.9276985168467,,,45.04144335036769,139749.91473835707,9267.207740776814,,,,,85873.18489380516,,,0.803313,,,3.35026,,,8.8,0.505296,,,0.6604,2.14376,0.04197884732,,,,,3.473272,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,976,KANSAS,RICE,5.2248,,259.08,,,33200.0,3.63,,,4.826,1574.8,3.580548742,,,,,10686.572,,,,,,6.531000000000001,,,266.7,,,5.808,,22.86,1651.0,3.580548742,,,10996.880000000001,252.76166040195818,,,350.11587509597723,,,100400.0,150.96835987584754,,,173.23632057833726,91719.01322515779,1843.6234351869116,,,,,213814.75907841738,,,1.051491,,,3.6753799999999996,,,8.0,0.5982240000000001,,,0.66802,1.81356,0.028767857134,,,,,4.295316000000001,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,977,KANSAS,RILEY,4.7894000000000005,,175.26,,,38400.0,11.9064,,,1.016,914.4,7.654966276,,,,,1535.208,,,,,,6.531000000000001,,,177.79999999999998,,,23.232,,7.62,937.26,7.778433474000001,,,1633.2,178.6763461462118,,,207.04776620104673,,,106400.0,545.2449502312164,,,48.50616976193443,68906.10344900643,5749.050593748535,,,,,24600.903849363105,,,0.812021,,,3.0810199999999996,,,8.5,0.659208,,,0.889,2.53746,0.04197884732,,,,,3.3861680000000005,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,978,KANSAS,ROOKS,4.354,,30.48,,,36000.0,5.9532,,,1.778,622.3,0.14816063759999998,,,,,6592.684,,,,,,6.531000000000001,,,30.48,,,11.616,,10.16,891.54,0.14816063759999998,,,6859.4400000000005,165.60246715990363,,,37.87939419690601,,,103600.0,234.51395708869518,,,62.36507540820141,29785.62638547336,98.18112968451007,,,,,134174.12975658278,,,0.82726,,,3.57632,,,8.1,0.56628,,,0.6527799999999999,1.79578,0.037040159399999995,,,,,4.344312,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,979,KANSAS,RUSH,3.2655000000000003,,55.879999999999995,,,15200.0,1.7424,,,1.524,454.65999999999997,0.6049892702,,,,,7926.464,,,,,,4.354,,,58.419999999999995,,,2.904,,7.62,635.0,0.6049892702,,,8329.32,135.09674952518458,,,69.02785634370018,,,44000.0,65.95705043119553,,,55.435622585067925,27696.337749274342,398.17902594273534,,,,,150288.96012411005,,,0.899101,,,3.1191199999999997,,,8.3,0.5445,,,0.67818,2.16916,0.036793225004,,,,,4.028560000000001,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,980,KANSAS,RUSSELL,4.1363,,25.4,,,32800.0,7.1148,,,8.889999999999999,401.32,0.14816063759999998,,,,,6848.552000000001,,,,,,6.531000000000001,,,25.4,,,8.712,,45.72,749.3,0.14816063759999998,,,7131.64,174.31838648410908,,,29.42992630421242,,,69200.0,279.9510362746299,,,304.89592421787364,16416.200191077685,84.54486167277257,,,,,139241.82341379198,,,0.916517,,,2.0827999999999998,,,6.4,0.56628,,,0.63754,1.4706599999999999,0.031854537084000004,,,,,4.344312,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
1979,981,KANSAS,SALINE,11.5381,,99.06,,,36000.0,13.068,,,4.318,680.72,2.963212752,,,,,8879.164,,,,,,15.239,,,99.06,,,15.972,,20.32,718.8199999999999,2.963212752,,,9037.04,531.6710787765328,,,76.18842235445746,,,100800.0,517.3964178269338,,,159.37741493207028,38471.20598795491,1857.259703198649,,,,,184206.0376515758,,,1.00142,,,2.5273,,,8.0,0.569184,,,0.6883400000000001,1.7678399999999999,0.035064684232,,,,,4.480412,"种类：PRODUCTION_BEANS,FAO总量：932220.0,国家总量：1257758.35023; 种类：PRODUCTION_CORN,FAO总量：2871760.0,国家总量：203734464.26000002; 种类：PRODUCTION_RYE,FAO总量：555950.0,国家总量：407568.4; 种类：PRODUCTION_COTTON,FAO总量：8427096.0,国家总量：3183824.8379; 种类：PRODUCTION_SOYBEANS,FAO总量：61526304.0,国家总量：2785395.6638419945; 种类：PRODUCTION_SUNFLOWER,FAO总量：3310000.0,国家总量：6619030.992000001; 种类：PRODUCTION_WHEAT,FAO总量：58080576.0,国家总量：116176517.5284; "
