year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_BARLEY","AREA PLANTED, NET_CORN","AREA PLANTED, NET_OATS","AREA PLANTED, NET_SORGHUM","AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1984,-40,COLORADO,OTHER (COMBINED) COUNTIES,,,3987.7999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.9438023037908,,,,,,,,,,,,,,,,,,,,2.0446999999999997,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,224,CALIFORNIA,PLUMAS,2.177,,,,,,7.26,,,,,,,,,,,,,,,,2.177,,,,,,26.136,,,,,,,,174.16015711867936,,,,,,,423.67540873526883,,,,,,,,,,,,,3.4832,,,,,,,1.0759319999999999,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,225,CALIFORNIA,RIVERSIDE,291.718,,15.24,5442.5,,,72.6,,,,38.1,,,,,,1388.22,,7.62,,,,576.9050000000001,36.2872,,15.24,5442.5,,135.036,,,40.64,,,,1823.74,3504.9731620134226,430.9947124544809,,15.419737860807793,34711.71771484916,,,5186.371382793808,,,,2532.8167479917547,,,,,,41231.58359234844,,,0.394037,6.80385,,6.1468,276.34838,,,1.585584,,,,1.69418,,,,,,9.328294,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,226,CALIFORNIA,SACRAMENTO,39.186,,1574.8,,,,13.068,,707.6003999999999,,43.18,,5800.0,,,,1197.68,,1371.6,,,,41.363,54.4308,,1600.2,,,58.08,721.2081,,63.5,,6100.0,,1252.1200000000001,3962.143574449956,466.9109384923542,,3015.4154038913016,,,,949.6172954411197,,46452.591184030985,,4179.147634186395,,125738.03668176167,,,,50893.109780654515,14.79,,4.286513,4.898771999999999,,7.696199999999999,,,,1.28502,,326.720877,,2.4663399999999998,,23.8,,,,13.93664,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,227,CALIFORNIA,SAN BENITO,213.346,,50.8,,,,15.972,,,,,,1300.0,,,,130.656,,,,,,302.603,,,50.8,,,58.08,,,,,1400.0,,141.544,10035.979053963898,,,14.796718149260002,,,,847.3508174705377,,,,,,30978.936573767365,,,,4245.628409509147,15.75,,1.7459540000000002,,,0.4826,,,,0.9757440000000001,,,,,,26.2,,,,6.805000000000001,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,228,CALIFORNIA,SAN BERNARDINO,43.54,,43.18,,,,4.356,,,,,,,,,,27.220000000000002,,,,,,58.779,36.2872,,43.18,,,108.9,,,,,,,27.220000000000002,2002.8418068648125,323.2460343408607,,17.87287797502721,,,,379.84691817644784,,,,,,,,,,1496.8561700192506,,,1.743777,5.125566999999999,,0.6858,,,,1.309704,,,,,,,,,,11.9768,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,229,CALIFORNIA,SAN DIEGO,69.664,,,,,,7.26,,,,,,,,,,54.440000000000005,,,,,,93.611,,,,,,55.176,,,,,,,108.88000000000001,2786.56251389887,,,,,,,423.67540873526883,,,,,,,,,,1088.6226691049094,,,1.519546,,,,,,,0.9525119999999999,,,,,,,,,,3.2664,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,231,CALIFORNIA,SAN JOAQUIN,134.97400000000002,,2565.4,,,,40.656,,244.93859999999998,,25.4,,30700.0,,,,1959.8400000000001,,2032.0,,,,152.39000000000001,1170.2622,,2590.7999999999997,,,255.552,249.47449999999998,,27.939999999999998,,32200.0,,2123.1600000000003,8512.077679175454,15515.809648361312,,4696.789850430898,,,,2322.909999617508,,15756.64627649927,,2279.5350731925796,,697026.0729097658,,,,78380.83217555349,15.27,,2.59063,23.632039,,7.924799999999999,,,,0.9554159999999999,,320.279899,,2.286,,24.9,,,,8.372872000000001,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,232,CALIFORNIA,SAN LUIS OBISPO,2105.159,,2.54,,,,36.3,,,,,,,,,,1197.68,,,,,,2329.3900000000003,,2.4689266572,2.54,,,319.44,,,,,,,1497.1000000000001,96833.04735798574,,14.402072166999998,0.8566521033782107,,,,2235.2530184998664,,,,,,,,,,17962.274040231005,,,1.907052,,0.119331455098,0.5588,,,,0.990264,,,,,,,,,,2.93976,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,233,CALIFORNIA,SAN MATEO,15.239,,2.54,,,,29.04,,,,,,,,,,,,2.54,,,,21.77,,,2.54,,,72.6,,,,,,,,718.4106481145525,,,4.283260516891053,,,,1314.8547167646273,,,,,,,,,,,,,1.743777,,,5.588,,,,0.91476,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,234,CALIFORNIA,SANTA BARBARA,43.54,,27.939999999999998,,,,5.808,,,,,,,,,,326.64,,,,,,69.664,312.97709999999995,2.4689266572,27.939999999999998,,,92.928,,,,,,,544.4,1132.041021271416,3412.041473597974,16.459511048,11.136477343916738,,,,306.79943391174635,,,,,,,,,,5715.269012800774,,,0.920871,12.428365999999999,0.137848405027,0.6604,,,,0.8102159999999999,,,,,,,,,,3.0486400000000002,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,235,CALIFORNIA,SANTA CLARA,43.54,,30.48,,,,13.068,,,,,,,,,,190.54000000000002,,,,,,65.31,,,30.48,,,50.82,,,,,,,195.984,1959.301767585143,,,9.812560456877684,,,,905.7888048822989,,,,,,,,,,8572.903519201162,,,1.6327500000000001,,,0.5334,,,,1.257432,,,,,,,,,,9.6631,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,236,CALIFORNIA,SANTA CRUZ,,,,,,,,,,,,,,,,,,,,,,,2.177,,,,,,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,237,CALIFORNIA,SHASTA,37.009,,7.62,,,,11.616,,,,,,,,,,70.772,,,,,,41.363,,,7.62,,,65.34,,,,,,,81.66,2895.412612098045,,,2.2195077223890003,,,,672.0368552352539,,,,,,,,,,2313.3231718479324,,,3.226314,,,0.4826,,,,0.983004,,,,,,,,,,6.647124,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,238,CALIFORNIA,SIERRA,,,,,,,4.356,,,,,,,,,,10.888,,,,,,2.177,,,,,,11.616,,,,,,,10.888,,,,,,,,189.92345908822392,,,,,,,,,,163.2934003657364,,,,,,,,,,0.865392,,,,,,,,,,3.2664,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,239,CALIFORNIA,SISKIYOU,916.517,,10.16,,,,123.42,,,,,,,,,,854.7080000000001,,,,,,1001.4200000000001,,,10.16,,,283.14,,,,,,,925.48,108153.45757069989,,,3.2708534856258957,,,,10737.980186911123,,,,,,,,,,27215.566727622732,,,4.92002,,,0.5334,,,,1.803384,,,,,,,,,,12.08568,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,240,CALIFORNIA,SOLANO,137.151,,1397.0,,,,26.136,,,,38.1,,21800.0,,,,1524.3200000000002,,1346.2,,,,139.328,267.61809999999997,,1397.0,,,101.64,,,50.8,,22000.0,,1633.2,4811.174340403518,3088.7954392571132,,2906.3869543704386,,,,2206.0340247939857,,,,3672.5842845880447,,461039.46783312614,,,,66705.35404940332,15.17,,1.5151919999999999,14.015930999999998,,7.6708,,,,1.53186,,,,2.45618,,23.2,,,,13.56917,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,241,CALIFORNIA,SONOMA,2.177,,25.4,,,,31.944,,,,,,,,,,16.332,,2.54,,,,4.354,,,25.4,,,374.616,,,,,,,16.332,87.08007855933968,,,12.421455498984054,,,,2191.4245279410457,,,,,,,,,,408.23350091434105,,,1.3062,,,7.1373999999999995,,,,1.07448,,,,,,,,,,5.444,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,242,CALIFORNIA,STANISLAUS,108.85000000000001,,1371.6,,,,11.616,,113.3975,,12.7,,3500.0,,,,272.2,,203.2,,,,130.62,1796.2163999999998,,1524.0,,,464.64,117.93339999999999,,12.7,,3500.0,,326.64,6531.005891950476,26147.01255557184,,832.5100895557338,,,,701.2558489411347,,7083.679594045781,,759.8450243975265,,74713.90585438012,,,,9253.292687391728,13.58,,2.3947000000000003,23.450602999999997,,7.6733400000000005,,,,0.89298,,310.25556,,1.524,,23.4,,,,10.977826,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,243,CALIFORNIA,SUTTER,204.638,,304.8,,,,23.232,,3651.3994999999995,,264.15999999999997,,5700.0,,,,3103.08,,228.6,,,,206.815,993.3620999999999,,254.0,,,50.82,3692.2225999999996,,292.09999999999997,,5900.0,,3320.84,12278.291076866895,13217.171181937412,,483.6190510889716,,,,1563.2161632646125,,266319.10781460576,,21782.224032729097,,114804.29436160848,,,,122551.69697448517,15.48,,2.5993380000000004,32.431684999999995,,7.2136,,,,1.4157,,363.370949,,2.10058,,22.1,,,,13.193534,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,244,CALIFORNIA,TEHAMA,45.717000000000006,,50.8,,,,11.616,,113.3975,,12.7,,1900.0,,,,435.52000000000004,,50.8,,,,47.894000000000005,58.966699999999996,,50.8,,,31.944,113.3975,,15.24,,2200.0,,544.4,1610.981453347784,502.82716453022766,,116.81619591521054,,,,891.1793080293585,,8900.007695083159,,1063.783034156537,,44646.114473958856,,,,13063.472029258914,16.5,,1.4977760000000002,10.341852,,7.62,,,,1.51008,,391.17601599999995,,2.1336,,25.8,,,,5.87952,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,246,CALIFORNIA,TULARE,544.25,,1168.3999999999999,35920.5,,,21.78,,,,149.85999999999999,,3000.0,,,,2558.6800000000003,,355.59999999999997,,,,566.02,494.4131,,1219.2,36355.9,,271.524,,,157.48,,3100.0,,2667.56,48982.54418962857,6464.920686817212,,919.7328491724245,172807.75275013095,,,1607.0446538234335,,,,11904.238715561247,,84736.50298118721,,,,94655.74107867187,12.6,,3.8424050000000003,7.484234999999999,,6.756399999999999,208.12120000000002,,,1.1499840000000001,,,,2.02438,,31.0,,,,13.288804,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,247,CALIFORNIA,TUOLUMNE,2.177,,,,,,,,,,,,,,,,,,,,,,2.177,,,,,,11.616,,,,,,,,87.08007855933968,,,,,,,,,,,,,,,,,,,,1.7416,,,,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,248,CALIFORNIA,VENTURA,54.425000000000004,,,,,,21.78,,,,,,,,,,,,,,,,65.31,122.46929999999999,0.6172316643,,,,58.08,,,,,,,,1088.500981991746,1580.31394566643,4.114877762,,,,,1460.9496852940304,,,,,,,,,,,,,0.7989590000000001,7.393516999999999,0.137848405027,,,,,1.3314840000000001,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,249,CALIFORNIA,YOLO,206.815,,1244.6,,,,7.26,,1270.052,,96.52,,18900.0,,,,3701.92,,1219.2,,,,211.169,122.46929999999999,,1219.2,,,123.42,1301.8032999999998,,114.3,,19000.0,,3865.2400000000002,11168.020075235314,1508.4814935906832,,2718.3128789469492,,,,598.9893709705525,,78102.10834460732,,7598.450243975265,,358991.206178363,,,,124320.70881178066,14.29,,2.3272130000000004,13.743777,,7.8994,,,,1.260336,,305.67430099999996,,2.00406,,20.8,,,,11.503172000000001,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,250,CALIFORNIA,YUBA,,,76.2,,,,21.78,,1224.693,,,,,,,,136.1,,25.4,,,,4.354,54.4308,,76.2,,,43.56,1265.5160999999998,,,,,,163.32,,538.7433905681012,,65.4170697125179,,,,1460.9496852940304,,91860.79370996548,,,,,,,,4599.430776968243,,,,11.521185999999998,,6.7056,,,,1.452,,372.62418499999995,,,,,,,,6.745116,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,251,COLORADO,ADAMS,250.35500000000002,31.751299999999997,114.3,,,32000.0,21.78,,,,223.51999999999998,,430.0,,,,12749.848,,114.3,,228.6,,269.94800000000004,31.751299999999997,,162.56,,,55.176,,,233.67999999999998,,500.0,,13952.972,7902.517129260077,430.9947124544809,,209.49037800794423,,,77800.0,993.4457859999407,,,,7725.091081374852,,7015.817988764963,,,,214317.14486668352,14.84,,1.32797,77.56389,,6.0706,,,6.8500000000000005,0.66066,,,,1.7399,,17.9,,,,5.02209,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
1984,252,COLORADO,ALAMOSA,522.48,,,,,63400.0,46.464,,,,,,,,,,408.3,,,,,,542.073,,,,,,145.2,,,,,,,413.744,48111.74340403517,,,,,,149000.0,3360.1842761762696,,,,,,,,,,17309.100438768062,,,3.94037,,,,,,6.5,1.04544,,,,,,,,,,9.17314,"种类：PRODUCTION_BEANS,FAO总量：955720.0,国家总量：1206989.3823; 种类：PRODUCTION_CORN,FAO总量：3022400.0,国家总量：197153209.96; 种类：PRODUCTION_COTTON,FAO总量：7497500.0,国家总量：2826007.24; 种类：PRODUCTION_SOYBEANS,FAO总量：50648000.0,国家总量：2422688.1752197603; 种类：PRODUCTION_SUNFLOWER,FAO总量：1698500.0,国家总量：3395794.752; 种类：PRODUCTION_WHEAT,FAO总量：70618000.0,国家总量：141259006.6; "
