year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_LENTILS,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_LENTILS,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_LENTILS,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUNFLOWER,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_BEANS,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_LENTILS,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUNFLOWER,YIELD_WHEAT,标记
2021,-85,NEW JERSEY,OTHER COUNTIES,,,,,,,,,,,,,,,19.1003755306,,,,,,,,,,,,,,,,19.507817284,,,,,,,,,,,,,,,,,18224.827006065774,,,,,,,,,,,,,,,,,0.053831698328,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,607,ILLINOIS,BUREAU,,,,,6299.2,,,,,,,,,,204.461679888,,72.13300000000001,,,,,6362.7,,,,,,,,,206.19022065999997,,84.382,,,,,8771.382442132688,,,,,,,,,,297241.46804909414,,6633.455237543052,,,,,5.1689,,,,,,,,,,0.081982219472,,2.4144140000000003,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,608,ILLINOIS,CALHOUN,,,,,497.84,,,1360.0,,,,,,,,,54.440000000000005,,,,,505.46,,,,,,,,,,,59.884,,,,,617.5145006122185,,,2890.0,,,,,,,,,4008.300611621759,,,,,4.60502,,,2.15,,,,,,,,,1.93262,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,609,ILLINOIS,CARROLL,,,,,3185.16,,,5550.0,,,,,,,60.005058228,,34.8416,,,,,3225.7999999999997,,,,,,,,,60.498927019999996,,40.83,,,,,4467.899033841345,,,22300.0,,,,,,,90123.959119287,,2701.3687924802985,,,,,5.207,,,4.0,,,,,,,0.08469849782800001,,2.036056,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,610,ILLINOIS,CASS,,,,,2006.6,,,500.0,,,,,,,75.93232677,,,,,,,2032.0,,,,,,,,,76.54966276,,,,,,,2897.0867466099266,,,1040.0,,,,,,,113722.7042635994,,,,,,,5.3594,,,2.1,,,,,,,0.08445156343200001,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,611,ILLINOIS,CHAMPAIGN,,,,,6654.8,,,500.0,,,,,,,324.71873074,,,,,,,6718.299999999999,,,,,,,,,327.18807469999996,,,,,,,10127.20304986585,,,1420.0,,,,,,,535337.3984398199,,,,,,,5.64896,,,2.85,,,,,,,0.092970800094,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,612,ILLINOIS,CHRISTIAN,,,,,4777.74,,,,,,,,,,219.648145242,,,,,,,4826.0,,,,,,,,,221.62362041,,,,,,,7146.518083499524,,,,,,,,,,342384.5429528762,,,,,,,5.55244,,,,,,,,,,0.087908644976,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,613,ILLINOIS,CLARK,,,,,2273.2999999999997,,,2380.0,,,,,,,120.62745244599999,,117.3182,,,,,2303.7799999999997,,,,,,,,,121.61519003000001,,127.93400000000001,,,,,3191.8530266657453,,,6200.0,,,,,,,172976.36904748576,,10613.528380068883,,,,,5.212079999999999,,,2.6,,,,,,,0.08087101469,,2.373584,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,614,ILLINOIS,CLAY,,,,,1877.06,,,1820.0,,,,,,,128.40588591999997,,400.134,,,,,1902.4599999999998,,,,,,,,,129.6405579,,438.242,,,,,2697.2157430343423,,,3140.0,,,,,,,166434.67795364425,,32405.13452212521,,,,,5.334,,,1.75,,,,,,,0.07309258121600001,,2.125882,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,615,ILLINOIS,CLINTON,,,,,2339.3399999999997,,,5310.0,,,,,,,131.739500266,,879.206,,,,,2456.18,,,,,,,,,132.72723785,,966.3100000000001,,,,,3335.93395011284,,,26600.0,,,,,,,183437.6684413562,,79234.50575226957,,,,,5.29336,,,5.0,,,,,,,0.078525137928,,2.3654180000000005,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,616,ILLINOIS,COLES,,,,,2933.7,,,,,,,,,,,,,,,,,2971.7999999999997,,,,,,,,,,,,,,,,4416.280174657042,,,,,,,,,,,,,,,,,5.588,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,617,ILLINOIS,COOK,,,,,72.64399999999999,,,2120.0,,,,,,,6.975896687,,,,,,,73.66,,,,,,,,,7.037630286,,,,,,,84.6410249924431,,,4760.0,,,,,,,7001.231377293141,,,,,,,4.32562,,,3.95,,,,,,,0.05654797668400001,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,618,ILLINOIS,CRAWFORD,,,,,2090.42,,,1260.0,,,,,,,111.984748586,,161.959,,,,,2118.36,,,,,,,,,112.84901897199998,,176.93,,,,,2903.6911797715547,,,2870.0,,,,,,,159379.3830135921,,13069.318191414608,,,,,5.1562,,,2.3,,,,,,,0.08025367870000001,,2.117716,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,619,ILLINOIS,CUMBERLAND,,,,,,,,,,,,,,,,,78.6658,,,,,,,,,,,,,,,,87.104,,,,,,,,,,,,,,,,,7000.412335790115,,,,,,,,,,,,,,,,,2.335476,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,620,ILLINOIS,DE KALB,,,,,4823.46,,,,,53.8692,,,,,154.210530302,,161.959,,,,,4889.5,,,,97.284,,,,,155.56866948,,176.93,,,,,6690.116991856496,,,,,6837.006205624197,,,,,215740.64718987088,,13238.683005990177,,,,,5.14858,,,,,1.65528,,,,,0.07889553952200001,,2.144936,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,621,ILLINOIS,DE WITT,,,,,2514.6,,,500.0,,,,,,,128.035484326,,,,,,,2547.62,,,,,,,,,129.02322191000002,,,,,,,3599.5898739599374,,,1390.0,,,,,,,198197.02107456877,,,,,,,5.31368,,,2.8,,,,,,,0.087291308986,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,624,ILLINOIS,EDGAR,,,,,4036.06,,,,,,,,,,194.09043525599998,,,,,,,4089.3999999999996,,,,,,,,,195.69550883,,,,,,,5741.511828799505,,,,,,,,,,300863.7267539485,,,,,,,5.28066,,,,,,,,,,0.08741477618400001,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,625,ILLINOIS,EDWARDS,,,,,1084.58,,,,,,,,,,61.733599,,149.71,,,,,1107.44,,,,,,,,,62.104000594,,163.32,,,,,1386.2357604511835,,,,,,,,,,85285.27025235468,,12758.816031359403,,,,,4.74472,,,,,,,,,,0.077907801938,,2.2374840000000003,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,626,ILLINOIS,EFFINGHAM,,,,,2166.62,,,3170.0,,,,,,,116.79996930799999,,202.78900000000002,,,,,2194.56,,,,,,,,,117.664239694,,223.204,,,,,3154.8334407860934,,,10700.0,,,,,,,165461.53382398188,,18799.494417887967,,,,,5.40512,,,3.4,,,,,,,0.079883277106,,2.4334680000000004,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,627,ILLINOIS,FAYETTE,,,,,2870.2,,,4170.0,,,,,,,183.22532183200002,,337.528,,,,,2908.2999999999997,,,,,,,,,184.58346100999998,,370.192,,,,,4069.3736327988977,,,12200.0,,,,,,,254720.47593912462,,25574.087000910662,,,,,5.262879999999999,,,2.95,,,,,,,0.07840167073,,1.989782,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,628,ILLINOIS,FORD,,,,,3385.8199999999997,,,710.0,,,,,,,165.81644691399998,,,,,,,3429.0,,,,,,,,,167.29805328999998,,,,,,,4610.415749434371,,,2740.0,,,,,,,242150.69759765238,,,,,,,5.0546,,,3.85,,,,,,,0.082352621066,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,629,ILLINOIS,FRANKLIN,,,,,962.66,,,,,,,,,,100.74923356800001,,514.458,,,,,977.9,,,,,,,,,101.61350395400001,,566.176,,,,,1170.5488774622268,,,,,,,,,,117561.21721948986,,37937.71846492707,,,,,4.513579999999999,,,,,,,,,,0.065808016534,,1.935342,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,630,ILLINOIS,FULTON,,,,,3284.22,,,,,,,,,,156.80334146,,,,,,,3327.4,,,,,,,,,158.03801344,,,,,,,4339.460188934948,,,,,,,,,,224877.38929614532,,,,,,,4.904739999999999,,,,,,,,,,0.08087101469,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,631,ILLINOIS,GALLATIN,,,,,1508.76,,,700.0,,,,,,,90.74839053000001,,118.67920000000001,,,,,1529.08,,,,,,,,,91.48919371800001,,130.656,,,,,1979.070537143634,,,1690.0,,,,,,,124184.00365746986,,11799.082082097853,,,,,4.869179999999999,,,2.4,,,,,,,0.07716699875000001,,2.6103980000000004,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,632,ILLINOIS,GREENE,,,,,2667.0,,,,,,,,,,,,69.1388,,,,,2717.7999999999997,,,,,,,,,,,76.21600000000001,,,,,3584.121596291914,,,,,,,,,,,,5871.313571953,,,,,4.98856,,,,,,,,,,,,2.229318,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,633,ILLINOIS,GRUNDY,,,,,2583.18,,,,,,,,,,109.88580622,,,,,,,2616.2,,,,,,,,,110.75007660600001,,,,,,,3559.7894741174946,,,,,,,,,,143160.314185886,,,,,,,5.11556,,,,,,,,,,0.07346298281,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,634,ILLINOIS,HAMILTON,,,,,,,,1280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,635,ILLINOIS,HANCOCK,,,,,4124.96,,,,,,,,,,194.58430404799998,,79.2102,,,,,4178.3,,,,,,,,,196.31284481999998,,87.104,,,,,5670.427271875666,,,,,,,,,,286699.0733110852,,6887.5024594064025,,,,,5.10286,,,,,,,,,,0.083093424254,,2.281036,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,636,ILLINOIS,HARDIN,,,,,27.432,,,2250.0,,,,,,,9.099532492600002,,,,,,,27.939999999999998,,,,,,,,,9.136572652000002,,,,,,,33.022165808140024,,,4220.0,,,,,,,10082.854454557304,,,,,,,4.46786,,,1.9,,,,,,,0.062474402188,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,637,ILLINOIS,HENDERSON,,,,,,,,,,,,,,,74.574187592,,,,,,,,,,,,,,,,75.191523582,,,,,,,,,,,,,,,,,108748.85648976952,,,,,,,,,,,,,,,,,0.08222915386799999,,,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,638,ILLINOIS,HENRY,,,,,5702.3,,,4690.0,,2.4684,,,,,211.74624457,,28.3088,,,,,5765.8,,,,17.424,,,,,213.59825253999998,,32.664,,,,,7901.161472651862,,,21400.0,,218.20232571141054,,,,,315704.1747312996,,2334.4116942332357,,,,,5.1434999999999995,,,4.55,,1.1528880000000001,,,,,0.08408116183799999,,2.16399,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
2021,639,ILLINOIS,IROQUOIS,,,,,7975.599999999999,,,,,1.7424,,,,,356.20286623,,175.29680000000002,,,,,8051.799999999999,,,,8.712,,,,,359.28954618,,193.262,,,,,10598.203414813532,,,,,171.329233521552,,,,,451538.87616333837,,14537.146584402859,,,,,4.9326799999999995,,,,,1.282116,,,,,0.07148750764200001,,2.1776,"种类：PRODUCTION_BEANS,FAO总量：1020087.0,国家总量：287394.62399999995; 种类：PRODUCTION_CHICKPEAS,FAO总量：129770.0,国家总量：2261.125330219; 种类：PRODUCTION_CORN,FAO总量：2617864.0,国家总量：382585798.2; 种类：PRODUCTION_COTTON,FAO总量：11246552.92,国家总量：3814757.1000000006; 种类：PRODUCTION_SOYBEANS,FAO总量：120707230.0,国家总量：5513282.03539636; 种类：PRODUCTION_SUNFLOWER,FAO总量：863180.0,国家总量：324550.80000000005; "
