year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_BEANS,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_FLAXSEED,AREA HARVESTED_HAY,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_RICE,AREA HARVESTED_RYE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_SUGARBEETS,AREA HARVESTED_SUGARCANE,AREA HARVESTED_SUNFLOWER,AREA HARVESTED_TOBACCO,AREA HARVESTED_WHEAT,"AREA PLANTED, NET_WHEAT",AREA PLANTED_BARLEY,AREA PLANTED_BEANS,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_FLAXSEED,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_RICE,AREA PLANTED_RYE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_SUGARBEETS,AREA PLANTED_SUNFLOWER,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_BEANS,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_FLAXSEED,PRODUCTION_HAY,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_RICE,PRODUCTION_RYE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_SUGARBEETS,PRODUCTION_SUGARCANE,PRODUCTION_SUNFLOWER,PRODUCTION_TOBACCO,PRODUCTION_WHEAT,SUCROSE_SUGARBEETS,SUCROSE_SUGARCANE,YIELD_BARLEY,YIELD_BEANS,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_FLAXSEED,YIELD_HAY,YIELD_OATS,YIELD_PEANUTS,YIELD_RICE,YIELD_RYE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_SUGARBEETS,YIELD_SUGARCANE,YIELD_SUNFLOWER,YIELD_TOBACCO,YIELD_WHEAT,标记
1993,-46,WYOMING,OTHER (COMBINED) COUNTIES,,244.93859999999998,,,,,,,,,,,,,,,,,,,326.5848,,,,,,,,,,,,,,,2348.5753914147353,,,,,,,,,,,,,,,,,,,,430.00332,,,,,,,,,,,,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,861,IOWA,MARSHALL,,,,3449.3199999999997,,,27800.0,13.068,,,,,108.65113424,,,,,5.444,,,,,3505.2,,,59.532,,,,,109.88580622,,,10.888,,,,5971.298506823713,,,69700.0,454.1889294201341,,,,,77451.85963680576,,,,,57.157280547479864,,,,,,2.4917399999999996,,,5.029999999999999,0.499488,,,,,0.04444819128,,,,,1.14324,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,862,IOWA,MILLS,,,,2227.58,,,15100.0,4.356,,,,,82.84648985800001,,,,,24.498,,,,,2438.4,,,34.848,,,,,102.47777434000001,,,92.548,,,,3368.7039058895234,,,41300.0,175.81506945295516,,,,,52971.496044623076,,,,,272.1775264165708,,,,,,2.1793199999999997,,,5.48,0.5808,,,,,0.039879904954,,,,,1.208568,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,863,IOWA,MITCHELL,,,,3093.72,,,19200.0,42.108,,,,,105.07058549800001,,,,,,,,,,3251.2,,,151.008,,,,,106.18179028,,,,,,,3927.4764571357005,,,54000.0,1377.2180440481486,,,,,45928.1946314876,,,,,,,,,,,1.97358,,,5.63,0.470448,,,,,0.027286250758,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,864,IOWA,MONONA,,,,3655.06,,,20700.0,33.396,,,,,130.87522988,,,,,38.108000000000004,,,,,3784.6,,,166.98,,,,,134.57924581999998,,,65.328,,,,6646.697982031291,,,68100.0,1699.545671378566,,,,,87356.50224902753,,,,,571.5728054747987,,,,,,2.6339799999999998,,,6.58,0.731808,,,,,0.041608445726000004,,,,,1.6332,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,865,IOWA,MONROE,,,,490.21999999999997,,,62500.0,11.616,,,,,24.199570808,,,,,5.444,,,,,609.6,,,49.368,,,,,24.6934396,,,21.776,,,,483.612978026608,,,99800.0,263.7226041794327,,,,,13597.484672580991,,,,,46.27017949081703,,,,,,1.778,,,3.1900000000000004,0.3267,,,,,0.035064684232,,,,,0.9254800000000001,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,866,IOWA,MONTGOMERY,,,,2133.6,,,32400.0,17.424,,,,,88.032112174,,,,,32.664,,,,,2184.4,,,84.216,,,,,92.60039850000001,,,87.104,,,,3156.702075221911,,,72300.0,659.3065104485818,,,,,54976.88047475193,,,,,364.7178853982049,,,,,,2.159,,,4.47,0.5445,,,,,0.03889216737,,,,,1.214012,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,867,IOWA,MUSCATINE,,,,2189.48,,,25800.0,27.588,,,,,63.83254136600001,,,,,27.220000000000002,,,,,2286.0,,,90.024,,,,,69.14163088,,,76.21600000000001,,,,3496.2160094206547,,,60200.0,981.6341377789996,,,,,46441.76869286206,,,,,313.00415537905644,,,,,,2.32156,,,4.67,0.5125559999999999,,,,,0.045312461666,,,,,1.2521200000000001,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,868,IOWA,O BRIEN,,,,3538.22,,,13800.0,21.78,,,,,171.37247082399998,,,,,,,,,,3835.3999999999996,,,171.336,,,,,174.08874918,,,,,,,5317.151048871324,,,37000.0,776.5165567505519,,,,,78821.39046713765,,,,,,,,,,,2.18694,,,5.390000000000001,0.5125559999999999,,,,,0.028644389936,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,869,IOWA,OSCEOLA,,,,1894.84,,,10200.0,20.328,,,,,120.50398524800002,,,,,5.444,,,,,2540.0,,,119.064,,,,,125.93654196000001,,,13.610000000000001,,,,2662.2039176255716,,,31500.0,805.8190683260444,,,,,44949.95832410766,,,,,54.43550528331416,,,,,,2.06248,,,6.18,0.5706359999999999,,,,,0.023211833224,,,,,1.0888,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,870,IOWA,PAGE,,,,2270.7599999999998,,,43500.0,13.068,,,,,104.9471183,,,,,21.776,,,,,2336.7999999999997,,,72.6,,,,,106.18179028,,,76.21600000000001,,,,3503.9911376847476,,,98700.0,439.5376736323879,,,,,65077.17034844967,,,,,272.1775264165708,,,,,,2.21996,,,4.57,0.48351599999999995,,,,,0.038645232974,,,,,1.361,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,871,IOWA,PALO ALTO,,,,3276.6,,,8900.0,17.424,,,,,144.08622006599998,,,,,,,,,,3581.3999999999996,,,165.528,,,,,151.86465353999998,,,,,,,4687.36565947976,,,21000.0,542.0964641466117,,,,,53827.452813580516,,,,,,,,,,,2.08026,,,4.72,0.447216,,,,,0.023335300421999997,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,872,IOWA,PLYMOUTH,,,,5285.74,,,38000.0,94.38,,,,,188.90481294,,,,,,,,,,5384.8,,,345.576,,,,,192.60882888,,,,,,,10203.0416500276,,,160200.0,5347.708362527385,,,,,154194.49795076108,,,,,,,,,,,2.79908,,,8.440000000000001,0.8160240000000001,,,,,0.050868485576,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,873,IOWA,POCAHONTAS,,,,3848.1,,,7900.0,10.164,,,,,193.84350085999998,,,,,,,,,,3987.7999999999997,,,196.02,,,,,198.78218877999998,,,,,,,5811.13086458339,,,16800.0,249.07134839168643,,,,,96943.21806135081,,,,,,,,,,,2.16662,,,4.26,0.352836,,,,,0.031113733895999997,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,874,IOWA,POLK,,,,2072.64,,,13200.0,5.808,,,,,88.27904657,,,,,,,,,,2260.6,,,101.64,,,,,93.83507048000001,,,,,,,3991.750850785539,,,32700.0,278.37385996717893,,,,,60112.62108849655,,,,,,,,,,,2.7432,,,4.96,0.6897,,,,,0.042472716112,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,875,IOWA,POTTAWATTAMIE,,,,5580.38,,,45800.0,36.3,,,,,205.325950274,,,,,27.220000000000002,,,,,5816.599999999999,,,153.912,,,,,209.8942366,,,76.21600000000001,,,,9009.300290547131,,,130600.0,1699.545671378566,,,,,148471.8155525885,,,,,361.99611013403916,,,,,,2.3520399999999997,,,5.71,0.673728,,,,,0.045065527269999996,,,,,1.448104,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,876,IOWA,POWESHIEK,,,,2880.3599999999997,,,50000.0,56.628,,,,,99.39109439,,,,,,,,,,2921.0,,,149.556,,,,,101.24310236000001,,,,,,,4470.698751853691,,,101400.0,2212.3396239496856,,,,,66935.81933247154,,,,,,,,,,,2.29108,,,4.08,0.5619240000000001,,,,,0.04197884732,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,877,IOWA,RINGGOLD,,,,1010.92,,,65400.0,14.52,,,,,41.855380122,,,,,5.444,,,,,1117.6,,,74.05199999999999,,,,,43.213519299999994,,,38.108000000000004,,,,797.2098180117074,,,120600.0,278.37385996717893,,,,,20322.859285817995,,,,,51.71373001914845,,,,,,1.2166599999999999,,,3.86,0.27588,,,,,0.03024946351,,,,,1.03436,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,878,IOWA,SAC,,,,3746.5,,,23700.0,31.944,,,,,160.877758994,,,,,,,,,,3810.0,,,152.46,,,,,161.74202938000002,,,,,,,6130.947807179764,,,73300.0,1230.705486170686,,,,,121521.40528427152,,,,,,,,,,,2.34188,,,6.2,0.554664,,,,,0.047041002438,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,879,IOWA,SCOTT,,,,3098.7999999999997,,,23900.0,29.04,,,,,62.474402188,,,,,16.332,,,,,3124.2,,,105.996,,,,,64.20294296,,,32.664,,,,6529.0343743013445,,,62700.0,1391.869299835895,,,,,53093.77558304557,,,,,195.96781901993097,,,,,,3.0759399999999997,,,5.26,0.6897,,,,,0.052967427942,,,,,1.3065600000000002,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,880,IOWA,SHELBY,,,,4302.76,,,36900.0,59.532,,,,,124.70186998000001,,,,,,,,,,4343.4,,,151.008,,,,,125.93654196000001,,,,,,,7415.39899640799,,,110000.0,2754.436088096297,,,,,90144.47572506033,,,,,,,,,,,2.4714199999999997,,,5.97,0.666468,,,,,0.045065527269999996,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,881,IOWA,SIOUX,,,,5628.639999999999,,,34300.0,71.148,,,,,171.61940522,,,,,10.888,,,,,5816.599999999999,,,299.112,,,,,180.26210908,,,16.332,,,,11290.522923232127,,,111000.0,3897.234039540506,,,,,123013.2156530259,,,,,108.87101056662831,,,,,,2.9844999999999997,,,6.48,0.7884359999999999,,,,,0.044695125676,,,,,1.0888,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,882,IOWA,STORY,,,,3589.02,,,14800.0,7.26,,,,,155.692136678,,,,,,,,,,3759.2,,,155.364,,,,,160.5073574,,,,,,,5655.628299301522,,,27900.0,307.6763715426715,,,,,98679.5875069502,,,,,,,,,,,2.26822,,,3.77,0.60984,,,,,0.039509503359999996,,,,,,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,883,IOWA,TAMA,,,,4180.84,,,42900.0,45.012,,,,,130.87522988,,,,,5.444,,,,,4292.599999999999,,,133.584,,,,,132.10990185999998,,,13.610000000000001,,,,6853.516393856174,,,91900.0,1787.4532061050438,,,,,91758.5656322372,,,,,57.157280547479864,,,,,,2.35966,,,4.29,0.5720879999999999,,,,,0.043707388092,,,,,1.14324,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
1993,884,IOWA,TAYLOR,,,,1524.0,,,46000.0,10.164,,,,,70.74670445400001,,,,,16.332,,,,,1600.2,,,69.696,,,,,71.61097484000001,,,59.884,,,,1882.0993817948697,,,91000.0,249.07134839168643,,,,,40743.54220237398,,,,,195.96781901993097,,,,,,1.77546,,,3.97,0.352836,,,,,0.035928954618,,,,,1.3065600000000002,"种类：PRODUCTION_BEANS,FAO总量：991600.0,国家总量：1543584.9135999996; 种类：PRODUCTION_CHICKPEAS,FAO总量：13653.0,国家总量：456.751431582; 种类：PRODUCTION_CORN,FAO总量：3323540.0,国家总量：162861459.9; 种类：PRODUCTION_RYE,FAO总量：262650.0,国家总量：161696.4; 种类：PRODUCTION_COTTON,FAO总量：9266000.0,国家总量：3511098.255; 种类：PRODUCTION_SOYBEANS,FAO总量：50885390.0,国家总量：2568981.124515614; 种类：PRODUCTION_SUNFLOWER,FAO总量：1166670.0,国家总量：2272517.856; 种类：PRODUCTION_WHEAT,FAO总量：65222000.0,国家总量：130454770.706; "
