year,OBJECTID,State,County,AREA HARVESTED_BARLEY,AREA HARVESTED_CANOLA,AREA HARVESTED_CHICKPEAS,AREA HARVESTED_CORN,AREA HARVESTED_COTTON,AREA HARVESTED_LENTILS,AREA HARVESTED_OATS,AREA HARVESTED_PEANUTS,AREA HARVESTED_PEAS,AREA HARVESTED_RICE,AREA HARVESTED_SORGHUM,AREA HARVESTED_SOYBEANS,AREA HARVESTED_WHEAT,AREA PLANTED_BARLEY,AREA PLANTED_CANOLA,AREA PLANTED_CHICKPEAS,AREA PLANTED_CORN,AREA PLANTED_COTTON,AREA PLANTED_LENTILS,AREA PLANTED_OATS,AREA PLANTED_PEANUTS,AREA PLANTED_PEAS,AREA PLANTED_RICE,AREA PLANTED_SORGHUM,AREA PLANTED_SOYBEANS,AREA PLANTED_WHEAT,PRODUCTION_BARLEY,PRODUCTION_CANOLA,PRODUCTION_CHICKPEAS,PRODUCTION_CORN,PRODUCTION_COTTON,PRODUCTION_LENTILS,PRODUCTION_OATS,PRODUCTION_PEANUTS,PRODUCTION_PEAS,PRODUCTION_RICE,PRODUCTION_SORGHUM,PRODUCTION_SOYBEANS,PRODUCTION_WHEAT,YIELD_BARLEY,YIELD_CANOLA,YIELD_CHICKPEAS,YIELD_CORN,YIELD_COTTON,YIELD_LENTILS,YIELD_OATS,YIELD_PEANUTS,YIELD_PEAS,YIELD_RICE,YIELD_SORGHUM,YIELD_SOYBEANS,YIELD_WHEAT,标记
2019,-46,WYOMING,OTHER (COMBINED) COUNTIES,798.9590000000001,,,,,,,,,,,,,970.942,,,,,,,,,,,,,108221.16732068128,,,,,,,,,,,,,4.138477,,,,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,966,KANSAS,OSAGE,,,,759.4599999999999,,,,,,,,103.342044726,165.2254,,,,805.18,,,,,,,,104.206315112,171.48600000000002,,,,727.2533636345913,,,,,,,,94001.81533552319,7538.1403580714305,,,,2.9362399999999997,,,,,,,,0.05062155118,1.1895140000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,968,KANSAS,OTTAWA,,,,,,,,,,,,,1679.2018,,,,,,,,,,,,,1796.52,,,,,,,,,,,,,81693.52941262392,,,,,,,,,,,,,1.2684520000000001,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,969,KANSAS,PAWNEE,,,,,,,,,,,,,3175.213,,,,,,,,,,,,,3337.172,,,,,,,,,,,,,147861.33426888788,,,,,,,,,,,,,1.214012,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,970,KANSAS,PHILLIPS,,,,,,,,,,,,37.904429786,,,,,,,,,,,,,38.27483138,,,,,,,,,,,,,36866.679324479665,,,,,,,,,,,,,0.054078632724,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,971,KANSAS,POTTAWATOMIE,,,,883.92,,,,,,,,50.745018378,82.7488,,,,962.66,,,,,,,,51.115419972,84.382,,,,1080.5688721827623,,,,,,,,55710.866081717424,3871.4751046547985,,,,3.7490399999999995,,,,,,,,0.061116263010000005,1.2194559999999999,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,972,KANSAS,PRATT,,,,,3918.6,,,,,,,,,,,,,4680.55,,,,,,,,,,,,,23644.722430367266,,,,,,,,,,,,,191.576,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,973,KANSAS,RAWLINS,,,,3360.42,,,,,,,,,2788.1446,,,,3429.0,,,,,,,,,2877.154,,,,3426.2555748548657,,,,,,,,,188766.4128911774,,,,3.12674,,,,,,,,,1.763856,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,974,KANSAS,RENO,,,,1163.32,,,,,,,,112.10821578399998,4768.944,,,,1236.98,,,,,,,,112.97248617000001,5133.692,,,,1325.7222774588906,,,,,,,,81566.84326025295,186632.97694077983,,,,3.49504,,,,,,,,0.040497240943999986,1.018028,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,975,KANSAS,REPUBLIC,,,,,,,,,,,251.45999999999998,133.34457384,956.2386,,,,,,,,,,,264.15999999999997,134.57924581999998,985.364,,,,,,,,,,,24502.93589306606,133278.797617324,45877.40667734945,,,,,,,,,,,2.35966,0.055683706298,1.249398,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,977,KANSAS,RILEY,,,,495.29999999999995,,,,,,,,43.583920893999995,,,,,525.78,,,,,,,,43.830855289999995,,,,,606.8861981256254,,,,,,,,44563.2149041073,,,,,3.75666,,,,,,,,0.056918378278,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,978,KANSAS,ROOKS,,,,777.24,,,,,,,1511.3,,2038.778,,,,815.3399999999999,,,,,,,1577.34,,2085.052,,,,532.8140962739542,,,,,,,145153.2615404457,,104817.13053366642,,,,2.10058,,,,,,,2.32664,,1.3392240000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,980,KANSAS,RUSSELL,,,,,,,,,,,1023.62,12.099785404,1627.756,,,,,,,,,,,1102.36,12.470186998,1747.5240000000001,,,,,,,,,,,102139.95559772647,8134.772480958739,88438.03159714746,,,,,,,,,,,2.41808,0.037410560994,1.41544,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,981,KANSAS,SALINE,,,,,,,,,,,,77.16699875,2373.0396,,,,,,,,,,,,78.278203532,2512.406,,,,,,,,,,,,73623.79942362655,109908.93100194864,,,,,,,,,,,,0.053090895140000004,1.205846,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,982,KANSAS,SCOTT,,,,3195.3199999999997,,,,,,,1524.0,,,,,,3429.0,,,,,,,1615.4399999999998,,,,,,2817.4754877614414,,,,,,,162438.48479544558,,,,,,2.70256,,,,,,,2.58318,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,983,KANSAS,SEDGWICK,,,,1460.5,,,,,,,523.24,126.92427954399999,3169.7690000000002,,,,1521.46,,,,,,,566.42,130.25789389,3375.28,,,,1489.0175929046204,,,,,,,40563.01235341262,102328.3164608143,133496.19886954423,,,,3.12674,,,,,,,1.8770600000000002,0.044818592873999995,1.0969659999999999,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,984,KANSAS,SEWARD,,,,,,,,,,,,10.186043835,1287.506,,,,,,,,,,,,10.247777434,1472.602,,,,,,,,,,,,14543.987162926232,79875.84198288519,,,,,,,,,,,,0.079512875512,1.616868,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,985,KANSAS,SHAWNEE,,,,835.66,,,,,,,,,55.801,,,,855.98,,,,,,,,,59.884,,,,1028.171277407006,,,,,,,,,2252.908363619839,,,,3.7719,,,,,,,,,1.0506920000000002,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,987,KANSAS,SHERMAN,,,,5575.3,,,,,,,612.14,,3614.8160000000003,,,,5638.8,,,,,,,673.1,,3699.1980000000003,,,,6093.692969945167,,,,,,,46608.845448766966,,232828.97672005527,,,,3.35026,,,,,,,1.8440399999999997,,1.676752,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,988,KANSAS,SMITH,,,,2275.8399999999997,,,,,,,,,,,,,2346.96,,,,,,,,,,,,,2734.986101608444,,,,,,,,,,,,,3.6855399999999996,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,990,KANSAS,STANTON,,,,2705.1,,,,,,,,,,,,,2870.2,,,,,,,,,,,,,2665.3330740149695,,,,,,,,,,,,,3.02006,,,,,,,,,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,991,KANSAS,STEVENS,,,,,2220.54,,,,,,,,1807.4080000000001,,,,,3570.28,,,,,,,,1894.5120000000002,,,,,14903.340198534519,,,,,,,,103087.62512321079,,,,,213.1283,,,,,,,,1.486212,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,992,KANSAS,SUMNER,,,,1183.6399999999999,9099.86,,,,,,680.72,211.12890858,6615.004400000001,,,,1308.1,9469.95,,,,,,723.9,214.21558853,7512.72,,,,911.8023219411702,56532.38181078718,,,,,,43412.81033228009,145302.92259759633,244008.18110013858,,,,2.3622,197.2362,,,,,,1.54432,0.03827483138,0.960866,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,994,KANSAS,TREGO,,,,,,,,,,,,1.666807173,,,,,,,,,,,,,1.7285407720000001,,,,,,,,,,,,,1287.3208976601372,,,,,,,,,,,,,0.042966584903999995,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,995,KANSAS,WABAUNSEE,,,,645.16,,,,,,,,,62.606,,,,688.3399999999999,,,,,,,,,81.66,,,,600.1523706845644,,,,,,,,,3080.6815123740976,,,,2.85242,,,,,,,,,1.282062,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,998,KANSAS,WICHITA,,,,2623.8199999999997,,,,,,,,,3560.376,,,,2921.0,,,,,,,,,3647.48,,,,2686.586716875818,,,,,,,,,259596.48644437685,,,,3.1394399999999996,,,,,,,,,1.899956,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,999,KANSAS,WILSON,,,,1033.78,,,,,,,,96.798283232,,,,,1082.04,,,,,,,,97.53908642,,,,,1033.2216479878018,,,,,,,,84524.94234423793,,,,,3.0632399999999995,,,,,,,,0.048646076011999995,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,1002,KENTUCKY,ADAIR,,,,228.6,,,,,,,,11.358982216,,,,,292.09999999999997,,,,,,,,11.482449414000001,,,,,335.2183473003194,,,,,,,,13859.242004596368,,,,,4.4958,,,,,,,,0.06790695890000001,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,1003,KENTUCKY,ALLEN,,,,203.2,,,,,,,,,24.498,,,,223.51999999999998,,,,,,,,,46.274,,,,289.5545799656244,,,,,,,,,1507.628071614286,,,,4.3688,,,,,,,,,1.603258,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,1005,KENTUCKY,BALLARD,,,,,,,,,,,,44.44819128,293.976,,,,,,,,,,,,44.44819128,372.914,,,,,,,,,,,,50753.31113540923,21419.696941991646,,,,,,,,,,,,0.06358560697,1.897234,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,1006,KENTUCKY,BARREN,,,,,,,,,,,,31.978004282,10.888,,,,,,,,,,,,32.101471479999994,117.046,,,,,,,,,,,,31224.379219841627,605.8958099129112,,,,,,,,,,,,0.05432556712,1.450826,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
2019,1007,KENTUCKY,BATH,,,,53.339999999999996,,,,,,,,7.840167073000001,,,,,60.96,,,,,,,,7.901900672,,,,,75.12426238933712,,,,,,,,8353.890931624295,,,,,4.318,,,,,,,,0.059264255040000005,,"种类：PRODUCTION_CHICKPEAS,FAO总量：282910.0,国家总量：4381.727584865699; 种类：PRODUCTION_CORN,FAO总量：2856091.0,国家总量：344741647.32; 种类：PRODUCTION_LENTILS,FAO总量：244400.0,国家总量：149956.854; 种类：PRODUCTION_OATS,FAO总量：773040.0,国家总量：573235.0800000001; 种类：PRODUCTION_PEAS,FAO总量：1013600.0,国家总量：704243.834; 种类：PRODUCTION_COTTON,FAO总量：12790218.52,国家总量：3886119.16; 种类：PRODUCTION_SOYBEANS,FAO总量：96667090.0,国家总量：4357538.931061819; "
